N	3gram	Bakhtin_Fr	Tvorches
1	в то же	12	25
2	то же время	12	24
3	в том что	4	11
4	о том что	4	8
5	но в то	3	6
6	в самом деле	3	5
7	в том же	1	5
8	по отношению к	3	5
9	в xix веке	1	4
10	до сих пор	3	4
11	с точки зрения	4	4
12	в одной из	1	4
13	дело в том	2	4
14	с самого начала	1	4
15	это прежде всего	3	4
16	это как бы	1	3
17	что все это	2	3
18	том что в	1	3
19	в известной мере	1	3
20	в ту эпоху	1	3
21	во всяком случае	1	3
22	как и в	2	3
23	с другой стороны	2	3
24	является одним из	1	3
25	в году в	1	3
26	в данном случае	1	2
27	и в другом	1	2
28	как и его	1	2
29	в том числе	4	2
30	у него в	2	2
31	что у него	2	2
32	так и в	3	2
33	на первом плане	1	2
34	не потому что	1	2
35	в конце концов	5	2
36	потому что он	1	2
37	том числе и	2	2
38	и в самом	1	2
39	и превращается в	1	2
40	к тому же	1	2
41	не в силах	1	2
42	таким образом и	2	2
43	никогда не было	1	2
44	в связи с	2	2
45	в одном из	2	2
46	в свою очередь	3	2
47	не только для	1	2
48	человека и его	1	2
49	заключается в том	1	2
50	и в ряде	1	2
51	на этот вопрос	1	2
52	на самом деле	1	2
53	в этом романе	1	2
54	содержит в себе	1	2
55	не только в	1	2
56	мы уже говорили	12	2
57	в этой главе	1	1
58	тогда как в	1	1
59	что в каждом	1	1
60	и как раз	1	1
61	об эпизоде с	1	1
62	и его сознания	1	1
63	всем и каждому	1	1
64	он говорит что	1	1
65	некоторые из них	1	1
66	имеет в виду	1	1
67	на глазах у	2	1
68	все это я	1	1
69	и когда она	1	1
70	и в изображении	1	1
71	о том как	3	1
72	в применении к	1	1
73	здесь нет ни	1	1
74	потому что это	1	1
75	это одна из	4	1
76	в ту же	1	1
77	целый ряд других	1	1
78	это та же	1	1
79	и те и	2	1
80	таким образом уже	1	1
81	так например в	1	1
82	одну общую черту	1	1
83	думать о том	1	1
84	рассказывает о своих	1	1
85	его рассказ о	2	1
86	с самим собой	1	1
87	именно потому что	1	1
88	ничего общего с	1	1
89	пространство и время	1	1
90	к человеку и	1	1
91	в нем самом	1	1
92	то есть о	2	1
93	святых и праведников	2	1
94	и тем самым	1	1
95	и прежде всего	2	1
96	дается еще более	1	1
97	говорили о том	1	1
98	а с другой	1	1
99	и оба они	1	1
100	еще более усиливаются	1	1
101	и рядом с	1	1
102	в первой главе	1	1
103	и того же	1	1
104	нужно сказать что	3	1
105	по себе и	1	1
106	то же самое	1	1
107	по этому поводу	1	1
108	имел в виду	1	1
109	же время они	1	1
110	на самом же	1	1
111	связанные с ними	1	1
112	то все это	1	1
113	образом и в	1	1
114	сих пор еще	3	1
115	о том чтобы	1	1
116	теперь я могу	1	1
117	и в том	1	1
118	со смертью и	1	1
119	и в этом	1	1
120	мы видим как	1	1
121	может и не	1	1
122	и так называемый	1	1
123	связан с темой	1	1
124	в том и	1	1
125	неразрывно связано с	1	1
126	на той же	1	1
127	и в романе	2	1
128	за то что	4	1
129	в ряде других	1	1
130	на другой день	1	1
131	те и другие	2	1
132	той или иной	1	1
133	но он дает	1	1
134	к себе в	1	1
135	самом же деле	1	1
136	в эти годы	1	1
137	жизни именно в	1	1
138	но и в	2	1
139	в чем же	2	1
140	но в них	1	1
141	это своего рода	1	1
142	со всеми его	3	1
143	в мировой литературе	1	1
144	имеем в виду	2	1
145	но в нем	2	1
146	в другом месте	3	1
147	можно определить как	1	1
148	это связано с	1	1
149	традиционное представление о	1	1
150	что же касается	1	1
151	прошлое и будущее	1	1
152	в целом ряде	1	1
153	то что в	2	1
154	и не в	1	1
155	в тех же	1	1
156	как один из	2	1
157	точки зрения их	1	1
158	с одной стороны	3	1
159	никто не знает	2	1
160	не говорит что	1	1
161	уже говорили о	2	1
162	в настоящее время	1	1
163	в то время	1	1
164	проникает в область	1	1
165	какое отличие от	1	1
166	таким образом в	2	1
167	он не описывает	1	1
168	все это в	2	1
169	но все это	2	1
170	тесно связан с	1	1
171	со всех сторон	2	1
172	но уже в	2	1
173	не что иное	1	1
174	и легенды о	1	1
175	в отрыве от	2	1
176	можно было бы	2	1
177	свое завершение в	1	1
178	уже говорили что	3	1
179	небесных светил и	2	1
180	и это не	1	1
181	мы имеем в	2	1
182	и в метафорическом	1	1
183	пространства и времени	1	1
184	при этом сам	1	1
185	лишь там где	1	1
186	в метафорическом смысле	1	1
187	есть прежде всего	1	1
188	что в нем	1	1
189	один из самых	1	1
190	одного и того	1	1
191	этот день и	1	1
192	друг за другом	2	1
193	людей своего времени	1	1
194	в котором все	1	1
195	и в литературе	2	1
196	что иное как	1	1
197	и в истории	1	1
198	и до конца	4	1
199	найти в человеке	1	1
200	в нем и	1	1
201	в предисловии к	1	1
202	не только с	2	1
203	мире так и	1	1
204	и не только	1	1
205	это и есть	1	1
206	в этот день	1	1
207	приходит на смену	1	1
208	потому что они	1	1
209	начала и до	4	1
