N	2gram	Trubetskoy	VeschiIm
1	не есть	1	79
2	и не	8	57
3	не только	10	48
4	то что	7	48
5	не может	4	46
6	и в	26	45
7	и есть	1	40
8	может быть	10	39
9	а не	5	37
10	потому что	7	25
11	было бы	1	24
12	только в	4	23
13	по себе	1	23
14	что она	1	23
15	в себе	6	23
16	сказать что	2	22
17	в смысле	4	22
18	и что	4	22
19	как бы	12	20
20	что такое	1	20
21	и следовательно	1	20
22	что это	3	19
23	но и	9	19
24	и ее	1	19
25	в этом	15	18
26	все же	6	18
27	так как	9	17
28	что мы	2	17
29	прежде всего	2	17
30	и это	2	17
31	есть не	1	17
32	таким образом	22	16
33	оно есть	1	16
34	того что	3	16
35	как раз	1	16
36	как и	1	15
37	уже не	3	15
38	в том	11	15
39	в ней	1	15
40	но это	1	14
41	не в	2	14
42	в самом	4	13
43	том что	7	13
44	и больше	2	13
45	и для	5	13
46	а и	1	13
47	это и	1	13
48	в себя	1	13
49	то ни	2	13
50	что в	9	12
51	и с	10	12
52	бы то	2	12
53	то же	4	12
54	и даже	3	12
55	есть то	1	12
56	о том	6	12
57	еще не	2	12
58	точки зрения	13	12
59	но если	2	12
60	ничего не	1	12
61	что они	1	12
62	ни было	2	12
63	совершенно не	1	12
64	что и	6	12
65	и как	3	12
66	и их	1	11
67	не менее	3	11
68	себя в	1	11
69	и пр	1	11
70	еще и	1	11
71	тем не	3	11
72	ни в	1	11
73	в то	4	11
74	и только	4	11
75	по крайней	5	10
76	в чем	1	10
77	крайней мере	5	10
78	что оно	4	10
79	ясно что	3	10
80	общаться с	1	10
81	с ее	1	10
82	есть ли	1	10
83	с ним	1	9
84	в результате	3	9
85	бы и	1	9
86	хотя бы	3	9
87	в своем	3	9
88	ни с	1	9
89	должно быть	1	9
90	это не	1	9
91	у нас	1	9
92	бы в	1	9
93	ли это	2	9
94	другими словами	1	9
95	так что	3	9
96	но не	8	9
97	на то	2	9
98	и его	1	9
99	как с	1	8
100	это есть	1	8
101	если бы	3	8
102	смысла и	1	8
103	с тем	18	8
104	что он	4	8
105	отличается от	2	8
106	по сравнению	2	8
107	но в	7	8
108	мы не	1	8
109	мы имеем	2	8
110	для него	3	8
111	в ее	1	8
112	все это	6	8
113	с другими	4	8
114	в отношении	6	8
115	его в	1	8
116	указывает на	1	8
117	и потому	6	8
118	не с	2	8
119	с другой	8	8
120	можно сказать	3	8
121	с этой	3	7
122	в сущности	1	7
123	то не	1	7
124	самом деле	1	7
125	все эти	6	7
126	тем что	1	7
127	сравнению с	2	7
128	ни на	1	7
129	относится к	2	7
130	и тогда	4	7
131	не потому	2	7
132	без всякого	1	7
133	с именем	2	7
134	а в	4	7
135	из них	7	7
136	необходимо чтобы	1	7
137	можно только	2	7
138	в той	1	6
139	для себя	1	6
140	в разных	2	6
141	есть сама	1	6
142	их в	1	6
143	в своей	1	6
144	в каком	1	6
145	в данном	1	6
146	из себя	2	6
147	в одном	3	6
148	и до	1	6
149	как только	1	6
150	в сфере	1	6
151	на почве	1	6
152	несмотря на	6	6
153	с точки	6	6
154	или иначе	3	6
155	в нем	4	6
156	так или	3	6
157	должны быть	1	6
158	этот вопрос	1	6
159	когда мы	1	6
160	бытия и	1	6
161	жизни и	2	6
162	и все	2	6
163	никогда не	5	6
164	все что	2	5
165	один из	2	5
166	на себе	1	5
167	и здесь	2	5
168	со всем	1	5
169	как к	1	5
170	тогда когда	2	5
171	в жизни	1	5
172	ничем не	4	5
173	как о	3	5
174	вместе с	15	5
175	да и	1	5
176	себе в	1	5
177	в свою	2	5
178	и если	3	5
179	ее с	2	5
180	свою очередь	1	5
181	того же	6	5
182	только не	2	5
183	во всех	2	5
184	мы видим	1	5
185	в его	5	5
186	в которой	3	5
187	но совершенно	1	5
188	как она	1	5
189	или что	1	5
190	кроме того	1	5
191	собственное имя	1	5
192	мы должны	6	5
193	быть и	2	5
194	то или	2	5
195	на это	1	5
196	для этого	2	5
197	и от	4	4
198	существования и	1	4
199	это учение	1	4
200	говорить что	1	4
201	более или	5	4
202	этой точки	2	4
203	она является	1	4
204	то время	1	4
205	с ними	1	4
206	том как	1	4
207	с этим	1	4
208	во всяком	6	4
209	более мелкие	1	4
210	не существует	1	4
211	и более	1	4
212	в котором	4	4
213	того чтобы	5	4
214	так чтобы	2	4
215	явления и	1	4
216	только тогда	1	4
217	когда она	1	4
218	нет никакой	1	4
219	же время	2	4
220	так же	5	4
221	при помощи	1	4
222	что все	4	4
223	что именно	2	4
224	а следовательно	1	4
225	тот же	2	4
226	то в	1	4
227	сам себя	1	4
228	может не	1	4
229	в качестве	3	4
230	так и	6	4
231	в их	1	4
232	однако не	1	4
233	в конце	6	4
234	время как	1	4
235	или менее	5	4
236	и у	8	4
237	о сущности	1	4
238	мы можем	2	4
239	на этом	1	4
240	не было	2	4
241	дело не	1	4
242	он не	4	4
243	в силу	5	4
244	только то	1	4
245	по своей	2	4
246	в этой	4	4
247	не проявляют	1	4
248	отношение к	5	4
249	и о	3	4
250	главным образом	8	4
251	это совершенно	1	4
252	однако это	1	3
253	только что	2	3
254	мы получили	1	3
255	случае не	3	3
256	она уже	1	3
257	из которых	4	3
258	то с	3	3
259	другой стороны	1	3
260	себе не	1	3
261	в своих	1	3
262	сами по	1	3
263	если не	2	3
264	но все	7	3
265	заключается в	1	3
266	себя как	1	3
267	если он	1	3
268	отношения к	1	3
269	состоит из	1	3
270	как в	1	3
271	не имеет	5	3
