N	2gram	Bakhtin_sl	Tragedij
1	и в	69	18
2	в романе	64	10
3	в этом	21	9
4	в бесах	1	9
5	не только	37	8
6	и на	17	7
7	и не	32	7
8	может быть	40	7
9	и с	10	7
10	как бы	16	7
11	он сам	1	7
12	что он	2	6
13	у него	5	6
14	же время	15	6
15	но в	13	6
16	и его	45	6
17	это не	8	5
18	несмотря на	2	5
19	так и	22	5
20	это очень	1	5
21	все же	10	5
22	то же	17	5
23	как и	8	5
24	не может	27	5
25	в то	17	5
26	что в	3	4
27	в себе	3	4
28	и даже	11	4
29	все это	14	4
30	прежде всего	14	4
31	и все	9	4
32	об этом	1	4
33	еще не	9	4
34	но и	37	4
35	том что	6	4
36	и что	2	4
37	так же	2	4
38	то что	2	4
39	в этой	1	4
40	в нем	44	4
41	но это	3	4
42	в целом	3	4
43	и он	1	3
44	один из	9	3
45	должно быть	3	3
46	в основном	7	3
47	уже в	2	3
48	в его	19	3
49	для него	8	3
50	в своем	9	3
51	романа и	8	3
52	с ним	12	3
53	о чем	1	3
54	и сам	4	3
55	в конце	1	3
56	и как	3	3
57	в мире	1	3
58	как в	18	3
59	то есть	46	3
60	при этом	12	3
61	жизнь и	1	3
62	как это	3	3
63	к людям	1	3
64	с ее	6	3
65	но главное	1	3
66	мог бы	1	3
67	отнюдь не	1	3
68	все эти	15	3
69	к нему	7	3
70	в самом	6	2
71	вместе со	2	2
72	и то	2	2
73	автора но	1	2
74	в душе	1	2
75	еще раз	3	2
76	и здесь	5	2
77	данном случае	3	2
78	по замыслу	2	2
79	и за	1	2
80	в том	7	2
81	ивана карамазова	1	2
82	он и	1	2
83	в ее	2	2
84	говорит о	1	2
85	как у	2	2
86	длинные и	1	2
87	романах достоевского	1	2
88	что и	2	2
89	из своих	2	2
90	ни в	4	2
91	бы и	6	2
92	чем он	2	2
93	в русском	1	2
94	что все	2	2
95	не могут	7	2
96	в виде	4	2
97	его в	7	2
98	не в	14	2
99	в первом	3	2
100	но все	2	2
101	даже на	1	2
102	но эта	2	2
103	из самых	2	2
104	еще в	1	2
105	в таком	5	2
106	между этими	3	2
107	ничем не	1	2
108	этими двумя	1	2
109	одном из	1	2
110	состоит из	1	2
111	знает что	1	2
112	и это	1	2
113	очень важно	1	2
114	уже не	5	2
115	к тому	3	2
116	о том	5	2
117	перед нами	7	2
118	не был	2	2
119	на всем	1	2
120	что же?	1	2
121	в данном	5	2
122	отличие от	13	2
123	и личность	1	2
124	он был	1	2
125	то и	1	2
126	отцах и	1	2
127	потому что	2	2
128	и дети	1	2
129	личности и	1	2
130	так что	2	2
131	отцы и	1	2
132	он не	5	2
133	в частности	3	2
134	в это	1	2
135	в одном	4	2
136	в письмах	1	2
137	и до	2	2
138	в отличие	12	2
139	его за	1	2
140	отношение к	8	2
141	до конца	25	2
142	столь же	2	2
143	что она	1	2
144	одна из	6	2
145	что говорит	1	2
146	с его	8	2
147	а как	3	2
148	тем что	1	2
149	не просто	2	2
150	только о	2	2
151	и ее	3	2
152	никогда не	9	2
153	в известной	3	2
154	ничего не	5	2
155	жизнью и	1	2
156	друг друга	3	2
157	в той	13	1
158	в особенности	10	1
159	этого недостаточно	1	1
160	во всем	3	1
161	то в	2	1
162	с помощью	5	1
163	от него	5	1
164	его романа	1	1
165	этом случае	4	1
166	утверждать что	1	1
167	могут быть	25	1
168	только не	2	1
169	проникает в	1	1
170	социальной жизни	1	1
171	к сожалению	1	1
172	мы видим	2	1
173	и прямо	4	1
174	в настоящем	1	1
175	что оно	4	1
176	этой линии	1	1
177	таким образом	16	1
178	по всем	1	1
179	сам же	1	1
180	смотреть на	1	1
181	достоевского и	1	1
182	процитированные слова	1	1
183	героев романа	2	1
184	же была	1	1
185	того как	2	1
186	если он	1	1
187	в последней	1	1
188	перестает быть	2	1
189	с одной	7	1
190	его с	1	1
191	должна быть	3	1
192	к себе	1	1
193	что уже	1	1
194	с этой	3	1
195	и при	2	1
196	другие и	1	1
197	ко всему	1	1
198	и должно	1	1
199	она всегда	1	1
200	дело с	4	1
201	в применении	1	1
202	в стиле	1	1
203	с принципиальной	1	1
204	быть отнесены	1	1
205	отталкивание от	1	1
206	всегда стремится	1	1
207	с образом	1	1
208	к истории	1	1
209	я слышал	1	1
210	подчеркнуть что	2	1
211	романа в	5	1
212	французской литературе	1	1
213	что при	1	1
214	с этими	3	1
215	того что	4	1
216	тем не	2	1
217	в недрах	1	1
218	передается и	1	1
219	о нем	6	1
220	среди таких	1	1
221	не как	4	1
222	так можно	1	1
223	а затем	1	1
224	для нас	7	1
225	основном на	1	1
226	одному из	2	1
227	и немецкий	1	1
228	одно из	1	1
229	на одной	1	1
230	как он	2	1
231	xix века	2	1
232	роман в	4	1
233	же не	1	1
234	х годов	2	1
235	в результате	4	1
236	в виду	2	1
237	характерна и	1	1
238	с собой	1	1
239	только в	9	1
240	него нет	3	1
241	не столько	4	1
242	по себе	4	1
243	есть такая	1	1
244	первым словом	1	1
245	глава i	1	1
246	в самой	1	1
247	вопрос об	1	1
248	а на	3	1
249	и притом	1	1
250	борьбу с	2	1
251	не было	4	1
252	ко всем	1	1
253	петровича с	1	1
254	в духе	3	1
255	но он	4	1
256	мы понимаем	1	1
257	своей книге	1	1
258	до этого	1	1
259	и чужой	2	1
260	для постановки	1	1
261	создал очень	1	1
262	этого не	1	1
263	вот что	1	1
264	и детях	1	1
265	наших дней	2	1
266	необходимо отметить	3	1
267	а также	5	1
268	начала в	1	1
269	же берется	1	1
270	что под	1	1
271	дней на	1	1
272	заключается в	1	1
273	одним из	5	1
274	и чисто	5	1
275	в мыслях	1	1
276	не исчерпываются	1	1
277	что не	1	1
278	как его	5	1
279	не есть	2	1
280	xviii века	3	1
281	именно в	5	1
282	линии романа	1	1
283	вообще не	4	1
284	жизни перед	1	1
285	тому что	2	1
286	в связи	2	1
287	с жизнью	1	1
288	автор в	1	1
289	лишь на	3	1
290	с ними	8	1
291	и она	2	1
292	с такими	1	1
293	самой действительности	1	1
294	такой образ	2	1
295	оно сливается	1	1
296	есть в	1	1
297	сливается с	6	1
298	добродетели в	1	1
299	в переводе	1	1
300	в своей	8	1
301	рядом с	7	1
302	за свое	1	1
303	вместе с	3	1
304	на этом	4	1
305	жизни в	2	1
306	отнесены к	1	1
307	них он	1	1
308	роль в	4	1
309	не менее	4	1
310	и т	56	1
311	так сказать	11	1
312	эта тема	1	1
313	на все	3	1
314	и могут	1	1
315	линия романа	1	1
316	бы не	1	1
317	потому как	1	1
318	но у	1	1
319	века в	2	1
320	между собой	3	1
321	именно эта	2	1
322	в двух	2	1
323	это было	2	1
324	но уже	2	1
325	романе в	6	1
326	цветов и	1	1
327	героя и	5	1
328	в чем	2	1
329	но мы	2	1
330	жив и	1	1
331	при его	2	1
332	первостепенное значение	1	1
333	только теперь	1	1
334	в больших	1	1
335	всем его	2	1
336	такая точка	1	1
337	бы в	1	1
338	только он	1	1
339	в них	11	1
340	на них	2	1
341	и образ	2	1
342	во всех	25	1
343	к одному	1	1
344	и создается	1	1
345	такие слова	1	1
346	во всяком	9	1
347	и потому	9	1
348	это и	1	1
349	о себе	2	1
350	тем чем	3	1
351	совершенно не	2	1
352	но как	2	1
353	чем же	1	1
354	не является	3	1
355	в противовес	2	1
356	в диалог	1	1
357	развернута в	3	1
358	в котором	2	1
359	в отцах	1	1
360	виду не	1	1
361	с самого	1	1
362	всегда с	1	1
363	применении к	1	1
364	связи с	4	1
365	нет своего	1	1
366	за все	1	1
367	в романах	3	1
368	него есть	1	1
369	силы и	1	1
370	для ее	1	1
371	хотя бы	6	1
372	она не	8	1
373	эти слова	4	1
374	значение этого	1	1
375	того чтобы	1	1
376	и если	1	1
377	от самого	1	1
378	но не	7	1
379	в другом	4	1
380	дистанции между	4	1
381	между тем	5	1
382	быть не	1	1
383	объект для	1	1
384	в ней	7	1
385	в быту	5	1
386	обстоит дело	4	1
387	речью которая	1	1
388	его речь	1	1
389	этих романов	1	1
390	на мечту	1	1
391	в условиях	3	1
392	характерны для	1	1
393	к своей	2	1
394	самого автора	4	1
