N	3gram	Bakhtin_Pr	KFilosof
1	по отношению к	19	22
2	не может быть	11	11
3	в соотнесении с	1	11
4	с точки зрения	6	10
5	в его целом	5	10
6	может быть только	3	7
7	не проникает в	1	5
8	по отношению ко	1	4
9	отношению к нему	1	4
10	ни в чем	2	4
11	в чем не	2	4
12	в ее целом	1	3
13	того или иного	2	3
14	в этом смысле	3	3
15	лишь в соотнесении	1	3
16	бытия в его	1	3
17	не было бы	1	3
18	на самом деле	3	3
19	есть лишь момент	2	3
20	между тем как	5	3
21	во всех своих	2	3
22	в нем и	1	3
23	и в этом	1	3
24	в том что	3	2
25	все эти моменты	2	2
26	только по отношению	4	2
27	той или иной	2	2
28	принципиально не может	1	2
29	к чему не	1	2
30	и может быть	1	2
31	бытия и долженствования	1	2
32	то или иное	2	2
33	во всех отношениях	1	2
34	всех своих моментах	2	2
35	тем не менее	3	2
36	в то же	3	2
37	как психический процесс	1	2
38	должно быть соотнесено	1	2
39	быть соотнесено с	1	2
40	в этом его	1	2
41	то ни было	2	2
42	ни к чему	1	2
43	и в нем	3	2
44	бы то ни	3	2
45	вопрос о том	1	2
46	то же время	3	2
47	раз и навсегда	1	2
48	принципиально не способна	1	1
49	быть не может	1	1
50	в истории философии	1	1
51	но можно ли	1	1
52	в которую я	1	1
53	в событии бытия	1	1
54	в свою очередь	1	1
55	и тем не	1	1
56	в единстве культуры	4	1
57	и как бы	1	1
58	имеет место и	1	1
59	где оно не	1	1
60	нашей работы здесь	1	1
61	равно как и	1	1
62	в конечном счете	4	1
63	к действительности поступка	1	1
64	на то что	1	1
65	в один момент	1	1
66	и во всех	2	1
67	в большинстве случаев	5	1
68	место и в	1	1
69	основе своей есть	1	1
70	позицию по отношению	4	1
71	желания и пр	1	1
72	только в его	1	1
73	в том смысле	1	1
74	и менее всего	1	1
75	то же самое	2	1
76	к единству содержания	1	1
77	имеют дело с	1	1
78	во всех его	4	1
79	конечно не в	1	1
80	его целом в	1	1
81	и именно в	1	1
82	проникает в содержание	1	1
83	как момент в	1	1
84	его целом как	1	1
85	во всей полноте	1	1
86	должны быть определены	1	1
87	хотя бы и	1	1
88	и не в	1	1
89	в том же	2	1
90	может войти в	1	1
91	неправильным было бы	1	1
92	а следовательно и	1	1
93	в ней в	1	1
94	для того чтобы	2	1
95	ни в один	1	1
96	рядом с ними	1	1
97	и смысла в	1	1
98	и должна быть	1	1
99	и поступка и	1	1
100	ценностное отношение к	2	1
101	форму и содержание	1	1
102	можно и должно	1	1
103	бы не было	1	1
104	не в том	1	1
105	в настоящее время	1	1
106	не совпадает с	2	1
107	проникают друг друга	1	1
108	и для эстетического	2	1
109	слова в их	1	1
110	один момент не	1	1
111	имеют в виду	1	1
112	едва ли кто-нибудь	1	1
113	изнутри самого познания	2	1
114	не может стать	1	1
115	в ней но	1	1
116	несмотря на то	1	1
117	со всех сторон	2	1
118	формы и содержания	2	1
119	в противном случае	3	1
120	и ценности и	1	1
121	в которой я	1	1
122	до сих пор	1	1
123	и принципиально не	1	1
124	или иной культурной	1	1
125	не для того	1	1
126	в первом случае	1	1
127	дело в том	1	1
128	в их конкретном	1	1
129	смысле этого слова	1	1
130	в его существе	1	1
131	но в то	1	1
132	познавательного акта и	2	1
133	в лучшем случае	2	1
134	систематическое единство культуры	1	1
135	единству содержания и	1	1
136	иной чем в	1	1
137	не о том	1	1
138	в нем нет	1	1
139	и тем самым	2	1
140	и в то	2	1
141	только post factum	1	1
142	но отнюдь не	7	1
143	при этом условии	1	1
144	только таким путем	1	1
145	конечно не может	1	1
146	это в корне	1	1
147	в нем не	1	1
148	и познания и	1	1
149	только при этом	1	1
150	взаимно проникают друг	1	1
151	в основных чертах	1	1
152	все это можно	1	1
153	не может иметь	1	1
154	их конкретном единстве	1	1
155	мы ничего не	1	1
156	может быть понята	1	1
157	тем или иным	1	1
158	все что есть	1	1
159	поступка и его	1	1
160	там где оно	2	1
161	хотя бы только	1	1
162	в его совершенно	1	1
163	для эстетического созерцания	2	1
164	никогда не может	2	1
165	его осуществления и	1	1
166	вследствие того что	1	1
167	к тому что	1	1
168	мир в его	1	1
169	притом не только	1	1
170	может быть эстетически	1	1
171	должен быть признан	1	1
172	и в его	1	1
173	отнюдь не следует	1	1
174	событие в его	1	1
175	отсюда отнюдь не	1	1
176	в этом последнем	1	1
177	не может возникнуть	1	1
178	контекста в котором	1	1
179	противном случае мы	1	1
180	образом и в	1	1
181	это и есть	1	1
182	в значительной степени	1	1
183	иной культурной области	1	1
184	в другом случае	1	1
185	в основе своей	3	1
186	он живет и	1	1
187	если бы не	1	1
188	может быть и	1	1
