N	3gram	Losev_Dial	Freidism
1	с точки зрения	18	15
2	не может быть	4	14
3	в самом деле	3	10
4	в том что	12	9
5	во всяком случае	3	8
6	в то же	7	6
7	то же время	8	6
8	может быть и	6	6
9	– все это	3	5
10	можем сказать что	3	5
11	с самого начала	2	5
12	можно сказать что	6	5
13	мы можем сказать	3	5
14	это вовсе не	2	4
15	тем не менее	3	4
16	сам по себе	8	4
17	на самом деле	3	4
18	в зависимости от	2	4
19	в данном случае	1	4
20	в чем не	1	4
21	в таком случае	2	4
22	не могут быть	1	4
23	в этом отношении	2	4
24	ни в чем	2	4
25	только то что	6	3
26	мы уже знаем	4	3
27	ничего общего не	1	3
28	отнюдь не является	1	3
29	для того чтобы	1	3
30	выйти за пределы	1	3
31	о том что	6	3
32	до сих пор	4	3
33	что же касается	1	3
34	и той же	1	3
35	все это –	1	3
36	далеко не всегда	1	3
37	во всех своих	1	3
38	одной и той	1	3
39	но в то	1	3
40	– один из	1	3
41	теперь мы должны	1	3
42	и не может	1	3
43	и тем не	1	2
44	ни в каком	9	2
45	точка зрения на	1	2
46	равно как и	1	2
47	и может быть	3	2
48	в этом смысле	4	2
49	в чем же	1	2
50	то или иное	4	2
51	ни в какой	3	2
52	вовсе не в	3	2
53	в конце концов	4	2
54	сказать и о	1	2
55	чем он сам	1	2
56	но если мы	1	2
57	говорить о том	1	2
58	и ни в	2	2
59	на всю жизнь	1	2
60	том что она	1	2
61	что мы называем	1	2
62	в каком случае	5	2
63	мы никогда не	1	2
64	и все его	1	2
65	миф и религия	1	2
66	что и в	1	2
67	том что он	1	2
68	в таком виде	1	2
69	к тому что	3	2
70	самом же деле	2	2
71	это и есть	3	2
72	на самом же	2	2
73	с одной стороны	3	2
74	то что мы	1	2
75	как раз и	1	2
76	и пр –	1	2
77	то же самое	3	2
78	и т д	28	1
79	что он не	2	1
80	– как бы	1	1
81	и с ними	1	1
82	этом отношении совершенно	1	1
83	сих пор не	1	1
84	– это та	1	1
85	как будто бы	3	1
86	что она не	1	1
87	той или иной	4	1
88	вместе с ним	1	1
89	который мы уже	1	1
90	что же это	1	1
91	в узком в	1	1
92	в его высшей	1	1
93	и даже не	3	1
94	каком случае не	3	1
95	это мы знаем	1	1
96	до известной степени	1	1
97	то что он	1	1
98	больше и больше	1	1
99	точки зрения не	1	1
100	но и в	1	1
101	же это за	1	1
102	в себе свою	2	1
103	от того что	1	1
104	одна из основных	1	1
105	по крайней мере	11	1
106	все больше и	1	1
107	то что это	1	1
108	другой точки зрения	1	1
109	в данный момент	1	1
110	по сравнению с	2	1
111	свое отношение к	1	1
112	но она не	1	1
113	это – чисто	1	1
114	имеется в виду	3	1
115	не физического но	1	1
116	каком случае нельзя	1	1
117	обратим внимание на	1	1
118	и в отношении	1	1
119	ни в каких	1	1
120	нам в голову	1	1
121	и вовсе не	1	1
122	жизни так и	1	1
123	– одна из	1	1
124	в себе и	1	1
125	– мы уже	1	1
126	в жизни и	1	1
127	в коем случае	1	1
128	к выводу что	2	1
129	того и другого	2	1
130	и нигде не	1	1
131	это не может	1	1
132	и об его	2	1
133	что в данном	1	1
134	с ним в	1	1
135	в то время	2	1
136	время как бы	1	1
137	в голову не	1	1
138	но даже и	1	1
139	и то же	8	1
140	и во многих	1	1
141	следовательно только как	1	1
142	ничего не говорит	4	1
143	но что же	1	1
144	все же не	1	1
145	дополняют друг друга	1	1
146	что если это	1	1
147	и пр все	1	1
148	во многих отношениях	1	1
149	хотя и не	1	1
150	не было бы	2	1
151	друг с другом	2	1
152	нуждаются для своего	1	1
153	жизни и в	2	1
154	да и не	1	1
155	в себе самом	2	1
156	если бы они	1	1
157	ничего общего с	3	1
158	может быть конечно	1	1
159	при других обстоятельствах	1	1
160	но и все	1	1
161	не что иное	4	1
162	а между тем	1	1
163	может и должно	1	1
164	вовсе не есть	3	1
165	дело в том	1	1
166	иметь в виду	4	1
167	как и все	1	1
168	она не может	1	1
169	ни в коем	1	1
170	или по крайней	2	1
171	одно и то	8	1
172	в этом пункте	1	1
173	имея в виду	1	1
174	бросается в глаза	1	1
175	так как они	1	1
176	но для этого	1	1
177	так же как	1	1
178	только потому что	4	1
179	это уже не	1	1
180	мы все время	1	1
181	но как раз	1	1
182	так и его	1	1
183	во всех этих	1	1
184	том что в	1	1
185	никакого отношения к	1	1
186	можно говорить о	1	1
187	и в то	3	1
188	есть прежде всего	1	1
189	то мы имеем	1	1
190	с самых ранних	1	1
191	сказать несколько слов	1	1
192	так как это	2	1
193	есть не что	3	1
194	и об отношении	1	1
195	уже знаем что	2	1
196	и что оно	1	1
197	думать что все	1	1
198	на первый взгляд	2	1
199	на своем месте	1	1
200	социального и исторического	1	1
201	можно сказать о	1	1
202	находит его в	1	1
203	что иное как	4	1
204	оно не есть	1	1
205	не нуждается в	6	1
206	что это не	1	1
207	но все же	2	1
208	в котором мы	1	1
209	в результате получается	1	1
210	мы находим в	2	1
211	все это не	1	1
212	для понимания этого	1	1
213	в нем и	2	1
214	и в нем	3	1
215	он не был	1	1
216	как бы ни	2	1
217	в виду их	1	1
218	еще одно очень	1	1
219	но и сама	1	1
220	из того что	1	1
221	таким образом и	1	1
222	не то что	1	1
223	нуждается ни в	1	1
224	и в голову	1	1
225	очень ярким и	1	1
226	и следовательно в	1	1
227	но так как	1	1
228	его ни в	1	1
229	ничем принципиально не	1	1
230	одно очень важное	1	1
231	можно было бы	4	1
232	или хотя бы	2	1
233	еще ничего не	1	1
234	свой смысл и	1	1
235	коем случае не	1	1
236	не нуждается ни	1	1
237	не есть только	4	1
238	если мы будем	1	1
239	это – самое	1	1
240	это было бы	1	1
