N	3gram	Bakhtin_Pr	SlovoVZh
1	по отношению к	5	11
2	не может быть	8	7
3	можно сказать что	6	5
4	в том что	6	4
5	дело в том	3	4
6	так как если	1	4
7	как если бы	1	4
8	до сих пор	8	3
9	тем не менее	2	3
10	и не может	6	3
11	может быть и	2	3
12	звучит так как	1	2
13	имеем в виду	3	2
14	ни на один	1	2
15	в жизни и	1	2
16	то же самое	1	2
17	выходят за пределы	2	2
18	мы можем сказать	1	2
19	одно и то	1	2
20	в отношении к	2	2
21	в данном случае	1	2
22	в зависимости от	3	2
23	с другой стороны	3	2
24	и то же	1	2
25	с точки зрения	13	2
26	но тем не	1	2
27	все же не	1	1
28	сами по себе	1	1
29	зависимости от ранга	1	1
30	подчеркнем еще раз	2	1
31	о том что	3	1
32	на один миг	1	1
33	включает в себя	1	1
34	в этом достаточно	1	1
35	один и тот	1	1
36	друг о друге	1	1
37	еще раз подчеркнуть	2	1
38	таким образом во	1	1
39	нуждается в особом	1	1
40	чтобы убедиться в	1	1
41	все более и	1	1
42	так как уже	1	1
43	в высшей степени	1	1
44	мы не найдем	1	1
45	в творчестве достоевского	5	1
46	и тот же	1	1
47	а между тем	2	1
48	что мы имеем	1	1
49	как и в	4	1
50	том что все	2	1
51	и слово в	1	1
52	как мы уже	5	1
53	сама по себе	2	1
54	из него но	1	1
55	но в процессе	1	1
56	один миг не	1	1
57	следует отметить что	2	1
58	при этом свое	1	1
59	но прежде всего	1	1
60	в так называемой	1	1
61	во всяком случае	1	1
62	и др и	1	1
63	самом же деле	2	1
64	в нем и	1	1
65	никогда не бывает	1	1
66	но в то	3	1
67	мы ни на	1	1
68	имеем дело с	1	1
69	сказать что и	1	1
70	равно как и	1	1
71	и тем же	1	1
72	еще раз что	2	1
73	раз подчеркнуть что	1	1
74	мы увидим что	1	1
75	здесь же мы	1	1
76	с самого начала	4	1
77	на самом же	2	1
78	хотя и здесь	1	1
79	и в нем	2	1
80	все то в	1	1
81	то что я	1	1
82	то что мы	1	1
83	а не к	1	1
84	можно было бы	2	1
85	в этом отношении	1	1
86	так же как	1	1
87	если бы оно	1	1
88	то же время	8	1
89	далеко не всегда	1	1
90	и др все	2	1
91	тех или иных	2	1
92	не совпадает с	1	1
93	записок из подполья	1	1
94	становятся все более	2	1
95	и прежде всего	5	1
96	более или менее	3	1
97	но и в	2	1
98	более и более	1	1
99	в то же	8	1
100	мы имеем в	3	1
101	отношению к ним	1	1
102	героя никогда не	1	1
103	очень важным моментом	1	1
104	для историка литературы	1	1
105	одному и тому	2	1
106	выражение в самом	1	1
107	подчеркнуть что мы	1	1
108	мы имеем дело	1	1
109	и в этом	1	1
110	по крайней мере	2	1
111	здесь мы должны	1	1
112	берет на себя	1	1
113	в истории литературы	1	1
114	является и так	1	1
115	это один и	1	1
116	в этом смысле	5	1
117	или хотя бы	1	1
118	здесь вовсе не	1	1
119	ровно ничего не	2	1
120	не может стать	1	1
121	но это же	1	1
122	влияние на все	1	1
123	если же он	1	1
124	нам кажется что	3	1
125	мы уже сказали	2	1
126	и тому же	2	1
127	убедиться в этом	1	1
128	одним и тем	1	1
129	к тому же	1	1
130	и так называемый	1	1
131	друг к другу	1	1
132	может быть только	1	1
133	к вопросу о	1	1
