N	2gram	Bakhtin_Fr	VelikijI
1	и не	23	20
2	и в	67	16
3	свободы и	2	12
4	так как	16	9
5	то что	9	9
6	в истории	2	8
7	еще не	5	8
8	и потому	1	7
9	что они	3	7
10	а не	6	7
11	на земле	2	7
12	человека и	1	6
13	хотя и	6	5
14	того что	4	5
15	все это	15	5
16	как бы	18	5
17	в мире	1	5
18	но и	23	5
19	все что	3	4
20	в котором	3	4
21	в этом	27	4
22	потому что	8	4
23	в его	17	4
24	в ней	10	4
25	добра и	1	4
26	так и	14	4
27	говорить о	5	4
28	и есть	5	4
29	мира сего	2	4
30	и все	18	4
31	что не	4	4
32	в образе	9	4
33	что все	4	4
34	как и	19	4
35	что он	7	4
36	нет у	1	4
37	в нем	20	4
38	во всех	20	3
39	что в	14	3
40	нет ничего	1	3
41	бы и	2	3
42	и против	1	3
43	и мы	1	3
44	то это	1	3
45	в конце	12	3
46	этого мира	1	3
47	тех которые	1	3
48	если не	1	3
49	хотя бы	2	3
50	в том	16	3
51	любовь к	1	3
52	тому что	1	3
53	этих трех	1	3
54	не в	8	3
55	и что	3	3
56	что и	8	3
57	свободы от	1	3
58	ни в	5	3
59	они в	1	3
60	превращается в	5	3
61	в них	12	3
62	в вопросе	1	3
63	не было	3	3
64	лишь в	3	3
65	что во	1	3
66	и будет	1	3
67	в жизни	4	3
68	что я	1	3
69	человечества и	1	3
70	по этому	1	3
71	и они	2	3
72	их в	2	3
73	в своей	6	3
74	должна быть	1	3
75	всех людей	1	3
76	с его	11	3
77	от этого	2	3
78	не имеет	4	3
79	но это	10	3
80	и для	4	3
81	жизни и	11	3
82	в чем	6	3
83	все эти	12	3
84	тот же	4	3
85	но в	20	3
86	к тому	4	3
87	никогда не	6	3
88	людей в	1	3
89	чтобы сделать	1	2
90	богу и	1	2
91	во всяком	1	2
92	от него	2	2
93	его и	2	2
94	материалом для	1	2
95	ее и	1	2
96	что от	1	2
97	один из	6	2
98	не могли	1	2
99	они и	3	2
100	и вечно	3	2
101	более чем	1	2
102	и люди	1	2
103	на том	2	2
104	ли ты	1	2
105	его не	5	2
106	того чтобы	9	2
107	это не	5	2
108	земли и	1	2
109	это все	1	2
110	вместо того	1	2
111	между тем	3	2
112	не только	23	2
113	для него	4	2
114	вот почему	1	2
115	бога нет	1	2
116	и тогда	1	2
117	с ним	6	2
118	на этих	2	2
119	но теперь	1	2
120	не будет	2	2
121	понимает и	1	2
122	ее в	1	2
123	и то	2	2
124	и за	2	2
125	прежде всего	19	2
126	для них	2	2
127	можно было	5	2
128	в форме	2	2
129	людей и	1	2
130	вслед за	1	2
131	башни и	1	2
132	и это	5	2
133	мы не	6	2
134	конечно не	5	2
135	только в	6	2
136	а с	1	2
137	а в	4	2
138	будет уже	1	2
139	в духе	4	2
140	люди не	1	2
141	и сам	2	2
142	я думаю	1	2
143	было еще	1	2
