N	2gram	Vygotskiy_	VerxiiNi
1	и в	33	26
2	таким образом	30	22
3	с тем	9	18
4	в этом	43	15
5	вместе с	9	15
6	точки зрения	27	13
7	как бы	11	12
8	в том	44	11
9	не только	28	10
10	и с	7	10
11	может быть	15	10
12	из этих	2	10
13	что в	33	9
14	так как	20	9
15	связи с	9	9
16	но и	14	9
17	в области	19	9
18	в общем	1	8
19	и у	1	8
20	и не	18	8
21	как на	4	8
22	главным образом	1	8
23	с другой	11	8
24	но не	13	8
25	с одной	10	7
26	но все	2	7
27	связанные с	6	7
28	том что	41	7
29	потому что	40	7
30	одной стороны	10	7
31	а с	3	7
32	то что	48	7
33	но в	9	7
34	из них	6	7
35	к нему	4	7
36	так и	8	6
37	в конце	3	6
38	несмотря на	3	6
39	все это	2	6
40	что и	11	6
41	в отношении	18	6
42	представление о	2	6
43	все эти	9	6
44	все же	5	6
45	к тому	14	6
46	о том	13	6
47	во всяком	4	6
48	и потому	3	6
49	всяком случае	2	6
50	мы должны	13	6
51	и т.д	6	6
52	с точки	12	6
53	в себе	4	6
54	того же	13	6
55	и к	7	5
56	до сих	3	5
57	том числе	2	5
58	в его	15	5
59	к жизни	7	5
60	тому же	3	5
61	более или	1	5
62	не имеет	7	5
63	с другом	10	5
64	или менее	1	5
65	сих пор	3	5
66	того чтобы	26	5
67	для того	20	5
68	так же	22	5
69	лишь в	1	5
70	отношение к	12	5
71	одной из	5	5
72	тем чтобы	1	5
73	образом в	2	5
74	в силу	14	5
75	друг с	10	5
76	а не	14	5
77	и для	3	5
78	никогда не	10	5
79	в самом	10	4
80	что оно	9	4
81	и по	5	4
82	то же	12	4
83	из которых	3	4
84	только в	21	4
85	в этих	7	4
86	должен был	3	4
87	целый ряд	5	4
88	учение о	3	4
89	что он	40	4
90	и вместе	1	4
91	в которых	2	4
92	в смысле	3	4
93	в котором	2	4
94	в течение	1	4
95	и тогда	1	4
96	он не	13	4
97	и что	18	4
98	а в	5	4
99	в этой	8	4
100	числе и	2	4
101	и от	2	4
102	не может	31	4
103	что все	9	4
104	на этот	9	4
105	в виде	3	4
106	в то	5	4
107	и только	4	4
108	в нем	10	4
109	во время	1	4
110	и другие	13	3
111	с этой	8	3
112	и при	4	3
113	при этом	9	3
114	для него	9	3
115	что это	1	3
116	тем не	1	3
117	в качестве	13	3
118	в результате	9	3
119	связывается с	1	3
120	и даже	3	3
121	если бы	13	3
122	в которой	8	3
123	или иначе	1	3
124	с ней	3	3
125	на нее	2	3
126	с самого	8	3
127	случае не	2	3
128	в связи	6	3
129	ясно что	2	3
130	и как	7	3
131	как о	1	3
132	же как	9	3
133	но по	1	3
134	если в	4	3
135	не менее	4	3
136	путь к	1	3
137	и таким	1	3
138	в других	2	3
139	что эти	4	3
140	можно сказать	7	3
141	но с	2	3
142	за собой	4	3
143	хотя бы	5	3
144	представляет собой	11	3
145	так что	8	3
146	у них	1	3
147	когда он	3	3
148	в одном	3	3
149	оказывается что	1	3
150	и те	2	3
151	всегда и	1	3
152	к ним	2	3
153	и о	1	3
154	отношению к	19	3
155	в своем	11	3
156	подойти к	1	3
157	к этому	7	3
158	конце концов	2	3
159	того что	34	3
160	бы то	2	2
161	связан с	1	2
162	влечет за	1	2
163	такое положение	1	2
164	все что	2	2
165	поэтому что	1	2
166	взгляд на	3	2
167	для всех	2	2
168	этой задачи	1	2
169	один из	4	2
170	и здесь	2	2
171	ему в	2	2
172	и на	11	2
173	связанных с	1	2
174	благодаря этому	2	2
175	только что	6	2
176	к одной	1	2
177	уже в	4	2
178	тогда когда	10	2
179	или по	1	2
180	мы имеем	4	2
181	не с	2	2
182	ни было	1	2
183	утверждать что	1	2
184	этом отношении	7	2
185	в пользу	1	2
186	только не	7	2
187	те же	6	2
188	не как	3	2
189	не исчерпывается	1	2
190	прежде всего	5	2
191	требует от	6	2
192	этими двумя	3	2
193	не могут	7	2
194	когда же	1	2
195	различия между	1	2
196	со всеми	2	2
197	в них	3	2
198	связь с	1	2
199	из него	3	2
200	не было	1	2
201	к его	4	2
202	не потому	1	2
203	этой точки	7	2
204	отличаются от	2	2
205	не в	10	2
206	в виду	4	2
207	одним из	4	2
208	мысль о	1	2
209	с целью	1	2
210	том виде	1	2
211	по существу	5	2
212	того момента	1	2
213	именно в	8	2
214	быть даже	1	2
215	в процессе	37	2
216	между этими	3	2
217	к которым	2	2
218	виде в	1	2
219	выход из	1	2
220	к другу	4	2
221	но когда	2	2
222	при таком	1	2
223	по своему	4	2
224	приводит к	10	2
225	на все	7	2
226	только для	2	2
227	отличается от	2	2
228	о котором	1	2
229	сравнению с	9	2
230	ничего общего	6	2
231	еще не	11	2
232	во всех	3	2
233	ли они	1	2
234	начиная с	1	2
235	выступает в	2	2
236	мы можем	15	2
237	больше чем	6	2
238	что мы	11	2
239	совершенно иной	3	2
240	если не	3	2
241	этого последнего	1	2
242	но при	2	2
243	его не	1	2
244	на друга	2	2
245	по сравнению	9	2
246	то ни	1	2
247	между тем	5	2
248	в свою	5	2
249	из себя	1	2
250	есть как	1	2
251	связана с	2	2
252	и больше	1	2
253	не могло	1	2
254	всех других	1	2
255	и является	6	2
256	на пути	1	2
257	так чтобы	1	2
258	тем и	2	2
259	вслед за	3	2
260	и это	3	2
261	в начале	2	2
262	этот факт	3	2
263	по своей	7	2
264	но вместе	3	2
265	самого начала	8	2
266	признать что	1	2
267	всегда на	3	2
268	еще на	1	2
269	этот период	4	2
270	состоит в	11	2
271	друг на	2	2
272	же самое	7	2
273	может ли	2	2
274	он в	3	2
275	с именем	1	2
276	общего с	3	2
277	сказать что	18	2
278	этот путь	2	2
279	которые в	4	2
280	и другой	2	2
281	к которому	7	2
282	относится к	3	2
283	или иной	1	2
284	те и	11	2
285	не должны	2	2
286	жизни и	2	2
287	но если	7	2
288	оно является	4	2
289	что именно	4	2
290	на то	6	2
291	из этого	3	2
292	с его	3	2
293	и после	1	2
294	и все	2	2
295	для этого	3	2
296	и из	2	2
297	в самой	1	2
298	и иной	1	2
299	тот же	7	2
300	и наконец	3	2
301	той или	1	2
302	с того	3	2
303	мы видели	10	2
304	и сами	2	2
305	можно только	2	2
306	или иным	2	1
307	в той	8	1
308	собой пустоту	1	1
309	заставляет его	1	1
310	к началу	5	1
311	представить себе	2	1
312	целому ряду	3	1
313	находим в	1	1
314	которые только	2	1
315	они являются	2	1
316	то в	7	1
317	что один	1	1
318	первую очередь	4	1
319	не так	1	1
320	бы должно	1	1
321	новое и	1	1
322	не принадлежат	1	1
323	связи и	2	1
324	в свое	2	1
325	нему в	1	1
326	а потому	3	1
327	во втором	2	1
328	случае мы	2	1
329	видели что	2	1
330	за время	1	1
331	от до	2	1
332	мы видим	6	1
333	что с	7	1
334	собой и	3	1
335	развития у	3	1
336	в прямом	1	1
337	значение в	3	1
338	нужные для	1	1
339	с момента	1	1
340	между этим	1	1
341	свою очередь	4	1
342	друг к	3	1
343	к их	2	1
344	по всем	1	1
345	только те	1	1
346	указывает на	3	1
