N	3gram	Vygotskiy_	VelikijI
1	за то что	1	3
2	к тому что	3	3
3	то что мы	1	3
4	и т д	1	2
5	в том что	30	2
6	бы и не	1	2
7	вместо того чтобы	3	2
8	но и в	1	2
9	том что он	2	2
10	то что я	1	2
11	по этому пути	2	2
12	не в силах	1	2
13	уж конечно не	1	2
14	в этом нет	1	1
15	лишено всякого смысла	1	1
16	он говорит что	1	1
17	в этих словах	1	1
18	другой стороны в	1	1
19	не имеет никакой	1	1
20	в конце концов	1	1
21	в самом элементарном	1	1
22	лишь в процессе	1	1
23	против того что	1	1
24	вместе с тем	5	1
25	в общественной жизни	1	1
26	и вместе с	1	1
27	по этому же	1	1
28	потому что оно	1	1
29	ни для чего	1	1
30	и никогда не	1	1
31	по сравнению с	9	1
32	есть прежде всего	2	1
33	самой жизни в	1	1
34	как и в	2	1
35	и теперь в	1	1
36	с тем чтобы	1	1
37	связать себя с	1	1
38	по крайней мере	1	1
39	не могут быть	1	1
40	то и другое	1	1
41	этому же пути	1	1
42	хотя бы и	1	1
43	могли бы вынести	1	1
44	в жизни и	1	1
45	мы указывали уже	1	1
46	но все же	1	1
47	с другой стороны	10	1
48	на этом пути	1	1
49	в известном смысле	3	1
50	вот почему в	1	1
51	бы то ни	1	1
52	и вообще в	1	1
53	после того как	1	1
54	которые не могли	1	1
55	и в этом	1	1
56	тот же упрек	1	1
