N	3gram	Voloshinov	Myslijsy
1	в том что	9	47
2	по отношению к	11	26
3	не может быть	14	19
4	тем не менее	4	18
5	по крайней мере	1	17
6	и т д	1	15
7	сам по себе	4	14
8	в свою очередь	4	14
9	а между тем	1	13
10	то же время	6	13
11	от того что	1	13
12	в то же	6	13
13	смысле этого слова	1	12
14	до сих пор	3	12
15	во всяком случае	8	12
16	для того чтобы	3	11
17	в то время	1	10
18	но тем не	1	10
19	с одной стороны	2	10
20	в таком случае	4	9
21	но и в	1	9
22	о том что	3	9
23	мы не можем	3	9
24	не могут быть	4	9
25	что и в	2	9
26	так и в	3	8
27	на самом деле	4	8
28	только потому что	1	8
29	как бы ни	1	8
30	в этом случае	1	8
31	в этом смысле	2	7
32	и то же	1	7
33	не только не	1	7
34	в слове и	1	7
35	с точки зрения	15	7
36	можно сказать что	5	7
37	и той же	3	7
38	одно и то	1	7
39	одной и той	3	7
40	вместе с этим	1	6
41	то же самое	2	6
42	то что мы	2	6
43	и может быть	2	6
44	с самого начала	5	6
45	не было бы	1	6
46	то же что	1	5
47	таким образом что	1	5
48	между тем как	1	5
49	и таким образом	1	5
50	к тому что	2	5
51	не то что	1	5
52	что мы называем	2	5
53	таким образом в	2	5
54	мы видели что	3	4
55	мы не знаем	1	4
56	и тот же	3	4
57	в том же	1	4
58	все то что	3	4
59	но и по	1	4
60	и в таком	1	4
61	в собственном смысле	3	4
62	в данном случае	4	4
63	но не в	1	4
64	зависит от того	1	4
65	быть не может	1	4
66	то время когда	1	4
67	или по крайней	1	4
68	один и тот	3	4
69	на этот вопрос	3	4
70	не что иное	1	4
71	дело в том	1	4
72	что иное как	1	4
73	в этом отношении	4	4
74	это было бы	1	4
75	что он не	1	3
76	именно того что	1	3
77	в применении к	2	3
78	до известной степени	1	3
79	и связанное с	1	3
80	в большинстве случаев	5	3
81	потому что оно	1	3
82	хотя бы и	2	3
83	возможно только в	1	3
84	том что он	2	3
85	ничего общего с	1	3
86	было для него	1	3
87	в наше время	1	3
88	бы то ни	3	3
89	но так как	1	3
90	равно как и	2	3
91	заключается в том	2	3
92	того что мы	1	3
93	не есть только	1	3
94	ответ на это	1	3
95	со всех сторон	1	3
96	из того что	1	3
97	того же предмета	1	3
98	в сознание и	1	3
99	можно было бы	1	3
100	но во всяком	3	3
101	сказать несколько слов	1	3
102	в таком виде	2	3
103	на первый взгляд	1	3
104	мы увидим что	4	3
105	что же касается	3	3
106	нам кажется что	1	3
107	даже тогда когда	1	2
108	а может быть	1	2
109	о которой мы	1	2
110	том что это	1	2
111	но вместе с	2	2
112	и тогда когда	1	2
113	если же мы	1	2
114	у нас в	2	2
115	в чем состоит	1	2
116	бы для него	1	2
117	и во многих	1	2
118	друг на друга	1	2
119	но не только	1	2
120	но при этом	1	2
121	что при таком	1	2
122	в голову по	1	2
123	при других обстоятельствах	1	2
124	одно из них	1	2
125	мы старались показать	1	2
126	есть прежде всего	1	2
127	только один из	1	2
128	из них не	1	2
129	и по отношению	2	2
130	человека и все	1	2
131	что это не	1	2
132	там где нет	1	2
133	оно не есть	1	2
134	но все же	1	2
135	только то что	3	2
136	то ни было	2	2
137	в целом и	1	2
138	можем ли мы	1	2
139	имея в виду	1	2
140	со стороны формы	1	2
141	так как в	1	2
142	можем сказать что	5	2
143	и не может	3	2
144	и потому не	1	2
145	мы знаем только	1	2
146	в сознание с	1	2
147	не нуждается в	1	2
148	не имели бы	1	2
149	и в отношении	1	2
150	в свое время	1	2
151	в себе самом	1	2
152	к тому чтобы	3	2
153	а следовательно и	2	2
154	в таких случаях	2	2
155	того и другого	1	2
156	них не было	1	2
157	находится в сознании	1	2
158	рождается вместе с	1	2
159	не теряет своей	1	2
160	так же как	1	2
161	связанное с ним	1	2
162	тот же что	1	2
163	связанная с ним	1	2
164	как мы видели	8	2
165	при этом мы	1	2
166	что все эти	3	2
167	всяком случае не	1	2
168	не может обойтись	1	2
169	в связь с	2	2
170	так как при	1	2
171	связь с другими	2	2
172	мы должны признать	1	2
173	мы могли бы	2	2
174	от того насколько	1	2
175	отношению к тому	1	2
176	упускать из виду	1	2
177	в самом деле	10	1
178	только как часть	1	1
179	и для каждого	1	1
180	и сама она	1	1
181	им так как	1	1
182	мы можем не	1	1
183	на две группы	2	1
184	без всякого участия	1	1
185	нам известно из	1	1
186	для нее нет	1	1
187	и на все	1	1
188	сравнить его с	1	1
189	то что он	1	1
190	этом мы можем	1	1
191	во всех этих	1	1
192	в жизни организма	1	1
193	по сравнению с	1	1
194	то что как	1	1
195	же что и	1	1
196	той же группе	1	1
197	для человека в	1	1
198	один из них	2	1
199	голову по поводу	1	1
200	форма и содержание	1	1
201	и со стороны	1	1
202	и не подозревает	2	1
203	в своей совокупности	1	1
204	нельзя не согласиться	1	1
