N	4gram	Bakhtin_Fr	StatiiOP
1	дело в том что	2	9
2	в то же время	5	9
3	во всяком случае не	1	3
4	в том что он	1	3
5	я имею в виду	1	2
6	в том числе и	7	2
7	и в то же	2	2
8	но в то же	2	2
9	все более и более	1	2
10	в той или иной	5	2
11	и в том что	2	1
12	но все это уже	1	1
13	но также и в	1	1
14	том числе конечно и	1	1
15	до сих пор еще	4	1
16	во второй половине xviii	2	1
17	что с точки зрения	1	1
18	речь идет не о	1	1
19	но даже и в	1	1
20	второй половине xviii века	2	1
21	в том числе конечно	1	1
22	всегда в той или	2	1
23	не знает и не	1	1
24	что только таким путем	1	1
25	и в наши дни	1	1
26	одной и той же	1	1
27	во всей мировой литературе	1	1
28	в них как бы	1	1
29	для него самого и	1	1
30	свидетельствуют о том что	1	1
31	для этого прежде всего	1	1
32	с одной стороны он	1	1
33	так и на материале	1	1
34	но дело в том	1	1
35	нужно сказать что в	1	1
36	в новую фазу своего	1	1
37	этого прежде всего необходимо	1	1
