N	3gram	Tiupa_Anal	Komedia
1	в том что	12	29
2	к тому же	7	21
3	в то же	7	16
4	то же время	7	16
5	до сих пор	1	16
6	в самом деле	1	13
7	о том что	7	13
8	для того чтобы	1	11
9	в то время	1	11
10	в свою очередь	7	10
11	едва ли не	3	10
12	по отношению к	9	9
13	с одной стороны	3	9
14	речь идет о	2	8
15	с другой стороны	7	8
16	обращает на себя	1	7
17	так или иначе	5	7
18	в конце концов	1	7
19	на себя внимание	1	7
20	во всяком случае	6	7
21	в отличие от	5	6
22	говоря уже о	1	6
23	тому же в	2	6
24	в связи с	1	6
25	с точки зрения	2	6
26	до тех пор	1	6
27	не говоря уже	1	6
28	после того как	1	6
29	что он не	2	5
30	в ответ на	2	5
31	в этом отношении	3	5
32	тем не менее	3	5
33	том что он	2	5
34	и тот же	1	4
35	в самом начале	1	4
36	в одном из	1	4
37	что у него	1	4
38	именно потому что	1	4
39	не в состоянии	1	4
40	можно было бы	1	4
41	что и в	1	4
42	между отцом и	1	3
43	по своему происхождению	2	3
44	друг от друга	1	3
45	в соответствии с	2	3
46	хотя и не	1	3
47	но и в	2	3
48	в этом же	1	3
49	один и тот	1	3
50	в этой связи	1	3
51	таким образом в	1	3
52	состоит в том	2	3
53	с первых же	1	3
54	не более чем	2	3
55	молодого человека в	1	3
56	если бы он	1	3
57	одного из них	1	2
58	в конечном счете	5	2
59	в большинстве случаев	1	2
60	в каждом из	1	2
61	в этом смысле	1	2
62	то что не	1	2
63	и в комедии	1	2
64	у меня в	1	2
65	при этом что	2	2
66	того же автора	1	2
67	ни у кого	1	2
68	таким же образом	1	2
69	как и в	6	2
70	как мы помним	1	2
71	так и в	1	2
72	в первом случае	1	2
73	в зависимости от	1	2
74	точно так же	1	2
75	из них не	1	2
76	с тех пор	1	2
77	в основе своей	2	2
78	и в том	1	2
79	в тех случаях	1	2
80	но едва ли	1	2
81	одних и тех	2	2
82	если говорить о	1	2
83	а в качестве	1	2
84	так и не	5	2
85	едва ли есть	1	2
86	и тех же	2	2
87	своей любви к	1	2
88	в одной из	2	2
89	подобно тому как	3	2
90	и еще больше	1	2
91	можно судить по	1	2
92	не только в	5	2
93	не входил в	1	2
94	в этом случае	1	2
95	тех случаях когда	1	2
96	тем более что	1	2
97	и все же	1	2
98	как и всякий	1	2
99	одна из них	1	2
100	надо признать что	1	2
101	к этому же	1	2
102	должны были бы	1	1
103	затем и на	1	1
104	не могла не	1	1
105	друг перед другом	1	1
106	но в следующем	1	1
107	выходит далеко за	1	1
108	который в свою	2	1
109	что она не	1	1
110	во сне не	1	1
111	до нас в	1	1
112	и обращается к	1	1
113	следует забывать что	1	1
114	в применении к	1	1
115	отнюдь не является	1	1
116	в литературе нового	1	1
117	не может быть	2	1
118	одной из этих	1	1
119	можно сказать что	2	1
120	здесь не только	4	1
121	имеем дело с	1	1
122	литературе нового времени	1	1
123	отсюда и его	1	1
124	идет о том	1	1
125	и частной жизни	1	1
126	прежде всего они	1	1
127	известие о смерти	1	1
128	далеко не всегда	1	1
129	к лицу с	1	1
130	принадлежат к числу	1	1
131	того или иного	5	1
132	при известии о	1	1
133	совершенно очевидно что	2	1
134	он меня к	1	1
135	себе в оправдание	1	1
136	одного и того	4	1
137	в современном литературоведении	1	1
138	и судя по	1	1
139	сам по себе	2	1
140	но он не	1	1
141	по общему мнению	1	1
142	из них в	1	1
143	выступают не только	1	1
144	и не могла	1	1
145	в себе самом	1	1
146	а между тем	1	1
147	все еще был	1	1
148	каждом из них	1	1
149	смысле этого слова	1	1
150	не сводится к	1	1
151	само по себе	1	1
152	в полной мере	3	1
153	а тем более	2	1
154	и тем самым	2	1
155	и прежде всего	2	1
156	в данном случае	11	1
157	не следует забывать	1	1
158	они принадлежат к	1	1
159	и того же	4	1
160	в рамках этой	1	1
161	себя в жизни	1	1
162	гораздо ближе к	1	1
163	с этим его	1	1
164	не нуждается в	1	1
165	не только во	1	1
166	лицом к лицу	1	1
167	имея в виду	1	1
168	в значительной степени	3	1
169	не мог бы	1	1
170	в частности с	1	1
171	мы имеем дело	4	1
172	может и не	1	1
173	как и положено	3	1
174	он и в	1	1
175	особого внимания заслуживает	1	1
176	однако не будем	1	1
177	с полной уверенностью	1	1
178	и не всегда	1	1
179	героя нашего времени	3	1
180	той или иной	6	1
181	человека и его	1	1
182	уже в доме	1	1
183	т е к	2	1
184	хотя он и	1	1
185	в том чтобы	2	1
186	по крайней мере	5	1
187	главы евгения онегина	1	1
188	что одна из	1	1
189	такого же рода	1	1
190	тем более на	1	1
191	каждый из которых	1	1
192	меня в доме	1	1
193	в свое время	4	1
194	мы знаем о	1	1
195	со своей поэтикой	1	1
196	что же касается	1	1
197	как бы в	1	1
