N	2gram	Ircho_Kome	VerxiiNi
1	и в	40	26
2	таким образом	13	22
3	с тем	5	18
4	в этом	9	15
5	вместе с	8	15
6	точки зрения	7	13
7	как бы	3	12
8	в том	19	11
9	не только	12	10
10	и с	8	10
11	может быть	16	10
12	из этих	5	10
13	после смерти	6	10
14	что в	12	9
15	так как	6	9
16	связи с	3	9
17	но и	14	9
18	в области	3	9
19	в общем	2	8
20	и у	3	8
21	и не	19	8
22	как на	2	8
23	главным образом	4	8
24	с другой	7	8
25	но не	3	8
26	с одной	5	7
27	но все	4	7
28	в эпоху	1	7
29	связанные с	2	7
30	том что	19	7
31	потому что	8	7
32	одной стороны	5	7
33	а с	1	7
34	то что	8	7
35	но в	6	7
36	из них	16	7
37	к нему	5	7
38	так и	17	6
39	в конце	7	6
40	несмотря на	5	6
41	все это	7	6
42	что и	10	6
43	в отношении	6	6
44	представление о	3	6
45	все эти	1	6
46	все же	7	6
47	к тому	15	6
48	о том	12	6
49	во всяком	4	6
50	и потому	1	6
51	всяком случае	4	6
52	в себе	3	6
53	того же	4	6
54	и к	2	5
55	до сих	3	5
56	том числе	4	5
57	в его	8	5
58	к жизни	1	5
59	тому же	14	5
60	более или	1	5
61	в мире	3	5
62	не имеет	1	5
63	или менее	2	5
64	сих пор	3	5
65	того чтобы	4	5
66	для того	3	5
67	так же	4	5
68	отношение к	3	5
69	одной из	6	5
70	образом в	2	5
71	в силу	4	5
72	а не	1	5
73	и для	4	5
74	при жизни	2	4
75	в самом	5	4
76	попадает в	1	4
77	то есть	1	4
78	и по	6	4
79	то же	7	4
80	из которых	5	4
81	только в	6	4
82	в этих	5	4
83	должен был	1	4
84	целый ряд	2	4
85	что он	11	4
86	в которых	1	4
87	к своим	1	4
88	в котором	6	4
89	в течение	5	4
90	и тогда	1	4
91	он не	5	4
92	и что	2	4
93	далеко не	1	4
94	а в	9	4
95	в этой	9	4
96	числе и	1	4
97	и от	2	4
98	не может	3	4
99	что все	1	4
100	на этот	5	4
101	в виде	3	4
102	в то	14	4
103	и только	1	4
104	в нем	8	4
105	во время	11	4
106	в так	2	4
107	к сожалению	2	3
108	и другие	3	3
109	на западе	1	3
110	с этой	3	3
111	и при	1	3
112	при этом	5	3
113	для него	1	3
114	из всех	2	3
115	что это	5	3
116	тем не	3	3
117	и если	2	3
118	в качестве	8	3
119	европейской культуры	2	3
120	в результате	5	3
121	связывается с	1	3
122	к достижению	1	3
123	так или	4	3
124	и даже	5	3
125	если бы	4	3
126	в которой	9	3
127	или иначе	4	3
128	с ней	1	3
129	с самого	3	3
130	в таком	1	3
131	богов не	1	3
132	в связи	3	3
133	ясно что	9	3
134	и как	3	3
135	же как	3	3
136	если в	3	3
137	не менее	6	3
138	к концу	3	3
139	путь к	2	3
140	и таким	2	3
141	в других	3	3
142	и нет	1	3
143	что эти	1	3
144	каждая из	1	3
145	за собой	3	3
146	хотя бы	2	3
147	в значительной	1	3
148	представляет собой	1	3
149	так что	6	3
150	у них	1	3
151	когда он	1	3
152	точно так	1	3
153	в одном	10	3
154	большей частью	3	3
155	и те	1	3
156	не вполне	2	3
157	всегда и	1	3
158	в рамках	3	3
159	и о	3	3
160	культуры и	1	3
161	отношению к	5	3
162	в своем	6	3
163	подойти к	1	3
164	в народном	7	3
165	к этому	8	3
166	конце концов	4	3
167	того что	1	3
168	бы то	4	2
169	такое положение	1	2
170	все что	3	2
171	для всех	5	2
172	один из	9	2
173	и здесь	6	2
174	ему в	2	2
175	и на	9	2
176	связанных с	2	2
177	только что	2	2
178	к одной	1	2
179	и заставляет	1	2
180	уже в	9	2
181	или по	3	2
182	мы имеем	1	2
183	не с	1	2
184	новых богов	1	2
185	ни было	4	2
186	этом отношении	3	2
187	с тех	1	2
188	в пользу	3	2
189	культуры на	1	2
190	те же	1	2
191	прежде всего	8	2
192	из своих	1	2
193	одно из	1	2
194	как от	1	2
195	его от	1	2
196	не могут	1	2
197	когда же	5	2
198	различия между	1	2
199	в них	7	2
200	связь с	2	2
201	похож на	1	2
202	из него	1	2
203	не было	1	2
204	к его	3	2
205	этой точки	1	2
206	не в	8	2
207	а также	5	2
208	в виду	2	2
209	одним из	3	2
210	важных для	1	2
211	с целью	2	2
212	по существу	1	2
213	именно в	5	2
214	быть даже	2	2
215	очень много	1	2
216	к которым	1	2
217	для каждого	1	2
218	в одно	1	2
219	при таком	1	2
220	по своему	5	2
221	приводит к	1	2
222	на все	3	2
223	только для	1	2
224	отличается от	1	2
225	по своим	1	2
226	этого периода	1	2
227	о котором	1	2
228	сравнению с	1	2
229	и материальной	1	2
230	и богами	1	2
231	в эту	2	2
232	так например	1	2
233	особенно в	1	2
234	тем с	1	2
235	еще не	7	2
236	во всех	4	2
237	и мир	2	2
238	ко всему	2	2
239	выступает в	1	2
240	мы можем	6	2
241	больше чем	5	2
242	людей и	1	2
243	ни у	1	2
244	ли это	2	2
245	со времени	1	2
246	если не	1	2
247	этого последнего	1	2
248	так называемой	3	2
249	но при	1	2
250	его не	1	2
251	наконец в	3	2
252	надо было	3	2
253	над богами	1	2
254	по сравнению	1	2
255	то ни	4	2
256	между тем	9	2
257	в свою	2	2
258	не всегда	2	2
259	больше не	2	2
260	из себя	1	2
261	должна была	3	2
262	и больше	1	2
263	на юге	1	2
264	всех других	1	2
265	и является	1	2
266	на пути	1	2
267	вслед за	4	2
268	и это	3	2
269	в начале	7	2
270	этот факт	1	2
271	превращается в	1	2
272	конечно не	1	2
273	по своей	2	2
274	же время	5	2
275	самого начала	2	2
276	этот период	1	2
277	состоит в	1	2
278	друг на	1	2
279	же самое	2	2
280	среди них	1	2
281	он в	1	2
282	имя его	1	2
283	тех пор	2	2
284	с именем	1	2
285	сказать что	1	2
286	которые в	3	2
287	не могла	2	2
288	тенденции к	1	2
289	и другой	1	2
290	них не	1	2
291	в образе	4	2
292	к которому	4	2
293	относится к	2	2
294	или иной	1	2
295	те и	1	2
296	жизни и	4	2
297	но если	4	2
298	в разных	1	2
299	что именно	3	2
300	на то	3	2
301	из этого	2	2
302	с его	4	2
303	время он	1	2
304	в создании	1	2
305	от них	3	2
306	без помощи	1	2
307	от человека	1	2
308	и после	3	2
309	и все	4	2
310	для этого	2	2
311	для эпохи	1	2
312	и из	2	2
313	в самой	2	2
314	и особенно	7	2
315	пути к	1	2
316	тот же	5	2
317	той или	1	2
318	вплоть до	1	2
319	нее не	1	2
320	мы видели	2	2
321	не к	2	2
322	можно только	1	2
323	в той	2	1
324	на поверхность	1	1
325	к началу	1	1
326	представить себе	3	1
327	находим в	2	1
328	они являются	1	1
329	то в	1	1
