N	2gram	Tiupa_Anal	DiskursI
1	в качестве	22	72
2	а не	16	60
3	может быть	19	56
4	не только	40	49
5	и в	36	49
6	как и	27	47
7	тогда как	37	47
8	при этом	19	46
9	и не	14	44
10	в том	16	44
11	представляет собой	7	41
12	то есть	15	41
13	в прозе	1	41
14	том что	19	40
15	в этом	19	38
16	в себе	7	37
17	состоит в	14	37
18	в частности	19	36
19	но и	26	35
20	и т.п	7	32
21	своего рода	17	32
22	но не	13	31
23	отличие от	5	28
24	со стороны	12	28
25	но в	8	28
26	так и	19	28
27	в отличие	5	27
28	не может	3	27
29	по своей	5	26
30	как в	9	25
31	такого рода	11	24
32	коммуникативного события	14	24
33	отнюдь не	7	23
34	еще не	7	23
35	в рамках	10	23
36	а также	5	20
37	в своей	12	19
38	все же	6	19
39	в нем	3	19
40	прежде всего	7	19
41	лирического дискурса	2	18
42	лирического героя	6	18
43	далеко не	8	18
44	в основе	2	18
45	данного жанра	1	18
46	то же	7	17
47	в данном	12	17
48	с другой	10	17
49	в мире	17	17
50	по отношению	9	17
51	отношению к	9	17
52	точки зрения	3	16
53	только в	9	16
54	о том	9	15
55	художественного письма	1	15
56	то что	5	15
57	роль в	5	15
58	в его	12	15
59	не менее	9	14
60	можно сказать	5	14
61	одной стороны	3	14
62	с одной	3	14
63	не в	9	14
64	картины мира	5	14
65	ни к	3	14
66	не является	5	14
67	стихотворения в	1	14
68	это не	4	14
69	или иной	9	14
70	речевого общения	1	13
71	как бы	14	13
72	для него	8	13
73	в целом	8	13
74	в своих	3	12
75	ведет к	2	12
76	при всей	2	12
77	в своем	7	12
78	того же	7	12
79	природе своей	4	12
80	жанра в	1	12
81	и на	5	12
82	и все	3	12
83	данном случае	11	12
84	являет собой	3	12
85	система ценностей	1	11
86	по мысли	1	11
87	как правило	6	11
88	по природе	3	11
89	не было	3	11
90	не сводится	1	11
91	столь же	7	11
92	что в	15	11
93	с его	15	11
94	и как	5	11
95	в тексте	16	11
96	не столько	4	10
97	в лирике	3	10
98	той или	6	10
99	а с	2	10
