N	2gram	Losev_Prob	Stilisti
1	и в	62	42
2	как бы	11	30
3	не только	33	28
4	прежде всего	13	22
5	хотя бы	6	18
6	то же	23	16
7	но и	20	16
8	и не	56	14
9	может быть	39	13
10	не может	14	13
11	как и	15	12
12	что мы	12	11
13	мы уже	4	11
14	точки зрения	14	11
15	в этом	25	10
16	в себе	23	10
17	и как	4	10
18	мы должны	13	10
19	как мы	12	10
20	отнюдь не	16	10
21	мы не	15	9
22	при этом	9	9
23	все же	10	9
24	язык и	1	9
25	эти слова	2	9
26	то что	42	9
27	для того	5	9
28	в то	18	9
29	таким образом	13	8
30	так как	14	8
31	с тем	9	8
32	и это	11	8
33	в ней	12	8
34	тем самым	9	8
35	что же	9	8
36	ничего не	4	8
37	и на	4	7
38	так и	16	7
39	мы можем	11	7
40	только в	33	7
41	в которой	3	7
42	зависимости от	3	7
43	и его	12	7
44	потому что	40	7
45	того чтобы	4	7
46	другими словами	9	7
47	и тем	16	7
48	было бы	14	7
49	и той	2	7
50	той же	2	7
51	и от	11	7
52	в зависимости	3	7
53	а не	28	7
54	никогда не	7	7
55	во всех	4	6
56	в его	10	6
57	не в	21	6
58	в нем	13	6
59	в конце	7	6
60	в процессе	2	6
61	но ведь	2	6
62	и так	1	6
63	на его	1	6
64	бы в	3	6
65	речи и	1	6
66	одно и	4	6
67	или как	4	6
68	когда мы	24	6
69	в этой	10	6
70	точку зрения	1	6
71	слова в	1	6
72	мы будем	3	6
73	или иной	20	6
74	в области	2	6
75	в той	8	5
76	в самом	4	5
77	то есть	63	5
78	уже в	5	5
79	с точки	9	5
80	не является	19	5
81	в живом	1	5
82	все время	2	5
83	самом деле	6	5
84	но все	5	5
85	и с	11	5
86	но в	17	5
87	тому что	5	5
88	вместе с	3	5
89	того или	8	5
90	а с	2	5
91	и следовательно	3	5
92	слова и	3	5
93	как это	4	5
94	и является	6	5
95	а в	9	5
96	у которого	1	5
97	же самое	20	5
98	в нашем	13	5
99	и то	17	5
100	же мы	1	5
101	или иного	5	5
102	независимо от	4	5
103	и наконец	2	5
104	мы видели	2	5
105	одной и	2	4
106	были бы	5	4
107	и к	9	4
108	мы видим	1	4
109	всех своих	1	4
110	слов в	1	4
111	что это	3	4
112	на него	3	4
113	что такое	4	4
114	все это	9	4
115	в качестве	10	4
116	или иную	3	4
117	в одном	4	4
118	его в	4	4
119	природы или	1	4
120	слова как	3	4
121	если бы	9	4
122	и все	13	4
123	в слове	4	4
124	к своему	1	4
125	у нас	17	4
126	да и	9	4
127	как только	3	4
128	уже не	12	4
129	к тому	4	4
130	о том	14	4
131	связаны с	1	4
132	и без	9	4
133	той или	22	4
134	в каждом	1	4
135	можно сказать	10	4
136	если мы	24	4
137	языка и	4	4
138	не существует	6	4
139	зрения в	1	4
140	ту или	3	4
141	так называемые	1	4
142	не что	6	4
143	можно было	7	4
144	или иное	3	4
145	на это	1	4
146	так же	11	4
147	лишь в	1	4
148	в целом	9	4
149	себя в	4	4
150	мы называем	1	4
151	тем же	2	4
152	не знаем	2	4
153	что именно	3	4
154	тех или	10	4
155	само собой	3	4
156	точка зрения	1	4
157	не просто	36	4
158	то или	5	4
159	которой мы	1	4
160	того что	10	4
161	не к	2	4
162	представить себе	5	3
163	не так	8	3
164	этом случае	8	3
165	ответ на	1	3
166	видели что	1	3
167	что оно	4	3
168	и здесь	8	3
169	что у	3	3
170	зрения на	2	3
171	что эти	1	3
172	как таковой	2	3
173	совершенно не	7	3
174	если он	1	3
175	для нас	23	3
176	и вот	1	3
177	в том	35	3
178	или иных	7	3
179	отношения к	3	3
180	несмотря на	4	3
181	для него	4	3
182	не имеем	1	3
183	хотя и	9	3
184	в разных	4	3
185	ни на	5	3
186	в ее	6	3
187	из которых	6	3
188	мы в	6	3
189	этих слов	1	3
190	то мы	3	3
191	на самом	13	3
192	что и	11	3
193	в виду	20	3
194	быть может	1	3
195	между ними	1	3
196	и само	1	3
197	мы убедились	1	3
198	но что	3	3
199	и развития	1	3
200	только он	2	3
201	связи с	10	3
202	и даже	21	3
203	нам в	2	3
204	здесь мы	5	3
205	в основе	3	3
206	слова но	3	3
207	но вот	4	3
208	но для	3	3
209	словом и	1	3
210	может стать	1	3
211	все эти	14	3
212	как в	10	3
213	по своему	6	3
214	человеческой речи	1	3
215	том что	25	3
216	бы мы	2	3
217	об этом	7	3
218	конце концов	4	3
219	перед нами	8	3
220	еще не	12	3
221	до того	2	3
222	но при	1	3
223	только благодаря	2	3
224	то он	3	3
225	нуждается в	1	3
226	убедились что	1	3
227	мертвых душ	2	3
228	а к	2	3
229	в котором	3	3
230	ведь в	2	3
231	что всякое	1	3
232	если не	7	3
233	этом мы	3	3
234	как предмет	2	3
235	и поэтому	3	3
236	языком и	1	3
237	явления природы	2	3
238	не знает	1	3
239	в частности	4	3
240	только на	6	3
241	не с	1	3
242	в тех	3	3
243	связь между	1	3
244	о своем	1	3
245	в начале	3	3
246	конечно не	3	3
247	уже видели	1	3
248	от того	2	3
249	ведь если	3	3
250	их в	2	3
251	мы ни	4	3
252	заметить что	2	3
253	нет и	1	3
254	не будет	3	3
255	сказать что	24	3
256	может показаться	1	3
257	в голову	2	3
258	необходимо чтобы	2	3
259	жизни и	7	3
260	этого слова	5	3
261	и эта	1	3
262	к той	1	3
263	у них	2	3
264	и для	5	3
265	это не	10	3
266	из них	4	3
267	речи то	1	2
268	и всего	1	2
269	культурного развития	1	2
270	находятся в	5	2
271	для всех	3	2
272	нашего исследования	2	2
273	в душе	1	2
274	и он	3	2
275	и этот	3	2
276	ничем не	2	2
277	что иное	6	2
278	человеческой истории	1	2
279	и эту	1	2
280	должно быть	1	2
281	нас не	6	2
282	зависит от	1	2
283	в языке	4	2
284	был бы	1	2
285	отражает и	1	2
286	объективной действительности	1	2
287	и при	2	2
288	и потому	13	2
289	предмет или	1	2
290	мы имеем	7	2
291	еще более	3	2
292	с самим	4	2
293	ни к	3	2
294	глаза и	1	2
295	другое как	1	2
296	с ним	11	2
297	кроме того	5	2
298	о чем	4	2
299	речи во	1	2
300	и все-таки	3	2
301	но как	6	2
302	для них	4	2
303	в отношении	4	2
304	с другими	6	2
305	собой разумеется	1	2
306	это слово	1	2
307	будет иметь	2	2
308	даже на	1	2
309	же такое	3	2
310	смысле этого	1	2
311	как нечто	9	2
312	с собой	6	2
313	но это	13	2
314	в их	2	2
315	речь но	1	2
316	слова мы	1	2
317	о них	1	2
318	от их	2	2
319	в своих	2	2
320	не было	6	2
321	в предыдущей	1	2
322	на этот	4	2
323	или в	7	2
324	не обладает	1	2
325	из двух	1	2
326	с ней	5	2
327	в наших	3	2
328	речи это	1	2
329	всех его	1	2
330	равно как	2	2
331	своего собеседника	1	2
332	но эта	4	2
333	или несколько	1	2
334	но не	6	2
335	тем что	8	2
336	будем называть	1	2
337	из всего	1	2
338	он говорит	1	2
339	в жизни	1	2
340	вполне определенное	1	2
341	показаться что	1	2
342	в связи	9	2
343	ясно что	11	2
344	существует и	2	2
345	что он	16	2
346	от чего	1	2
347	случаях когда	1	2
348	для каждого	2	2
349	же самой	4	2
350	или даже	6	2
351	не есть	57	2
352	в своей	8	2
353	человеком в	1	2
354	бы нам	1	2
355	в этих	6	2
356	это же	4	2
357	и сам	6	2
358	связанные с	2	2
359	слишком мало	1	2
360	и жизнь	1	2
361	мы имели	1	2
362	понимать друг	1	2
363	ли он	1	2
364	которые являются	1	2
365	по своей	1	2
366	которое не	1	2
367	войти в	1	2
368	нельзя ни	1	2
369	себе и	4	2
370	в каком	9	2
371	не нужно	2	2
372	тому же	1	2
373	чего же	4	2
374	но мы	1	2
375	это само	1	2
376	на первый	6	2
377	сих пор	4	2
378	и вообще	20	2
379	в дальнейшем	1	2
380	намекает на	1	2
381	первый взгляд	3	2
382	с этим	5	2
383	нет ничего	6	2
384	такие слова	1	2
385	не говоря	2	2
386	форме и	1	2
387	случай когда	1	2
388	к этому	2	2
389	бы не	2	2
390	еще и	10	2
391	бы и	7	2
392	слов или	1	2
393	при условии	4	2
394	перейти в	1	2
395	слово или	1	2
396	между собой	3	2
397	вопрос о	2	2
398	возникновения и	1	2
399	себе все	2	2
400	можем не	1	2
401	дореформенной россии	1	2
402	мы говорили	3	2
403	мы конечно	1	2
404	даже и	33	2
405	да еще	3	2
406	нашего сознания	1	2
407	в значительной	2	2
408	из этих	1	2
409	его не	2	2
410	ни один	1	2
411	не должен	1	2
412	и ни	5	2
413	относится к	4	2
414	который мы	2	2
415	зрения наиболее	1	2
416	также и	22	2
417	в какой	1	2
418	на два	1	2
419	не всегда	1	2
420	оно является	1	2
421	и тогда	3	2
422	человека все	1	2
423	стал для	1	2
424	что вся	2	2
425	он не	10	2
426	значение и	7	2
427	только тогда	2	2
428	в него	2	2
429	и больше	4	2
430	от которых	1	2
431	для этого	9	2
432	и когда	4	2
433	для всякого	2	2
434	в нашей	4	2
435	серп и	1	2
436	времени и	4	2
437	в пределах	3	2
438	и те	1	2
439	у человека	2	2
440	этот вопрос	3	2
441	не должно	1	2
442	рук и	1	2
443	ту же	1	2
444	но даже	7	2
445	человека и	1	2
446	самое время	10	2
447	себе в	5	2
448	должны были	1	2
449	развития в	1	2
450	знак и	10	2
451	словесный знак	1	2
452	почему же	1	2
453	тот или	4	2
454	отношение к	1	2
455	имели в	2	2
456	внутри себя	2	2
457	тех случаях	1	2
458	вовсе не	62	2
459	тот же	1	2
460	до конца	1	2
461	на отдельные	3	2
462	в первой	1	2
463	есть не	13	2
464	из трех	2	2
465	природы и	3	2
466	их мы	1	2
467	как таковое	2	2
468	здесь не	11	2
469	однако в	3	2
470	словами в	1	2
471	человек не	1	2
472	в которых	3	2
473	не будут	2	2
474	ведь и	1	2
475	друг друга	5	2
476	только потому	3	2
477	и нет	2	2
478	иное как	6	2
479	которая и	1	2
480	гораздо более	6	2
481	к нему	3	2
482	от всякого	3	1
483	может обойтись	2	1
484	уже с	1	1
485	и перестает	1	1
486	к сожалению	1	1
487	что в	11	1
488	этой самой	2	1
489	которого он	1	1
490	и которое	1	1
491	они являются	2	1
492	то в	4	1
493	не происходит	1	1
494	как к	1	1
495	к такому	1	1
496	не мешает	5	1
497	и весь	2	1
498	с полной	1	1
499	именно к	3	1
500	дает нам	2	1
501	вместе со	1	1
502	момент что	1	1
503	и другие	4	1
504	в смысловом	2	1
505	утверждать что	3	1
506	и будет	2	1
507	является в	3	1
508	только не	6	1
509	собственном смысле	1	1
510	слов о	1	1
511	значит это	1	1
512	из главнейших	1	1
513	все что	1	1
514	ведь нельзя	1	1
515	вошло в	1	1
516	только одного	2	1
517	и самое	1	1
518	они сами	1	1
519	до сих	4	1
520	все его	1	1
521	обязанности и	1	1
522	он уже	1	1
523	еще раз	2	1
524	собой и	1	1
525	в прямом	1	1
526	ему в	1	1
527	нами не	2	1
528	ведь для	1	1
529	говоря уже	1	1
530	этого необходимо	3	1
531	категорически утверждать	1	1
532	значений в	1	1
533	что всякая	2	1
534	является ее	1	1
535	же и	7	1
536	наше сознание	1	1
537	как нам	1	1
538	чего не	1	1
539	мы приходим	1	1
540	или других	4	1
541	его чрезвычайно	1	1
542	здесь нет	1	1
543	в самый	1	1
544	внешним образом	1	1
545	если в	1	1
546	человеческом обществе	1	1
547	свидетельствует о	2	1
548	элементов но	1	1
549	роль и	2	1
550	или только	1	1
