N	4gram	Vygotskiy_	StatiiOP
1	в то же время	1	9
2	заключается в том что	9	6
3	в то время как	7	5
4	в том что в	2	4
5	той мере в какой	2	3
6	в том смысле что	2	3
7	в той мере в	2	3
8	в том что он	2	3
9	одним и тем же	2	3
10	сомнений в том что	1	2
11	состоит в том что	3	2
12	в том что она	2	2
13	совершенно так же как	1	2
14	до тех пор пока	1	2
15	в том числе и	2	2
16	внимание на то что	2	2
17	и вместе с тем	2	2
18	сомнения в том что	1	2
19	о том что в	1	2
20	том что он не	1	2
21	он с самого начала	1	2
22	но с другой стороны	1	2
23	но вместе с тем	2	2
24	заключалась в том чтобы	1	2
25	для того чтобы показать	1	1
26	в собственном смысле этого	3	1
27	в сущности говоря все	1	1
28	что с точки зрения	1	1
29	не давая себе труда	1	1
30	до сих пор мы	1	1
31	в той же мере	2	1
32	и во всяком случае	1	1
33	в одинаковой степени и	1	1
34	задача заключалась в том	1	1
35	себе отчета в том	1	1
36	как раз в этой	1	1
37	то что совершается в	1	1
38	чтобы получить ответ на	1	1
39	с этой точки зрения	4	1
40	как мы видели выше	1	1
41	имеем до сих пор	1	1
42	в одной и той	3	1
43	в пользу того что	1	1
44	только в том что	2	1
45	то время как в	1	1
46	до сих пор в	1	1
47	в этом случае и	1	1
48	в том и другом	2	1
49	одной и той же	5	1
50	только и могут быть	1	1
51	и по отношению к	1	1
52	одно и то же	3	1
53	в ответ на вопрос	1	1
54	никаких сомнений в том	1	1
55	оставляет никаких сомнений в	1	1
56	тем более что этот	1	1
57	по этому поводу в	1	1
58	для того чтобы получить	1	1
59	для него и для	1	1
60	того чтобы получить ответ	1	1
61	не оставляет никаких сомнений	1	1
62	приводит к тому что	3	1
63	с точки зрения своей	1	1
64	сущности говоря все это	1	1
65	так же как и	2	1
66	только потому что они	1	1
67	мы имеем дело с	1	1
68	в своем направлении и	1	1
69	точно так же как	3	1
