N	3gram	Losev_Vlad	Istorich
1	и т д	3	142
2	с другой стороны	3	46
3	в этом случае	1	29
4	с одной стороны	1	28
5	мы знаем что	2	26
6	в том что	13	25
7	не может быть	4	24
8	вместе с тем	2	23
9	но все же	1	23
10	тем не менее	8	23
11	точно так же	2	22
12	о том что	9	22
13	не только в	3	19
14	здесь мы имеем	1	17
15	в связи с	7	17
16	мы уже знаем	1	15
17	после того как	2	15
18	на то что	6	14
19	в то время	6	13
20	мы уже видели	1	13
21	мы увидим ниже	4	13
22	то время как	2	13
23	как мы видели	1	12
24	мы не будем	1	12
25	не что иное	2	11
26	что иное как	2	11
27	что и в	2	10
28	как мы увидим	2	9
29	более или менее	5	9
30	в таких случаях	1	9
31	и вместе с	1	9
32	и то что	7	8
33	но вместе с	1	8
34	что у него	2	8
35	дело не в	1	7
36	с этой стороны	1	7
37	смысле этого слова	1	7
38	то что в	1	7
39	с представлением о	1	7
40	с тем что	1	7
41	во всяком случае	8	7
42	что он не	3	7
43	если бы мы	1	7
44	к тому же	3	6
45	но это не	2	6
46	так как в	1	6
47	так как он	2	6
48	в своей работе	1	6
49	но тем не	1	6
50	то что он	6	5
51	том что в	3	5
52	для того чтобы	3	5
53	и когда он	1	5
54	так как это	1	5
55	в том чтобы	4	5
56	в том числе	1	5
57	есть не что	1	5
58	так и в	1	5
59	т д в	1	5
60	приведем еще один	1	4
61	так или иначе	3	4
62	только то что	1	4
63	содержит в себе	1	4
64	оно может быть	1	4
65	он не может	1	4
66	мы видели и	1	4
67	по себе не	1	4
68	и тем не	1	4
69	нам кажется что	2	4
70	так же в	1	4
71	в это время	5	4
72	можно сказать что	3	4
73	и в ней	1	4
74	и в особенности	1	4
75	между прочим и	2	4
76	это и есть	1	4
77	и то же	1	3
78	мы сейчас увидим	2	3
79	не только не	1	3
80	что в этом	1	3
81	и тем самым	1	3
82	по этому поводу	2	3
83	к тому что	1	3
84	за то что	2	3
85	один и тот	2	3
86	дело в том	7	3
87	на первых порах	1	3
88	но и для	1	3
89	у него есть	1	3
90	и тот же	2	3
91	а не на	1	3
92	в ответ на	2	3
93	и что они	1	3
94	в этом доме	1	3
95	не в том	3	3
96	будет сказать что	1	3
97	уже видели что	1	3
98	то чего не	1	3
99	само по себе	1	3
100	то ни было	1	3
101	мы хотели бы	3	3
102	бы то ни	2	3
103	он все же	1	3
104	но он не	1	3
105	но и здесь	1	3
106	каждый из этих	1	3
107	в связи со	2	3
108	что в нем	1	3
109	можно найти много	1	3
110	а может быть	1	2
111	но и по	1	2
112	в том как	1	2
113	все больше и	1	2
114	не в этом	1	2
115	на одной и	1	2
116	в самом деле	1	2
117	указывает на то	1	2
118	как и другие	1	2
119	а именно что	1	2
120	сам по себе	1	2
121	сказать что в	1	2
122	ничего общего с	1	2
123	но как это	1	2
124	на земле в	1	2
125	именно так как	1	2
126	во многих случаях	1	2
127	а в том	3	2
128	что во всех	1	2
129	можно сказать о	1	2
130	самом же деле	1	2
131	а именно к	1	2
132	на самом же	1	2
133	то мы можем	1	2
134	уже не может	1	2
135	мы имеем дело	1	2
136	к своему отцу	1	2
137	со своим отцом	1	2
138	и потому что	3	2
139	вместе со своим	1	2
140	на нее и	1	2
141	что не только	1	2
142	на первый план	4	2
143	может быть речи	1	2
144	но все это	1	2
145	не было ни	1	2
146	том что и	1	2
147	свою связь с	1	2
148	большую роль в	1	2
149	главным образом в	2	2
150	и в нем	1	2
151	не только как	1	2
152	мы имеем не	1	2
153	не говорится но	1	2
154	может быть и	1	2
155	некоторое время он	1	2
156	больше и больше	1	2
157	почти никогда не	1	2
158	здесь перед нами	1	2
159	не будем приводить	1	2
160	уже потому что	1	2
161	и в конце	2	2
162	от своего отца	2	2
163	это конечно не	2	2
164	из них не	2	2
165	не только у	1	2
166	и в том	2	2
167	и не может	1	2
168	я знаю что	1	2
169	ответить на вопрос	1	2
170	в свою очередь	2	2
171	на другой день	1	2
172	равно как и	1	2
173	он не только	2	2
174	мы еще встретимся	1	2
175	не потому что	1	2
176	хотя бы на	2	2
177	и той же	1	2
178	в него и	1	2
179	в тех же	2	2
180	хотя и не	2	2
181	одно и то	1	2
182	одной и той	1	2
183	и ничего не	1	2
184	мы будем называть	1	2
185	том что он	4	2
186	в котором можно	1	2
187	то обстоятельство что	2	2
188	по этому вопросу	1	2
189	что он как	1	2
190	имеем дело с	1	2
191	к выводу что	1	1
192	образом в связи	1	1
193	та же самая	1	1
194	он увидел что	1	1
195	как историческая необходимость	1	1
196	видно что отношение	1	1
197	и в египте	1	1
198	и больше ничего	1	1
199	он никак не	1	1
200	то он не	1	1
201	как это впрочем	1	1
202	интересно то что	1	1
203	же это за	1	1
204	в этот момент	1	1
205	по вопросу о	1	1
206	эта сторона дела	1	1
207	и тут же	1	1
208	с вопросом о	1	1
209	ни в каких	2	1
210	что во время	1	1
211	в первый раз	1	1
212	что такие явления	1	1
213	говоря уже о	3	1
214	и по своим	2	1
215	для нас очень	1	1
216	из многочисленных источников	1	1
217	только во время	1	1
218	об этом не	1	1
219	относится к нему	1	1
220	у него в	2	1
221	у него и	1	1
222	свидетельствует о том	1	1
223	на всю жизнь	1	1
224	материалов мы приведем	1	1
225	что в доме	1	1
226	как мы уже	3	1
227	он был и	1	1
228	не помню и	1	1
229	кроме того что	1	1
230	как это мы	4	1
231	в ней не	1	1
232	указать на два	1	1
233	указывает на его	1	1
234	в этом не	2	1
235	одно без другого	1	1
236	лес и в	1	1
237	своего отца и	1	1
238	с тем и	1	1
239	ко всякого рода	1	1
240	мне кажется что	1	1
241	бы обратить внимание	2	1
242	еще в году	2	1
243	после своего возвращения	1	1
244	несколько дней и	1	1
245	в них нет	1	1
246	не столько с	1	1
247	в этом а	1	1
248	по существу то	1	1
249	нужно прибавить что	2	1
250	в целом и	1	1
251	то что у	2	1
252	у него раньше	1	1
253	ни у одного	1	1
254	как мы сейчас	1	1
255	видно по его	1	1
256	к этому времени	3	1
257	указать на то	1	1
258	а также все	1	1
259	уже о том	1	1
260	ни с сего	1	1
261	прочим и в	1	1
262	а также и	2	1
263	с ним на	1	1
264	дом и все	1	1
265	того что он	1	1
266	то же о	1	1
267	с ним не	1	1
268	указать еще на	1	1
269	вместе с ним	1	1
270	делать не будем	1	1
271	и если этот	1	1
272	друг друга не	1	1
273	но кроме того	1	1
274	по существу своему	1	1
275	по своей основной	1	1
276	одной из причин	1	1
277	как мы знаем	3	1
278	в этом же	2	1
279	за это время	2	1
280	не имеет никакого	2	1
281	что у нее	1	1
282	никогда не переставал	1	1
283	не только во	1	1
284	однако все же	1	1
285	них нет ничего	1	1
286	в этом смысле	4	1
287	кажется что этот	1	1
288	а он не	1	1
289	в свое время	6	1
290	другой стороны мы	1	1
291	у него по	1	1
292	для нас важно	1	1
293	ответ на это	2	1
294	и кроме того	1	1
295	тем более что	2	1
296	не может сделать	1	1
297	до тех пор	2	1
298	что он уже	1	1
299	место на котором	1	1
300	прежде всего нужно	1	1
301	ни за что	1	1
302	и в частности	3	1
303	весь дом и	1	1
304	вовсе не есть	1	1
305	и в котором	1	1
306	с ним но	1	1
307	уже был в	1	1
308	и в быту	1	1
309	не может получить	1	1
310	и что в	1	1
311	с ним и	1	1
312	для тех кто	1	1
313	в нем мы	1	1
314	с того ни	1	1
315	правда в очень	1	1
316	сказать что по	1	1
317	бы мы имели	1	1
318	как бы его	2	1
319	было у него	1	1
320	из которых мы	1	1
321	и на его	2	1
322	и с этой	1	1
323	ответы на все	1	1
324	также и в	2	1
325	еще и потому	2	1
326	на этом мы	1	1
327	но что этот	1	1
328	в самом начале	1	1
329	к ней с	2	1
330	он был не	1	1
331	он уже в	1	1
332	о нем в	1	1
333	что же это	1	1
334	до известной степени	1	1
335	к своему другу	1	1
336	как и вообще	1	1
337	он уже не	2	1
338	не содержит в	1	1
339	но сам он	1	1
340	в его доме	1	1
341	в те же	1	1
342	видели и в	1	1
343	в основном не	1	1
344	но мы хотели	1	1
345	потому что как	1	1
346	никак не мог	2	1
347	в жизни и	1	1
348	так что в	2	1
349	они не могут	1	1
350	что в его	1	1
351	и вот они	1	1
352	не имели власти	1	1
353	до некоторой степени	2	1
354	его жены в	1	1
355	что он был	1	1
356	ты не видишь	1	1
357	только при помощи	1	1
358	в этом отношении	2	1
359	в себе не	1	1
360	другими словами здесь	1	1
361	для чего в	1	1
362	потому что в	2	1
363	очень мало и	1	1
364	но в данном	1	1
365	он относится к	1	1
366	на могилу и	1	1
367	как он будет	1	1
368	при всех его	1	1
369	на себя их	1	1
370	в то что	1	1
371	то что этот	1	1
372	ни с того	1	1
373	к концу этого	1	1
374	и столько же	1	1
375	это мы увидим	2	1
376	не было и	1	1
377	о его существовании	1	1
378	а с другой	1	1
379	во время ее	1	1
380	объясняется то что	1	1
381	и как мы	2	1
382	не так просто	1	1
383	к которой он	1	1
384	может быть названа	1	1
385	в возрасте лет	3	1
386	в высшей степени	1	1
387	ни к какой	1	1
388	быть речи о	1	1
389	общение человека с	1	1
390	что дело не	1	1
391	не соответствует его	1	1
392	несмотря на все	1	1
393	связи со своей	1	1
394	лицом к лицу	1	1
395	на вопросе о	1	1
396	и в его	2	1
397	и по существу	2	1
398	то же время	7	1
399	что даже и	1	1
400	не было никакого	1	1
401	ты видишь что	1	1
402	только после смерти	2	1
403	год или два	1	1
404	вследствие чего он	1	1
405	при жизни и	1	1
406	в себе черты	1	1
407	не говорится о	1	1
408	и в этом	1	1
409	во второй половине	3	1
410	за нами и	1	1
411	в дальнейшем в	1	1
412	а в дальнейшем	2	1
413	но и у	1	1
414	в какой мере	1	1
415	в нем он	1	1
416	был в состоянии	1	1
417	этом а в	1	1
418	во всем его	1	1
419	была у него	1	1
420	и действительно в	1	1
421	в которой он	2	1
422	и в более	1	1
423	а он меня	1	1
424	еще и сейчас	2	1
425	и не в	1	1
426	того ни с	1	1
427	с ними и	1	1
428	конечно не в	1	1
429	во время своей	1	1
430	на котором он	1	1
431	с этими представлениями	1	1
432	указанием на то	1	1
433	и отец и	1	1
434	а после смерти	1	1
435	мы приведем несколько	1	1
436	разве ты не	1	1
437	в то же	7	1
438	того что в	1	1
439	не говоря уже	3	1
440	заключается в том	1	1
441	выйти замуж за	1	1
442	на свою сторону	1	1
443	ней в брак	1	1
444	но в то	2	1
445	в сравнении с	2	1
446	мысль о том	1	1
447	что здесь в	1	1
448	да и то	1	1
449	на обратном пути	2	1
450	он слаб и	1	1
451	уже не только	2	1
452	уже не было	1	1
453	для нас важнее	1	1
454	но это конечно	1	1
455	у одного из	1	1
456	этому времени уже	2	1
457	и он стал	1	1
458	за что не	1	1
459	и сказал я	1	1
460	к нему с	1	1
461	как это делает	2	1
462	не то что	2	1
463	только с помощью	1	1
464	связаны с его	1	1
465	вот что он	3	1
466	до конца и	1	1
467	с ней в	1	1
468	к этому дому	1	1
469	ему во сне	1	1
470	как и сам	1	1
