N	3gram	Bakhtin_fo	RusskieA
1	в том что	4	49
2	в этот день	1	23
3	и т д	3	21
4	в этом случае	1	12
5	вместе с тем	3	11
6	о том что	2	10
7	том что в	1	9
8	и в других	4	9
9	для того чтобы	11	8
10	в данном случае	2	8
11	как мы увидим	2	7
12	не может быть	4	6
13	в это время	1	6
14	как мы видели	1	6
15	так же как	2	6
16	в связи с	12	5
17	к тому что	1	5
18	как мы уже	11	4
19	бросается в глаза	1	4
20	в отличие от	3	4
21	не только на	1	4
22	что в этом	1	4
23	в то время	3	4
24	там же в	1	4
25	во всяком случае	1	4
26	это имеет место	1	3
27	но вместе с	1	3
28	по отношению к	3	3
29	до сих пор	4	3
30	как можно больше	1	3
31	с тем и	1	3
32	же как и	2	3
33	до некоторой степени	1	3
34	и в том	1	3
35	в свою очередь	1	3
36	на другой день	2	3
37	с точки зрения	9	3
38	к выводу что	1	3
39	кроме того в	1	3
40	мы уже видели	1	3
41	с тем что	2	3
42	может быть и	4	3
43	друг к другу	2	3
44	это не значит	1	2
45	одном ряду с	1	2
46	мы уже знаем	1	2
47	о том как	2	2
48	в большинстве случаев	2	2
49	и т п	18	2
50	но и на	1	2
51	может быть только	3	2
52	друг с другом	5	2
53	в одном ряду	1	2
54	но все же	3	2
55	с другой стороны	1	2
56	в тех случаях	1	2
57	и у нас	1	2
58	равно как и	4	2
59	имеет существенного значения	1	2
60	для нас не	1	2
61	между собой в	1	2
62	но она не	1	2
63	могут быть использованы	1	2
64	каждый из этих	1	2
65	как и в	3	2
66	приведем несколько примеров	1	2
67	можно сказать что	1	2
68	не имеет существенного	1	2
69	в этом и	1	2
70	на самом деле	1	2
71	только во время	1	2
72	не только в	6	2
73	во всех этих	2	2
74	и в этом	2	2
75	в виду что	2	2
76	тех случаях когда	1	2
77	с одной стороны	3	2
78	в этом отношении	5	2
79	и связанные с	1	2
80	в одном и	1	1
81	в том же	3	1
82	и как бы	2	1
83	в разных вариациях	1	1
84	мы наблюдаем в	1	1
85	а как раз	1	1
86	были связаны с	1	1
87	в новой форме	1	1
88	и по другим	1	1
89	с этим в	2	1
90	дело не только	1	1
91	и наконец в	1	1
92	место и в	2	1
93	в народном сознании	1	1
94	смерти и воскресения	1	1
95	в этом ряду	2	1
96	наряду с этим	3	1
97	в повседневном быту	1	1
98	в первый раз	1	1
99	до наших дней	1	1
100	во всех отношениях	1	1
101	их не знают	1	1
102	два или три	1	1
103	буквальном смысле этого	1	1
104	все то что	2	1
105	и пр и	1	1
106	к еде и	1	1
107	одного и того	6	1
108	имеется и в	1	1
109	по своему содержанию	1	1
110	все же в	2	1
111	том же месте	1	1
112	приходит к выводу	1	1
113	и в человеческом	1	1
114	но в данном	1	1
115	в царстве мертвых	1	1
116	в особенности же	1	1
117	за тридевять земель	1	1
118	как мы видим	2	1
119	между тем как	1	1
120	один из самых	1	1
121	на третий день	1	1
122	по аналогии с	1	1
123	еде и питью	1	1
124	тогда когда они	1	1
125	то увидим что	1	1
126	точки зрения в	1	1
127	к тому же	2	1
128	говорит о том	1	1
129	что в основе	1	1
130	совершенно иной характер	1	1
131	и того же	6	1
132	значит что все	1	1
133	одна из форм	1	1
134	не может не	1	1
135	то же самое	1	1
136	не входит в	1	1
137	значении этого слова	1	1
138	сама по себе	1	1
139	в другом месте	2	1
140	или во всяком	1	1
141	одном и том	1	1
142	в значительной степени	1	1
143	то время когда	1	1
144	в одном из	1	1
145	но он не	2	1
146	и том же	1	1
147	так как он	2	1
148	еще и в	1	1
149	и может быть	1	1
150	но и в	5	1
151	так как по	1	1
152	то же значение	1	1
153	праздники и обряды	1	1
154	здесь еще не	1	1
155	по существу он	1	1
156	и в дальнейшем	1	1
157	со всеми его	2	1
158	не до конца	1	1
159	эта точка зрения	1	1
160	то что в	1	1
161	а следовательно и	3	1
162	только в том	1	1
163	всякой связи с	1	1
164	по существу не	2	1
165	друг другу и	1	1
166	тем более что	2	1
167	но все это	1	1
168	это не имеет	1	1
169	и выходит оттуда	1	1
170	и его жизнь	1	1
171	дело в том	2	1
172	и до сих	1	1
173	и та же	2	1
174	оно было освящено	1	1
175	смысле этого слова	1	1
176	и все другие	2	1
177	этим объясняется и	1	1
178	данном случае мы	1	1
179	сюда же относится	1	1
180	к этому типу	1	1
181	что в нем	1	1
182	у него нет	1	1
183	том что они	1	1
184	так что в	1	1
185	в новое время	1	1
186	одна и та	2	1
187	по этому вопросу	1	1
188	а так как	1	1
189	на этом же	1	1
190	и связанных с	1	1
191	здесь изображается как	1	1
192	вне связи с	1	1
193	потому что они	1	1
194	и не только	2	1
195	в себе и	1	1
196	ее к себе	1	1
197	то время как	2	1
198	что и в	1	1
199	сводится к тому	1	1
200	то что происходило	1	1
