N	2gram	Bakhtin_Fr	Komedia
1	и в	68	77
2	и не	25	47
3	в том	12	44
4	том что	6	42
5	о том	5	33
6	но и	17	32
7	может быть	10	30
8	из них	8	29
9	таким образом	22	29
10	в то	14	28
11	и его	26	28
12	в этом	28	27
13	потому что	3	27
14	что он	7	26
15	не только	21	25
16	вместе с	4	25
17	так как	7	24
18	как и	17	23
19	ни в	6	23
20	в доме	3	23
21	что в	14	23
22	в самом	6	22
23	что и	3	22
24	если бы	3	22
25	то же	14	21
26	в конце	8	21
27	так и	8	21
28	а в	3	21
29	в его	21	20
30	к этому	6	19
31	во время	17	19
32	по адресу	2	19
33	со стороны	2	19
34	в этой	15	18
35	тем что	6	17
36	же время	13	17
37	в нем	12	17
38	и здесь	5	17
39	и т	1	17
40	еще не	3	17
41	при этом	5	16
42	все же	6	16
43	не менее	2	16
44	у него	14	16
45	сих пор	6	16
46	до нас	8	16
47	он не	11	16
48	и сам	5	16
49	до сих	6	16
50	тот же	4	16
51	не в	2	15
52	в своем	11	15
53	точки зрения	8	15
54	его в	7	15
55	в которой	6	15
56	между тем	3	15
57	один из	9	15
58	и на	16	15
59	было бы	4	15
60	прежде всего	23	15
61	и с	15	14
62	на протяжении	7	14
63	к нему	4	14
64	в свою	3	14
65	все это	6	14
66	об этом	3	14
67	только что	1	13
68	самом деле	5	13
69	о чем	3	13
70	в них	19	13
71	в одном	7	13
72	того же	4	13
73	как раз	8	13
74	так что	1	13
75	то что	11	13
76	того чтобы	6	13
77	но в	20	13
78	в котором	3	12
79	для того	5	12
80	так же	3	12
81	с другой	8	12
82	несмотря на	1	12
83	хотя и	2	12
84	в качестве	2	12
85	как это	1	12
86	из которых	1	12
87	как в	4	12
88	уже в	4	12
89	в истории	5	12
90	не по	1	12
91	нового времени	2	12
92	в начале	5	12
93	не может	5	12
94	но не	4	12
95	и даже	7	11
96	с тем	1	11
97	по отношению	3	11
98	с ним	3	11
99	то время	1	11
100	как мы	18	11
101	на этот	1	11
102	и для	6	11
103	в их	6	11
104	в частности	4	11
105	одного из	3	11
106	с этим	2	10
107	он был	5	10
108	свою очередь	2	10
109	на него	1	10
110	тут же	3	10
111	с одной	5	10
112	в чем	3	10
113	как бы	7	10
114	и что	2	10
115	в отношении	3	10
116	и все	16	10
117	одной из	3	10
118	с его	6	10
119	ничего не	4	10
120	мы не	3	10
121	г и	2	10
122	на его	4	10
123	еще в	4	10
124	отношение к	11	10
125	же в	2	10
126	в целом	3	10
127	все что	4	9
128	но все	5	9
129	в своей	11	9
130	больше чем	3	9
131	одной стороны	4	9
132	и еще	3	9
133	тому что	1	9
134	время как	1	9
135	только в	9	9
136	друг друга	2	9
137	в тех	1	9
138	о его	2	9
139	судя по	1	9
140	и по	4	9
141	из его	2	9
142	в образе	1	9
143	того как	1	9
144	а также	6	9
145	вовсе не	18	9
146	отличие от	3	9
147	в ней	6	9
148	и особенно	2	9
149	отношению к	2	9
150	а затем	2	8
151	другой стороны	5	8
152	что ни	1	8
153	в прологе	10	8
154	г в	1	8
155	что у	2	8
156	такого рода	5	8
157	не было	7	8
158	не знает	1	8
159	во всех	8	8
160	то ни	1	8
161	можно было	3	8
