N	4gram	Losev_Prob	Dialekti
1	не что иное как	6	18
2	и т д и	5	14
3	одно и то же	3	12
4	т д и т	5	12
5	д и т д	5	12
6	есть не что иное	6	11
7	в то время как	6	8
8	или по крайней мере	6	8
9	ни в каком случае	5	7
10	ни в каком смысле	1	6
11	и в то же	2	6
12	по крайней мере в	1	6
13	то это значит что	3	5
14	одной и той же	1	5
15	имеет ничего общего с	1	5
16	не имеет ничего общего	3	5
17	и тем не менее	6	5
18	и все на свете	1	4
19	не имеет никакого отношения	1	4
20	с этой точки зрения	1	4
21	это не значит что	1	4
22	в связи с этим	1	4
23	и то и другое	1	4
24	по одному тому что	1	4
25	если иметь в виду	2	4
26	и т д все	1	4
27	в том смысле что	4	4
28	миф не есть ни	1	4
29	ничем не отличается от	1	4
30	ничего не говорит о	1	4
31	с одной стороны и	1	4
32	уже по одному тому	1	3
33	не сама по себе	2	3
34	имеет никакого отношения к	1	3
35	т д все это	1	3
36	на самом же деле	7	3
37	может содержать в себе	1	3
38	в каком случае не	4	3
39	есть то что мы	1	3
40	в каком смысле не	1	3
41	и есть то что	1	3
42	не говорит ни о	1	3
43	и т д в	1	3
44	это и значит что	1	3
45	с точки зрения диалектики	1	2
46	во что бы то	1	2
47	сама по себе а	2	2
48	есть та или иная	1	2
49	поскольку речь идет о	1	2
50	вовсе не есть ни	1	2
51	уже сама по себе	1	2
52	что бы то ни	1	2
53	если его брать как	1	2
54	идет речь именно о	1	2
55	с той или другой	4	2
56	а это значит что	2	2
57	с той или иной	1	2
58	дело вовсе не в	1	2
59	сама по себе но	1	2
60	в этом смысле есть	1	2
61	когда мы говорим что	1	2
62	и ни в каком	1	2
63	дело в том что	3	2
64	несмотря ни на какую	1	2
65	только на то что	1	2
66	ни в чем не	2	2
67	и по сравнению с	1	2
68	тем не менее в	3	2
69	сам по себе и	1	2
70	не содержит в себе	1	2
71	в каком случае нельзя	1	2
72	бы то ни стало	1	2
73	так же как и	3	2
74	если принять во внимание	1	2
75	само по себе не	1	1
76	вовсе не значит что	1	1
77	что они вовсе не	1	1
78	взятые сами по себе	5	1
79	миф может существовать вне	1	1
80	это не есть ни	1	1
81	это значит что его	1	1
82	если мы говорим о	1	1
83	и то же и	2	1
84	то это вовсе не	1	1
85	и есть не что	1	1
86	уж во всяком случае	4	1
87	все более и более	1	1
88	потому что он есть	1	1
89	поэтому чтобы не сбиться	1	1
90	и т д мы	1	1
91	же в таком случае	2	1
92	это вовсе не значит	1	1
93	же самое мы должны	1	1
94	содержит в себе и	2	1
95	друг от друга и	1	1
96	но это не значит	1	1
97	в чистом виде есть	1	1
98	случае нельзя сказать что	1	1
99	этой точки зрения в	1	1
100	убеждаемся в том что	2	1
101	т е есть ничто	1	1
102	по себе вовсе еще	1	1
103	его не просто как	1	1
104	мы должны сказать что	4	1
105	ни сказать ни помыслить	1	1
106	мы должны сказать и	1	1
107	и повелительно требует своего	1	1
108	по самой своей природе	1	1
109	нечего и говорить о	2	1
110	заключается в том что	4	1
111	и в вопросе о	1	1
112	должны сказать и о	1	1
113	взятая в чистом виде	1	1
114	нельзя ни сказать ни	1	1
115	бы то ни было	4	1
116	не есть также и	1	1
117	мы имеем в виду	1	1
118	этом смысле есть не	1	1
119	уж тем более не	1	1
120	быть так или иначе	1	1
121	не содержащий в себе	1	1
122	по крайней мере не	1	1
123	то ни было другого	1	1
124	и ни в какой	1	1
125	нужды ни в каком	1	1
126	несмотря ни на какие	1	1
127	ничего общего не имеет	1	1
128	на какую-то другую действительность	1	1
129	это значит что оно	1	1
130	большим или меньшим приближением	1	1
131	только тогда когда мы	1	1
132	ничего нельзя ни сказать	1	1
133	ясно что смысл вещи	1	1
134	том или ином отношении	1	1
135	и т д следовательно	1	1
136	то же и в	1	1
137	только и состоит из	1	1
138	это значит что всякий	1	1
139	не содержат в себе	1	1
140	важно только то что	1	1
141	возможно только потому что	1	1
142	то же самое мы	1	1
143	это значит что и	2	1
144	и может быть даже	1	1
145	если это так то	1	1
146	сама по себе как	2	1
147	не есть простая сумма	1	1
148	мы начинаем говорить о	1	1
149	до сих пор мы	2	1
150	что тут имеется в	1	1
151	нет нужды ни в	1	1
152	можно ли сказать что	2	1
153	не было бы в	1	1
154	мы вовсе не имеем	1	1
155	отличаются друг от друга	2	1
156	в то или иное	1	1
157	не тем что оно	1	1
158	самое мы должны сказать	1	1
159	такого чего не было	1	1
160	ни с чем не	1	1
161	это и есть настоящее	1	1
162	ничего не говорим о	1	1
163	как бы она ни	2	1
164	есть символ второй степени	1	1
165	в какой мере не	1	1
166	бы она ни была	2	1
167	сама по себе она	1	1
168	здесь имеется в виду	2	1
169	на идею и образ	1	1
170	можно прямо сказать что	1	1
171	чего не было бы	1	1
172	не чем иным как	2	1
173	уже по одному этому	1	1
174	а не что-нибудь иное	1	1
175	мы до сих пор	1	1
176	отчет в том что	2	1
177	тут имеется в виду	1	1
178	на том или другом	1	1
179	сам по себе с	1	1
180	в том что он	1	1
181	по сравнению с которой	1	1
182	необходимо категорически утверждать что	1	1
183	но в зависимости от	1	1
184	мы находим например у	1	1
185	вовсе не думает что	1	1
186	и говорить о том	2	1
187	той или иной теории	1	1
188	в том что они	1	1
189	даже и не просто	1	1
190	тут не может быть	1	1
191	и с точки зрения	2	1
192	есть нечто отличное от	1	1
193	и уж тем более	1	1
194	только для того чтобы	1	1
195	смысле есть не что	1	1
196	говорить о том что	2	1
197	ни в какой мере	1	1
198	себе вовсе еще не	1	1
199	мы убеждаемся в том	2	1
