N	4gram	Losev_Dial	FransuaR
1	в то же время	7	55
2	но в то же	1	20
3	дело в том что	1	13
4	и в то же	3	12
5	на самом же деле	2	10
6	и до сих пор	1	6
7	с одной стороны и	3	5
8	одной и той же	1	4
9	в связи с этим	2	4
10	не что иное как	4	3
11	о том что в	1	3
12	есть не что иное	3	3
13	одна и та же	5	2
14	и ни на что	2	2
15	мы уже знаем что	2	2
16	все более и более	1	2
17	с другой стороны в	1	2
18	ни на что не	3	2
19	дело вовсе не в	1	2
20	до сих пор не	1	2
21	ни в коем случае	1	2
22	мы можем сказать что	3	2
23	все новые и новые	1	2
24	и с точки зрения	1	2
25	так же как и	1	2
26	никогда не может быть	1	1
27	что на самом деле	1	1
28	но если мы будем	1	1
29	в том и в	1	1
30	но важно то что	1	1
31	но как раз в	1	1
32	не имеет никакого отношения	1	1
33	потому что он есть	1	1
34	убежден в том что	1	1
35	и это нисколько не	1	1
36	в то время как	2	1
37	что для того чтобы	1	1
38	сосредоточиться на этом моменте	1	1
39	так что не остается	1	1
40	так как она есть	2	1
41	нечего и говорить о	1	1
42	и в другом случае	1	1
43	не он сам а	1	1
44	одно и то же	8	1
45	что это и есть	1	1
46	без этого нет и	1	1
47	и вместе с тем	1	1
48	мы видим теперь что	1	1
49	имеет ничего общего с	3	1
50	том и в другом	1	1
51	беда в том что	1	1
52	он находит его в	1	1
53	в нем есть и	1	1
54	и в том и	1	1
55	одной стороны и с	1	1
56	в том что она	1	1
57	то же время как	1	1
58	то что мы называем	1	1
59	не отвлеченная мысль о	1	1
60	до сих пор мы	1	1
61	я имею в виду	1	1
62	с другой стороны эта	1	1
63	ни в чем не	1	1
64	а потому что они	1	1
65	и в частности к	1	1
66	ничего не говорят о	1	1
67	но мы уже знаем	1	1
68	сам по себе и	1	1
69	не имеет ничего общего	3	1
70	и с другой стороны	2	1
71	в том что он	1	1
72	и в этом отношении	1	1
73	говорить о том что	1	1
74	не в том что	1	1
75	и в литературе как	1	1
