N	2gram	Losev_Prob	Myshleni
1	в том	19	195
2	в этом	30	167
3	то что	72	166
4	и в	64	162
5	том что	26	161
6	таким образом	9	147
7	точки зрения	5	143
8	что в	21	119
9	мышления и	6	117
10	не только	37	116
11	того что	18	109
12	в процессе	1	101
13	так же	12	100
14	и речи	3	96
15	потому что	24	95
16	того чтобы	10	91
17	может быть	29	89
18	с точки	3	89
19	что он	11	86
20	не может	18	81
21	как и	7	79
22	для того	10	78
23	так как	16	78
24	и не	63	78
25	только в	19	75
26	в целом	1	74
27	как мы	10	72
28	но и	23	70
29	заключается в	2	67
30	в его	12	67
31	сказать что	33	65
32	мы могли	2	65
33	как бы	18	64
34	вместе с	4	62
35	представляет собой	2	60
36	и что	21	60
37	было бы	16	60
38	в качестве	3	60
39	то же	10	58
40	в основе	4	58
41	устной речи	1	58
42	мышления в	2	56
43	в отношении	7	55
44	могли бы	2	54
45	между собой	5	53
46	в силу	2	53
47	что мы	23	53
48	в самом	10	52
49	в сущности	2	51
50	мы должны	5	50
51	к тому	5	49
52	что они	5	48
53	тем что	10	48
54	мы можем	8	48
55	тогда когда	4	47
56	мы не	6	47
57	если бы	8	46
58	но не	13	45
59	с другой	8	45
60	в мышлении	1	44
61	с тем	6	43
62	понятий в	2	43
63	же как	2	43
64	тем самым	11	43
65	тому что	6	42
66	как это	7	42
67	не является	12	41
68	о том	25	40
69	по своей	1	40
70	одной стороны	4	40
71	никогда не	8	39
72	с одной	4	39
73	так и	17	39
74	мы видели	1	38
75	в области	8	38
76	и к	2	37
77	вопрос о	4	37
78	если мы	16	37
79	мы видим	2	37
80	не в	6	37
81	в этой	14	37
82	значение слова	4	37
83	с самого	3	36
84	в своем	7	36
85	речи как	1	36
86	все эти	15	36
87	самого начала	2	36
88	как в	5	36
89	а не	21	36
90	и его	3	36
91	того же	3	35
92	можно было	8	35
93	в себе	16	35
94	в которой	2	35
95	он не	5	35
96	для себя	9	35
97	связи с	8	34
98	и как	10	34
99	прежде всего	17	33
100	при этом	8	33
101	по себе	20	33
102	именно в	5	32
103	и на	11	32
104	той же	2	32
105	что оно	4	32
106	нас к	1	32
107	по своему	14	32
108	же самое	9	32
109	что и	2	32
110	и тем	16	32
111	но в	19	32
112	слова и	5	32
113	все же	7	31
114	и то	15	31
115	мысли и	2	30
116	на то	12	30
117	этом отношении	2	30
118	между тем	3	29
119	могут быть	2	29
120	показывает что	1	29
121	от того	2	29
122	с этим	7	28
123	что с	2	28
124	самом деле	10	28
125	переход от	1	28
126	только что	2	27
127	с этой	1	27
128	в результате	6	27
129	другой стороны	7	27
130	этом случае	6	27
131	в то	7	27
132	и с	12	27
133	в своей	8	27
134	что все	9	27
135	речи но	1	27
136	перед нами	7	27
137	в их	7	26
138	понятия в	1	26
139	нашего исследования	5	26
140	в собственном	1	26
141	собственном смысле	1	26
142	что это	4	26
143	для него	2	26
144	в частности	5	26
145	значения слова	3	25
146	в чем	3	25
147	что она	8	25
148	еще не	18	25
149	уже в	6	25
150	все это	11	25
151	можно сказать	9	25
152	по мере	1	25
153	только не	4	25
154	мы уже	8	25
155	это не	7	25
156	в смысле	2	24
157	мы знаем	1	24
158	тот же	4	24
159	понятия и	2	24
160	зависимости от	2	24
161	в сфере	1	24
162	на этот	3	24
163	того как	3	24
164	в какой	1	24
165	так что	12	24
166	что эта	2	24
167	в нем	14	24
168	в слове	1	24
169	как уже	1	24
170	друг друга	1	23
171	этот вопрос	2	23
172	бы в	3	23
173	отношение между	2	23
174	ни в	13	23
175	как он	4	23
176	связи между	1	23
177	слова в	1	23
178	во всяком	18	22
179	не могут	6	22
180	то время	2	22
181	столь же	1	22
182	в известном	1	22
183	и мышления	2	22
184	в зависимости	2	22
185	отношения между	2	22
186	человеческой речи	3	21
187	к этому	1	21
188	и следовательно	6	21
189	и ее	9	21
190	представление о	6	21
191	в нашем	3	21
192	его в	9	21
193	все время	3	21
194	в свете	1	21
195	показать что	1	21
196	и все	9	21
197	не имеет	8	21
198	в истории	6	21
199	в сознании	5	21
200	ее в	2	21
201	и более	4	21
202	отношений между	2	21
203	отношение к	1	21
204	в виду	10	20
205	не менее	26	20
206	в котором	5	20
207	в другом	2	20
208	из них	3	20
209	время как	2	20
210	речь и	1	20
211	из этих	5	20
212	в такой	3	20
213	и других	1	20
214	а в	7	20
215	говорит что	1	20
216	едва ли	10	20
217	как раз	20	20
218	к выводу	1	20
219	на этом	1	20
220	в наших	2	20
221	должно быть	3	20
222	по существу	2	20
223	и их	4	20
224	но мы	3	19
225	речь не	2	19
226	в связи	7	19
227	во всех	9	19
228	а с	1	19
229	и по	3	19
230	один из	7	19
231	но если	6	19
232	независимо от	2	19
233	в данном	16	19
234	в той	2	19
235	мы и	8	19
236	словом и	1	19
237	с развитием	1	19
238	как на	3	19
239	с ним	4	19
240	мы говорили	5	19
241	из которых	2	19
242	и словом	1	18
243	во всей	4	18
244	одного и	2	18
245	но это	11	18
246	и другое	3	18
247	этом смысле	8	18
248	слов и	1	18
249	всяком случае	11	18
250	в этих	7	17
251	в своих	3	17
252	к другим	2	17
253	их в	6	17
254	казалось бы	11	17
255	я не	1	17
256	не есть	49	17
257	сих пор	6	17
258	и той	4	17
259	до сих	6	17
260	мысль не	1	17
261	о природе	2	17
262	в совершенно	1	17
263	тем же	2	17
264	до конца	1	17
265	и для	10	17
266	смысловой стороны	1	17
267	нам думается	1	17
268	для этого	5	17
269	мышлением и	1	17
270	все что	2	17
271	нами в	3	17
272	и того	5	17
273	ту же	1	17
274	речь есть	1	17
275	и от	3	17
276	и есть	7	17
277	то и	7	17
278	совпадает с	2	17
279	мы находим	2	17
280	и только	7	17
281	одной и	1	16
282	в которых	4	16
283	языка и	5	16
284	слово и	3	16
285	значение в	4	16
286	мы имеем	3	16
287	вовсе не	60	16
288	такой же	1	16
289	выводу что	1	16
290	которые не	5	16
291	и даже	19	16
292	на этой	4	16
293	по поводу	6	16
294	то в	6	16
295	видели что	1	16
296	в мысли	2	16
297	значения слов	2	16
298	для нас	11	16
299	которые в	4	16
300	которую мы	1	16
301	тому как	3	16
302	является в	3	15
303	в них	8	15
304	является то	3	15
305	что при	2	15
306	от этого	2	15
307	и это	13	15
308	и является	9	15
309	подобно тому	2	15
310	со всеми	2	15
311	что если	5	15
312	и мышление	1	15
313	данном случае	10	15
314	тем более	13	15
315	хотя бы	15	15
316	в начале	1	15
317	отличается от	2	15
318	между этими	2	15
319	но как	11	15
320	известном смысле	1	15
321	которое мы	2	15
322	значит что	6	15
323	представить себе	1	15
324	том же	1	15
325	ничего не	20	15
326	вообще не	5	15
327	является не	4	15
328	который мы	2	15
329	по этому	6	15
330	это значит	4	14
331	думается что	2	14
332	но что	3	14
333	одно и	1	14
334	что у	1	14
335	что для	4	14
336	из этого	2	14
337	первую очередь	1	14
338	и здесь	8	14
339	связанные с	1	14
340	только тогда	4	14
341	одним из	2	14
342	одной из	1	14
343	он должен	2	14
344	учения о	3	14
345	в учении	1	14
346	один и	1	14
347	этих двух	2	14
348	от друга	1	14
349	не можем	2	14
350	о чем	11	14
351	в первую	1	14
352	говорили выше	2	14
353	который в	1	14
354	содержится в	2	14
355	это есть	10	14
356	сущности говоря	1	14
357	когда мы	10	14
358	друг от	1	14
359	и во	4	14
360	с его	3	14
361	последнее время	1	14
362	об этом	10	14
363	что эти	2	14
364	в теории	4	14
365	и отношений	1	14
366	имеет место	1	13
367	в действительности	5	13
368	с другими	6	13
369	в понятии	2	13
370	что научные	1	13
371	и тот	2	13
372	его к	1	13
373	если в	2	13
374	в основном	1	13
375	смысле слова	11	13
376	к его	2	13
377	они не	1	13
378	учении о	1	13
379	но на	1	13
380	в виде	20	13
381	значения и	11	13
382	на его	2	13
383	отнюдь не	15	13
384	она не	5	13
385	для всех	3	13
386	точно так	7	13
387	как они	3	13
388	но все	5	13
389	что между	2	13
390	слова как	2	13
391	этой теории	4	13
392	в состоянии	2	13
393	лишь в	4	13
394	факт что	1	13
395	стороны и	3	13
396	с которыми	4	12
397	к другу	2	12
398	даже в	2	12
399	на первый	5	12
400	только на	13	12
401	образом что	2	12
402	том чтобы	1	12
403	но он	3	12
404	ясно что	7	12
405	что слово	2	12
406	должны были	3	12
407	функции в	4	12
408	за пределы	6	12
409	тем и	3	12
410	к другому	1	12
411	понятий не	3	12
412	с их	1	12
413	в другую	1	12
414	в одной	1	12
415	и потому	3	12
416	в первом	2	12
417	которые мы	3	12
418	к нему	5	12
419	от его	1	12
420	несмотря на	6	12
421	в ее	3	12
422	тем не	25	12
423	тому же	1	12
424	это мы	2	12
425	выражение в	1	12
426	но только	3	12
427	наших исследований	1	12
428	были бы	2	12
429	которых мы	2	12
430	никак не	13	12
431	мог бы	1	12
432	только к	1	12
433	первый план	3	12
434	в ней	1	12
435	входит в	4	12
436	они являются	1	11
437	в последнее	1	11
438	с собой	3	11
439	на примере	1	11
440	в других	5	11
441	находится в	2	11
442	на котором	1	11
443	на том	5	11
444	отношения к	2	11
445	обстоятельство что	1	11
446	не означает	1	11
447	мы будем	3	11
448	с ее	1	11
449	и при	4	11
450	к установлению	1	11
451	в каком	7	11
452	что понятие	3	11
453	друг другу	2	11
454	на самом	9	11
455	раз в	1	11
456	есть в	9	11
457	больше того	1	11
458	что на	4	11
459	нас в	4	11
460	остановиться на	1	11
461	одно из	2	11
462	например в	2	11
463	что этот	2	11
464	мы увидим	3	11
465	вот почему	1	11
466	и другой	1	11
467	наряду с	1	11
468	гораздо более	6	11
469	не знает	4	11
470	в конце	13	11
471	а только	9	11
472	он в	2	11
473	то обстоятельство	1	11
474	что нам	1	11
475	ничего общего	14	11
476	только по	2	11
477	слово в	2	11
478	или менее	7	11
479	исследования в	2	11
480	в пределах	2	11
481	и наконец	3	11
482	есть не	10	11
483	является для	3	10
484	друг на	1	10
485	в основу	1	10
486	что именно	1	10
487	внимание на	4	10
488	бы что	3	10
489	в следующем	1	10
490	но для	3	10
491	о которых	6	10
492	что такое	23	10
493	в случае	5	10
494	одного из	2	10
495	опирается на	1	10
496	не совпадает	2	10
497	на друга	1	10
498	мы называем	2	10
499	у нас	31	10
500	что является	1	10
501	перейти к	4	10
502	и может	2	10
503	но вместе	1	10
504	числе и	2	10
505	или иной	8	10
506	указывает на	16	10
507	из всех	1	10
508	и которые	6	10
509	речь идет	2	10
510	нами выше	1	10
511	и значение	4	10
512	но этот	1	10
513	самом начале	1	10
514	у животных	1	10
515	что его	4	10
516	учение о	5	10
517	вопроса о	3	10
518	здесь мы	1	10
519	речевой деятельности	1	10
520	если не	6	10
521	связаны между	2	10
522	относится к	6	10
523	и слово	1	10
524	мышления а	1	10
525	том числе	2	10
526	чем он	1	10
527	что внутренняя	1	10
528	в нашей	3	10
529	и до	3	9
530	теории и	4	9
531	по одному	1	9
532	собственной мысли	1	9
533	под влиянием	1	9
534	той или	10	9
535	более или	7	9
536	должны быть	2	9
537	в тех	2	9
538	целом и	1	9
539	друг к	2	9
540	этого понятия	2	9
541	оно не	6	9
542	других понятий	1	9
543	и заключается	2	9
544	и поэтому	2	9
545	оно является	1	9
546	мы хотели	1	9
547	не представляет	1	9
548	что же	18	9
549	к предмету	3	9
550	может не	1	9
551	естественно что	2	9
552	но эта	3	9
553	сама по	6	9
554	этого вопроса	1	9
555	также и	22	9
556	а по	1	9
557	не с	1	9
558	в плане	2	9
559	место в	2	9
560	в момент	2	9
561	к этой	2	9
562	он имеет	1	9
563	всех тех	1	9
564	только для	3	9
565	как только	3	9
566	больше чем	2	9
567	говорить о	14	9
568	то как	1	9
569	как оно	3	9
570	в системе	3	9
571	не то	4	9
572	и притом	6	9
573	представляется нам	2	9
574	к частному	1	9
575	мы в	4	9
576	мы говорим	3	9
577	оно есть	1	9
578	еще в	2	9
579	совершенно не	7	9
580	такого рода	20	9
581	он может	1	9
582	хотя и	8	9
583	в самой	3	9
584	переход к	1	9
585	но с	2	9
586	или в	5	9
587	должен быть	1	9
588	само по	1	9
589	не как	2	8
590	о котором	4	8
591	которая не	1	8
592	предметов и	7	8
593	и те	2	8
594	уже и	6	8
595	нет никаких	2	8
596	уже по	2	8
597	своей структуре	1	8
598	эти три	1	8
599	в эту	2	8
600	этого факта	1	8
601	этот путь	1	8
602	сам по	7	8
603	поэтому в	2	8
604	отдельных предметов	1	8
605	понятий как	1	8
606	в течение	1	8
607	понятия а	1	8
608	еще один	1	8
609	все равно	7	8
610	образом в	1	8
611	на одном	2	8
612	чем мы	2	8
613	только и	5	8
614	относятся к	3	8
615	слова или	1	8
616	и тому	1	8
617	мы наблюдаем	2	8
618	не являются	8	8
619	действительности и	5	8
620	известно что	1	8
621	к другой	1	8
622	к проблеме	1	8
623	и внутренней	1	8
624	с понятиями	1	8
625	отношений и	1	8
626	не мог	1	8
627	в заключение	1	8
628	не возникает	2	8
629	собой и	3	8
630	же самую	1	8
631	значением слова	3	8
632	во внимание	2	8
633	себе и	2	8
634	остается в	1	8
635	его развития	1	8
636	и др	2	8
637	во время	1	8
638	не на	4	8
639	должен был	1	8
640	том как	2	8
641	со стороны	2	8
642	одним и	3	8
643	это понятие	1	8
644	и тогда	2	8
645	что я	1	8
646	связан с	1	8
647	в более	1	8
648	этой области	5	8
649	тому чтобы	2	8
650	речи по	1	8
651	нисколько не	3	8
652	только то	6	8
653	еще на	1	8
654	что не	8	8
655	в известной	2	8
656	в таком	18	7
657	и сам	3	7
658	слова с	1	7
659	предмета и	5	7
660	знаем что	2	7
661	он сам	2	7
662	это обстоятельство	3	7
663	больше и	2	7
664	оно имеет	1	7
665	в общем	5	7
666	всех этих	11	7
667	прямо и	1	7
668	понятие и	2	7
669	содержит в	7	7
670	и делает	3	7
671	мы остановимся	1	7
672	говорили что	2	7
673	его и	1	7
674	в значительной	2	7
675	у них	1	7
676	находятся в	2	7
677	исследования мы	3	7
678	ничего кроме	1	7
679	для всего	2	7
680	этой ступени	1	7
681	возможно только	2	7
682	мере в	2	7
683	с первого	2	7
684	на один	2	7
685	этому поводу	5	7
686	имеет свою	1	7
687	решающую роль	1	7
688	все больше	1	7
689	же в	5	7
690	это в	3	7
691	которой мы	1	7
692	случае в	1	7
693	эта теория	4	7
694	которая в	1	7
695	но тем	1	7
696	образом и	3	7
697	из нее	1	7
698	за ним	1	7
699	в жизни	3	7
700	которые являются	3	7
701	что оба	1	7
702	не существует	12	7
703	которой он	4	7
704	представления о	1	7
705	что речь	1	7
706	слово не	1	7
707	к общему	1	7
708	от действительности	1	7
709	метод исследования	1	7
710	речи или	1	7
711	понятий для	1	7
712	общего с	10	7
713	и особенно	4	7
714	во втором	1	7
715	его с	1	7
716	должна быть	2	7
717	с внешней	1	7
718	общего к	1	7
719	не имеют	6	7
720	при помощи	21	7
721	без всякого	5	7
722	значении слова	2	7
723	ничем не	2	7
724	здесь в	4	7
725	сознания и	4	7
726	общности и	2	7
727	это слово	1	7
728	а также	6	7
729	случае не	6	7
730	но по	2	7
731	он говорит	2	7
732	с понятием	3	7
733	признать что	1	7
734	одновременно с	1	7
735	нас что	1	6
736	только один	3	6
737	понятий этот	1	6
738	же предмет	1	6
739	до самого	1	6
740	и другим	2	6
741	к ней	1	6
742	уже не	9	6
743	ко всей	1	6
744	раз и	13	6
745	что всякое	2	6
746	это же	1	6
747	нечто такое	1	6
748	для данного	1	6
749	с другим	1	6
750	что их	4	6
751	указывают на	2	6
752	в отдельных	1	6
753	и мы	1	6
754	эти функции	1	6
755	нас сейчас	2	6
756	этот вывод	2	6
757	в каждом	1	6
758	наше исследование	1	6
759	нашего сознания	3	6
760	тот момент	1	6
761	значение и	7	6
762	последнего времени	1	6
763	следующем виде	1	6
764	и самый	3	6
765	том и	1	6
766	и логики	2	6
767	ни на	5	6
768	бы и	5	6
769	и больше	2	6
770	нет и	5	6
771	начиная с	1	6
772	только потому	4	6
773	речи всегда	1	6
774	установить в	1	6
775	а это	5	6
776	себе что	4	6
777	при исследовании	1	6
778	или даже	3	6
779	бы мы	5	6
780	в условиях	2	6
781	и таким	1	6
782	и вообще	13	6
783	которая как	1	6
784	само собой	3	6
785	в разговоре	1	6
786	что было	2	6
787	находим в	1	6
788	момента в	1	6
