N	3gram	Losev_Prob	StatiiOP
1	в том что	7	47
2	и т д	12	32
3	о том что	16	29
4	в этом отношении	2	24
5	для того чтобы	9	19
6	до сих пор	6	19
7	и т п	1	19
8	с точки зрения	3	14
9	с другой стороны	7	13
10	во всяком случае	11	13
11	то обстоятельство что	1	11
12	не может быть	5	11
13	в самом деле	4	9
14	вместе с тем	2	9
15	на то что	12	9
16	в то же	4	9
17	дело в том	3	9
18	можно было бы	4	9
19	тем не менее	25	8
20	к тому что	1	8
21	на самом деле	6	8
22	не только в	3	8
23	в конце концов	11	7
24	в этой области	5	7
25	в данном случае	10	7
26	по этому поводу	5	7
27	но все же	1	7
28	статьи в и	1	7
29	заключается в том	2	7
30	в то время	2	7
31	и в этом	5	7
32	так же как	2	6
33	в этом смысле	8	6
34	так и в	2	6
35	том что в	2	6
36	не только не	4	6
37	по крайней мере	8	6
38	вопрос о том	2	6
39	то время как	2	5
40	в том же	1	5
41	в своей статье	1	5
42	с тем что	2	5
43	но и в	3	5
44	тем что в	2	5
45	в том чтобы	1	5
46	как раз в	1	5
47	что же касается	3	5
48	то что в	4	5
49	с самого начала	2	5
50	обратить внимание на	1	5
51	то что он	3	4
52	так или иначе	7	4
53	сами по себе	5	4
54	с одной стороны	4	4
55	ничего общего с	9	4
56	что в этой	1	4
57	в связи с	7	4
58	но это не	1	4
59	того или иного	6	4
60	в это время	1	4
61	и в самом	2	4
62	иметь в виду	4	4
63	и в том	1	4
64	на эту тему	2	4
65	на себя внимание	1	3
66	может быть это	1	3
67	имеет ничего общего	4	3
68	это не значит	1	3
69	только потому что	3	3
70	о том как	2	3
71	и в этих	1	3
72	можно сказать что	6	3
73	то или иное	2	3
74	говоря уже о	5	3
75	в том числе	2	3
76	не значит что	1	3
77	более или менее	7	3
78	можно судить по	1	3
79	не имеет ничего	4	3
80	это не просто	1	3
81	таким образом в	1	3
82	а с другой	1	3
83	к тому же	1	3
84	это слово в	1	3
85	на этот раз	2	3
86	бы то ни	2	3
87	ни для кого	1	3
88	в нашей стране	1	3
89	в течение всей	1	3
90	и тем не	8	3
91	и тем же	2	3
92	и только в	2	3
93	только в том	4	3
94	в известном смысле	1	3
95	вовсе не только	1	3
96	в каком смысле	1	3
97	не говоря уже	6	3
98	одним и тем	2	3
99	во всех этих	2	3
100	в этом случае	6	3
101	в первую очередь	1	3
102	всяком случае не	1	3
103	а вовсе не	1	3
104	удивляться тому что	1	2
105	но то что	1	2
106	и на этот	1	2
107	и в данном	2	2
108	ни в каком	7	2
109	и в другом	1	2
110	но вместе с	1	2
111	и в результате	1	2
112	в той или	1	2
113	хотя бы и	3	2
114	а то что	2	2
115	судить по тому	1	2
116	об этом не	1	2
117	и пр но	1	2
118	эту тему в	1	2
119	а между тем	1	2
120	в данном месте	1	2
121	о том кто	1	2
122	в зависимости от	1	2
123	между тем как	1	2
124	том числе и	2	2
125	если бы мы	1	2
126	точно так же	7	2
127	нельзя сказать что	2	2
128	и в то	1	2
129	в каждом отдельном	1	2
130	а потому что	1	2
131	и в других	3	2
132	только в виде	1	2
133	что в этом	1	2
134	если не считать	1	2
135	не может не	1	2
136	которая была бы	1	2
137	а не в	1	2
138	то же самое	9	2
139	вовсе не является	6	2
140	только тогда когда	4	2
141	при таком положении	1	2
142	уже о том	1	2
143	а также и	2	2
144	сам по себе	7	2
145	внимание на то	2	2
146	таком положении дела	1	2
147	тому что в	1	2
148	т д и	4	2
149	в этих словах	1	2
150	той или иной	5	2
151	является не только	1	2
152	вообще не существует	2	2
153	в чем же	1	2
154	и что он	1	2
155	в одно целое	2	2
156	он не может	1	2
157	пушкина что же	1	2
158	нет и речи	1	2
