N	2gram	Ircho_Kome	Vladivir
1	и в	37	116
2	с ]	1	105
3	то что	5	71
4	и не	28	67
5	у него	10	65
6	не только	13	65
7	в этом	18	53
8	в том	24	52
9	том что	22	51
10	что в	11	48
11	но и	18	47
12	с п	2	45
13	в конце	14	41
14	в его	12	40
15	и с	5	39
16	и даже	6	36
17	сказать что	4	36
18	там же	1	35
19	так что	7	35
20	же с	1	34
21	потому что	19	33
22	что он	15	32
23	не может	9	31
24	о том	21	30
25	только в	3	30
26	как мы	6	29
27	никогда не	5	29
28	для него	1	29
29	вовсе не	6	27
30	а в	12	27
31	не было	6	26
32	а к	1	25
33	в себе	4	25
34	но в	7	25
35	в то	14	25
36	и его	10	25
37	а также	3	24
38	точки зрения	8	23
39	он не	11	23
40	может быть	14	23
41	что же	2	23
42	кроме того	1	22
43	он был	6	22
44	ни в	14	22
45	так как	16	22
46	об этом	12	22
47	в своей	6	21
48	вместе с	16	21
49	а именно	1	20
50	и что	8	20
51	в своем	9	20
52	для нас	7	20
53	прежде всего	7	20
54	не менее	9	19
55	в дальнейшем	5	19
56	по поводу	1	19
57	как раз	9	19
58	тем не	3	19
59	таким образом	16	19
60	в течение	3	19
61	так и	4	19
62	и потому	2	19
63	как и	10	18
64	не мог	2	18
65	не в	7	18
66	не был	2	18
67	хотя и	6	18
68	как это	5	18
69	с его	6	18
70	то это	5	17
71	что и	12	17
72	в этой	7	17
73	едва ли	16	17
74	и если	3	17
75	а не	5	17
76	у нас	1	17
77	все же	9	16
78	к тому	11	16
79	для себя	1	16
80	и все	6	16
81	было бы	7	16
82	того что	1	16
83	в котором	6	16
84	и к	4	15
85	то же	14	15
86	в своих	4	15
87	под названием	3	15
88	к этому	11	15
89	в эти	1	15
90	несмотря на	7	15
91	в связи	4	15
92	до конца	4	15
93	это было	1	15
94	того же	9	14
95	в с	2	14
96	все эти	1	14
97	тут же	8	14
98	его жизни	2	14
99	мы уже	1	14
100	и на	6	14
101	уже в	3	14
102	и как	3	14
103	во всем	2	13
104	в результате	2	13
105	с тем	6	13
106	можно сказать	1	13
107	так же	8	13
108	не просто	1	13
109	на этот	6	13
110	и от	3	13
111	то время	3	13
112	да и	3	13
113	дело в	1	13
114	жизни и	1	13
115	по себе	1	12
116	только на	1	12
117	и это	4	12
118	и у	4	12
119	и по	3	12
120	в нем	8	12
121	то в	1	12
122	если не	7	12
123	всяком случае	3	12
124	ничего не	6	12
125	во всяком	3	12
126	связи с	5	12
127	при этом	11	11
128	него в	3	11
129	более или	2	11
130	всякого рода	3	11
131	хотя бы	5	11
132	тому же	11	11
133	в которой	6	11
134	я не	4	11
135	на то	3	11
136	он уже	1	11
137	и здесь	11	11
138	в основном	1	11
139	никак не	2	11
140	в отношении	4	11
141	еще в	1	11
142	все это	7	11
143	или менее	2	11
144	мы должны	1	11
145	не очень	1	11
146	и о	3	11
147	конце концов	3	11
148	в самом	17	10
149	даже в	3	10
150	вот что	1	10
151	что все	1	10
152	такого рода	2	10
153	с точки	6	10
154	в качестве	4	10
155	что его	10	10
156	можно было	3	10
157	что для	7	10
158	отнюдь не	5	10
159	к нему	8	10
160	с ним	10	10
161	еще не	10	10
162	которую он	3	10
163	в истории	2	10
164	здесь не	2	10
165	он и	5	10
166	о нем	1	10
167	в ней	7	10
168	но не	9	10
169	и был	2	9
170	о чем	11	9
171	и сам	11	9
172	с этим	5	9
173	смысле слова	1	9
174	с другой	5	9
175	мы знаем	2	9
176	и притом	1	9
177	но он	3	9
178	но как	1	9
179	а с	2	9
180	не будет	2	9
181	мы будем	1	9
182	из этого	2	9
183	в начале	5	9
184	это время	2	9
185	отношения к	2	9
186	что мы	4	9
187	это не	3	9
188	же время	12	9
189	по существу	4	9
190	этот раз	2	9
191	что касается	5	9
192	можно судить	1	9
193	в целом	4	9
194	с этой	5	8
195	не столько	3	8
196	в этих	2	8
197	тем что	12	8
198	в это	2	8
199	можно считать	2	8
200	в этот	1	8
201	конечно не	4	8
202	себя в	3	8
203	и он	5	8
204	в смысле	2	8
205	в чем	7	8
206	и особенно	2	8
207	как в	4	8
208	со стороны	16	8
209	свое время	1	8
210	после смерти	1	8
211	как бы	7	8
212	и для	7	8
213	тот же	11	8
214	течение всей	1	8
215	и я	3	8
216	когда он	5	8
217	из этих	2	8
