N	2gram	Losev_Prob	VLabPisa
1	таким образом	20	32
2	в этом	31	29
3	не только	28	26
4	и в	48	26
5	и т	2	25
6	может быть	11	23
7	и не	29	20
8	хотя бы	11	20
9	художественного творчества	10	19
10	не может	6	17
11	т д	1	16
12	в его	19	15
13	в том	25	15
14	этом отношении	4	14
15	в силу	6	14
16	все это	8	13
17	прежде всего	15	13
18	в качестве	9	12
19	вот что	4	12
20	л толстой	1	12
21	в частности	5	12
22	как это	5	12
23	что в	12	11
24	представляет собою	3	11
25	с другой	8	11
26	из них	4	11
27	то же	6	10
28	не могут	3	10
29	в художественном	2	10
30	о том	17	10
31	но и	21	10
32	по этому	5	10
33	и др	1	10
34	для него	2	9
35	об этом	11	9
36	он пишет	2	9
37	т п	1	9
38	к этому	2	9
39	могут быть	2	8
40	творчества в	1	8
41	говорит и	1	8
42	другой стороны	8	8
43	только в	21	8
44	по словам	2	8
45	художника и	1	8
46	все эти	12	8
47	вместе с	15	8
48	том что	29	8
49	было бы	12	8
50	в своем	16	8
51	это не	8	7
52	говорит о	9	7
53	в году	9	7
54	не было	4	7
55	по отношению	2	7
56	тому что	2	7
57	как и	10	7
58	их в	1	7
59	действительности и	4	7
60	во всех	2	7
61	а не	7	7
62	этому поводу	4	7
63	то что	26	7
64	главным образом	1	7
65	отношению к	2	7
66	же в	4	7
67	в нем	8	7
68	из этих	2	7
69	один из	2	6
70	художественное творчество	5	6
71	думается что	1	6
72	у него	13	6
73	более или	1	6
74	в порядке	1	6
75	все же	12	6
76	идеи и	1	6
77	это и	4	6
78	бы и	1	6
79	в искусстве	2	6
80	не в	16	6
81	между тем	2	6
82	так и	15	6
83	художественного произведения	1	6
84	в себе	7	6
85	или менее	1	6
86	том же	2	6
87	л толстого	1	6
88	и его	11	6
89	в то	6	6
90	образы и	1	5
91	художественный образ	4	5
92	даже в	2	5
93	в результате	11	5
94	в их	4	5
95	в них	5	5
96	связи с	11	5
97	одним из	1	5
98	к тому	7	5
99	перед нами	14	5
100	не является	2	5
101	он говорит	2	5
102	на основе	1	5
103	вот почему	1	5
104	и при	2	5
105	в одном	6	5
106	же время	1	5
107	как бы	10	5
108	сказать что	13	5
109	и есть	4	5
110	никогда не	7	5
111	в самом	7	4
112	ее в	2	4
113	только что	2	4
114	в ее	6	4
115	как раз	7	4
116	можно сказать	10	4
117	не обходится	2	4
118	что для	2	4
119	в этой	14	4
120	в единстве	1	4
121	что все	1	4
122	что он	12	4
123	равно как	2	4
124	в виду	3	4
125	по существу	2	4
126	в романе	2	4
127	с тем	7	4
128	с ними	1	4
129	в своей	29	4
130	является не	2	4
131	одном из	1	4
132	художественных образов	3	4
133	силу этого	1	4
134	должен быть	2	4
135	с его	3	4
136	для его	1	4
137	в связи	11	4
138	это только	1	4
139	когда он	3	4
140	же говорит	1	4
141	в нашей	3	4
142	их и	1	4
143	в сознании	3	4
144	из его	1	4
145	не удивительно	1	4
146	рассказывает о	1	4
147	по поводу	2	4
148	отнюдь не	14	4
149	и ее	2	4
150	и к	9	3
151	что они	4	3
152	данного произведения	1	3
153	что оно	2	3
154	и он	5	3
155	что у	6	3
156	этой области	1	3
157	удивительно что	2	3
158	мы имеем	3	3
159	того что	8	3
160	никак не	10	3
161	но как	3	3
162	утверждает что	1	3
163	со своим	1	3
164	что и	8	3
165	у нас	17	3
166	творчество как	1	3
167	сводится к	1	3
168	его в	9	3
169	в форме	1	3
170	творчества и	1	3
171	если бы	2	3
172	или в	7	3
173	это мы	2	3
174	именно в	11	3
175	в конце	10	3
176	например в	1	3
177	разума и	2	3
178	видно из	1	3
179	момент в	1	3
180	этого типа	1	3
181	и как	10	3
182	же и	2	3
183	не столь	3	3
184	том как	2	3
185	и художественного	1	3
186	мира и	5	3
187	что пишет	2	3
188	вовсе не	18	3
189	бы в	2	3
190	при создании	1	3
191	с этим	3	3
192	а в	8	3
193	что не	3	3
194	как о	6	3
195	в котором	5	3
196	даже и	11	3
197	она не	1	3
198	в противоположность	3	3
199	говорить не	1	3
200	в значительной	3	3
201	пишет о	1	3
202	его не	3	3
203	но даже	6	3
204	того чтобы	3	3
205	в работе	1	3
206	для того	4	3
207	и их	7	3
208	всех других	1	3
209	как он	2	3
210	вслед за	2	3
211	далеко не	6	3
212	этот вопрос	1	3
213	так же	7	3
214	при помощи	12	3
215	человека и	4	3
216	при всем	3	3
217	как на	1	3
218	нет и	3	3
219	и от	7	3
220	точки зрения	17	3
221	жизни и	7	3
222	и по	2	3
223	значительной мере	3	3
224	всех этих	3	3
225	а н	3	3
226	мы видели	2	3
227	в особенности	1	2
228	и весь	2	2
229	только не	1	2
230	все его	1	2
231	том чтобы	3	2
232	писателя и	1	2
233	и этот	1	2
234	из которых	2	2
235	о наличии	1	2
236	они и	2	2
237	нет ни	4	2
238	они не	3	2
239	достоевского и	1	2
240	если в	2	2
241	также что	1	2
242	этот труд	1	2
243	должно быть	1	2
244	того как	5	2
245	зависит от	1	2
246	с одной	5	2
247	том числе	2	2
