N	3gram	Tiupa_Disk	Problemy
1	то же время	9	26
2	в то же	7	26
3	с точки зрения	3	25
4	по отношению к	13	18
5	в этом смысле	1	16
6	на самом деле	1	15
7	не может быть	5	14
8	в большинстве случаев	2	12
9	до сих пор	1	10
10	в самом деле	1	9
11	с другой стороны	4	9
12	с самого начала	2	9
13	во всяком случае	2	9
14	в том что	18	8
15	и не может	3	8
16	и в то	2	7
17	как раз и	1	7
18	между тем как	1	6
19	в отличие от	12	6
20	к чужому слову	1	6
21	как и все	1	6
22	том что он	1	6
23	в той или	1	5
24	хотя бы и	1	5
25	сам по себе	1	5
26	к тому же	4	5
27	той или иной	6	5
28	по крайней мере	3	5
29	а не как	2	5
30	но все же	1	5
31	подобно тому как	4	5
32	он не может	1	4
33	тем не менее	1	4
34	друг на друга	1	4
35	сами по себе	2	4
36	так и в	4	4
37	более или менее	2	4
38	и прежде всего	2	4
39	о том что	8	4
40	как и в	3	4
41	в этом отношении	4	4
42	все то что	1	3
43	можно сказать что	3	3
44	и то же	2	3
45	но при этом	3	3
46	каждый из них	2	3
47	даже в пределах	1	3
48	в данном случае	6	3
49	в том и	1	3
50	на то что	1	3
51	большей или меньшей	2	3
52	того и другого	1	3
53	в большей или	1	3
54	то все же	1	3
55	как мы видели	1	3
56	одно и то	2	3
57	или меньшей степени	1	3
58	в этом случае	3	3
59	тем что он	2	3
60	что он не	1	2
61	уст в уста	1	2
62	время от времени	1	2
63	но все эти	1	2
64	как будто бы	2	2
65	точка зрения на	1	2
66	и другого в	1	2
67	и в другом	1	2
68	оно стремится к	1	2
69	в свою очередь	3	2
70	как и всякое	2	2
71	зрения на него	1	2
72	дело в том	3	2
73	друг от друга	1	2
74	в такой же	1	2
75	двух точек зрения	1	2
76	вместе с тем	1	2
77	не согласиться с	1	2
78	в чем не	1	2
79	в том или	1	2
80	до настоящего времени	1	2
81	но в этом	1	2
82	а не в	2	2
83	то же самое	2	2
84	с другим на	1	2
85	только то что	2	2
86	прежде всего как	1	2
87	что он ничего	2	2
88	том и в	1	2
89	не столько в	1	2
90	как точка зрения	1	2
91	что же касается	4	2
92	в целом ряде	1	2
93	то что в	1	2
94	в значительной степени	3	2
95	не только в	2	2
96	к той же	1	2
97	и в том	1	2
98	из уст в	1	2
99	в этом последнем	1	2
100	прежде всего в	2	2
101	и в большинстве	1	2
102	ни в чем	1	2
103	одной стороны и	3	1
104	и как бы	5	1
105	быть и он	1	1
106	на всем протяжении	1	1
107	а потому и	1	1
108	говорит не о	1	1
109	в этом направлении	1	1
110	и даже не	1	1
111	своем собственном мире	1	1
112	он как бы	1	1
113	отношению к самому	1	1
114	о том как	1	1
115	до известной степени	2	1
116	в известной степени	1	1
117	в том числе	3	1
118	в частности на	1	1
119	они и не	1	1
120	во всех его	1	1
121	и решал в	1	1
122	ставил и решал	1	1
123	заключает в себе	1	1
124	в котором он	1	1
125	не только его	1	1
126	к своему герою	1	1
127	но в таком	1	1
128	героя а его	1	1
129	при всей ее	1	1
130	не в том	3	1
131	потому что в	2	1
132	не совпадает с	1	1
133	и столь же	1	1
134	в строгом смысле	1	1
135	героя никогда не	1	1
136	в таком случае	1	1
137	одного и того	4	1
138	высказывания и в	1	1
139	точки зрения автора	1	1
140	то что может	1	1
141	точки зрения именно	1	1
142	на себя самого	1	1
143	и на протяжении	1	1
144	для правильного понимания	1	1
145	в этом пункте	1	1
146	том числе и	3	1
147	в теоретическом смысле	1	1
148	в полной мере	1	1
149	в нем нет	1	1
150	в этом мире	2	1
151	тех или иных	1	1
152	точкой зрения на	1	1
153	и в форме	2	1
154	в пределах одной	1	1
155	к другому что	1	1
156	для своего времени	1	1
157	его жизненного пути	1	1
158	по себе не	2	1
159	а в том	2	1
160	пока еще в	1	1
161	и того же	4	1
162	которая может быть	1	1
163	и каждый из	1	1
164	становления и роста	1	1
165	могла бы быть	2	1
166	в связи с	1	1
167	в произведении и	1	1
168	чужой речи и	2	1
169	к которому он	1	1
170	лицом к лицу	2	1
171	точки зрения на	1	1
172	или во всяком	1	1
173	перед нами не	1	1
174	а не только	2	1
175	в равной степени	2	1
176	на первый взгляд	1	1
177	в своем творчестве	1	1
178	о мире как	1	1
179	литературного жанра в	1	1
180	в себе вопрос	1	1
181	всех его разновидностях	1	1
182	может и не	1	1
183	при этом слово	1	1
184	в другом и	1	1
185	отношение к своему	1	1
186	того или иного	2	1
187	но прежде всего	1	1
188	в известном смысле	1	1
189	и в позднейшем	1	1
190	прежде всего на	1	1
191	предмет о котором	1	1
192	в целом его	1	1
193	в себе как	1	1
194	обратим внимание на	1	1
195	громадное значение в	1	1
196	заключается в том	1	1
197	эпохи и при	1	1
198	не было и	1	1
199	и в особенности	2	1
200	в другом месте	1	1
201	в которой он	1	1
202	прямого авторского слова	1	1
203	и на его	1	1
204	том или ином	1	1
205	имеет громадное значение	1	1
206	человека с его	1	1
207	к одному из	1	1
208	в котором они	1	1
209	времени и пространства	2	1
210	в этом диалоге	1	1
211	место в творчестве	1	1
212	уже как бы	1	1
213	между двумя пределами	1	1
214	к самому герою	1	1
215	не может стать	1	1
216	то что они	1	1
217	и их взаимоотношения	1	1
218	в противном случае	1	1
219	это еще не	2	1
220	же время и	2	1
221	тому как в	1	1
222	на которых зиждется	1	1
223	вопрос на который	1	1
224	во мне как	1	1
225	но в большинстве	1	1
226	при всей их	1	1
227	которое как и	1	1
228	говорит об этом	1	1
229	что каждый из	1	1
230	именно в том	1	1
231	и именно в	1	1
232	выходе за пределы	1	1
233	и то что	2	1
234	в своем собственном	1	1
235	тем или иным	1	1
236	не могут быть	1	1
237	между рассказом и	1	1
238	та или иная	1	1
239	слово не становится	1	1
240	с одной стороны	12	1
241	в другом случае	1	1
242	героя в этом	1	1
243	в следующей главе	1	1
244	но для этого	1	1
245	это и есть	1	1
246	также и в	1	1
247	это прежде всего	3	1
248	и про себя	1	1
