1	с другой стороны	9	17
2	в этих случаях	2	12
3	с одной стороны	9	11
4	не только в	8	9
5	о том что	15	9
6	здесь мы имеем	2	8
7	мы имеем в	1	7
8	в тех случаях	2	7
9	в том что	25	7
10	в данном случае	14	7
11	вместе с тем	1	6
12	тех случаях когда	2	6
13	всех этих случаях	1	6
14	во всех этих	1	6
15	что у него	1	5
16	на первый взгляд	2	5
17	не может быть	19	5
18	в этом случае	5	4
19	в то время	1	4
20	мы видим что	1	4
21	но и в	5	4
22	до сих пор	2	4
23	от отца к	1	4
24	тем не менее	6	4
25	после того как	1	4
26	с этой стороны	1	4
27	отца к сыну	1	4
28	так и в	1	3
29	этой точки зрения	2	3
30	более или менее	2	3
31	по отношению к	18	3
32	во всяком случае	7	3
33	в ответ на	4	3
34	на этот вопрос	2	3
35	в зависимости от	3	3
36	о том как	1	3
37	как и в	8	3
38	и вместе с	1	3
39	можно было бы	2	3
40	что и в	1	3
41	дело не в	3	3
42	тестя к зятю	1	3
43	с этой точки	2	3
44	от тестя к	1	3
45	этого мотива в	1	2
46	но и на	1	2
47	это происходит в	1	2
48	между прочим и	1	2
49	другой стороны и	1	2
50	как это происходит	1	2
51	так или иначе	6	2
52	то и другое	1	2
53	приводит нас к	1	2
54	и здесь мы	1	2
55	на передний план	1	2
56	в том-то и	1	2
57	перед нами как	1	2
58	а в том	3	2
59	может быть понят	1	2
60	не знаю что	2	2
61	ответ на вопрос	1	2
62	в том чтобы	9	2
63	в одной из	2	2
64	точно так же	1	2
65	больше и больше	1	2
66	данном случае это	1	1
67	этих случаях оказывается	1	1
68	однако все эти	1	1
69	в обоих случаях	2	1
70	уже не может	1	1
71	к объяснению которое	1	1
72	в таких условиях	1	1
73	на вопрос о	1	1
74	однако и в	1	1
75	в таких случаях	2	1
76	и не в	4	1
77	но не может	1	1
78	никак не может	1	1
79	как и вся	1	1
80	в противоречие с	2	1
81	в свое время	7	1
82	сама по себе	4	1
83	в полном соответствии	2	1
84	как бы с	1	1
85	и те же	3	1
86	более высокой ступени	1	1
87	в борьбе с	2	1
88	должны помнить что	1	1
89	друг с другом	2	1
90	все же не	1	1
91	жизнью и смертью	1	1
92	как если бы	2	1
93	между мифом и	1	1
94	он пошел дальше	1	1
