N	3gram	Potebnia_M	Narrotol
1	в том что	18	18
2	не только в	3	13
3	в отличие от	1	11
4	по отношению к	13	11
5	о том что	1	9
6	не может быть	11	8
7	тем не менее	10	8
8	то же время	3	8
9	в то же	3	8
10	в этом отношении	1	8
11	и тем самым	2	6
12	с одной стороны	6	6
13	для того чтобы	4	5
14	но при этом	1	5
15	в свою очередь	8	5
16	но и в	4	5
17	на самом деле	2	5
18	подобно тому как	7	5
19	и все же	1	5
20	к тому что	2	4
21	во всяком случае	7	4
22	в том как	4	3
23	заключает в себе	6	3
24	и не может	1	3
25	друг на друга	2	3
26	а в том	4	3
27	до сих пор	5	3
28	в первом случае	1	3
29	точно так же	1	3
30	в связи с	2	3
31	в ответ на	1	3
32	на то что	3	3
33	двух или нескольких	1	3
34	обратим внимание на	1	3
35	с точки зрения	3	3
36	дело в том	3	3
37	тогда как в	1	3
38	мере в какой	1	2
39	и в жизни	3	2
40	и не в	1	2
41	все то что	2	2
42	в той мере	1	2
43	и т п	4	2
44	не в том	6	2
45	собственно говоря и	1	2
46	более или менее	6	2
47	в таком случае	4	2
48	одного и того	6	2
49	что у него	1	2
50	сами по себе	8	2
51	в себе самом	1	2
52	а между тем	5	2
53	может быть не	4	2
54	на мой взгляд	1	2
55	той мере в	1	2
56	не только на	1	2
57	не только не	2	2
58	как если бы	1	2
59	и того же	6	2
60	мог бы быть	2	2
61	и потому что	2	2
62	мысль о том	1	2
63	не только от	1	2
64	в том смысле	7	2
65	но все же	2	2
66	времени и пространства	1	2
67	все же не	1	2
68	можно было бы	1	2
69	так же как	1	2
70	только потому что	3	2
71	в этом месте	1	2
72	не зависит от	1	2
73	что иное как	2	2
74	еще и потому	1	2
75	лишь в том	1	1
76	потому что я	1	1
77	одной стороны и	2	1
78	то и в	2	1
79	и тот же	1	1
80	и как бы	4	1
81	а не иначе	2	1
82	что и для	1	1
83	но в мире	1	1
84	имеют для них	1	1
85	вытекает непосредственно из	1	1
86	вслед за этим	1	1
87	по себе а	1	1
88	не могло бы	2	1
89	не только потому	1	1
90	о том как	1	1
91	том смысле что	2	1
92	то что он	1	1
93	на рубеже двух	1	1
94	в большинстве случаев	1	1
95	точки зрения но	1	1
96	рода но и	1	1
97	нам более или	1	1
98	на том что	1	1
99	в этом смысле	4	1
100	по сравнению с	1	1
101	в целом он	1	1
102	при этом что	1	1
103	свидетельствует не только	1	1
104	что они не	1	1
105	он вовсе не	1	1
106	не отличается от	1	1
107	то а не	1	1
108	а в чем-то	1	1
109	по всей вероятности	2	1
110	потому что в	5	1
111	друг от друга	3	1
112	могло бы быть	1	1
113	том виде в	1	1
114	виде в каком	1	1
115	когда в душе	1	1
116	нам только в	1	1
117	сам по себе	5	1
118	так и в	5	1
119	в ней не	1	1
120	того на что	1	1
121	но не только	1	1
122	что только в	1	1
123	в том случае	1	1
124	так а не	2	1
125	а не другое	2	1
126	с этой стороны	1	1
127	вопроса а как	1	1
128	таким образом что	2	1
129	останется для нас	1	1
130	само по себе	6	1
131	не о том	1	1
132	не могла бы	2	1
133	значении слова в	1	1
134	было для него	1	1
135	в разные времена	2	1
136	могут быть только	2	1
137	если же в	1	1
138	быть не только	1	1
139	потому что оно	1	1
140	и в других	1	1
141	то ни было	1	1
142	имеет место в	1	1
143	свою очередь не	1	1
144	а не в	1	1
145	между тем понятие	1	1
146	а не с	1	1
147	мере того как	6	1
148	только то что	1	1
149	выражается в слове	1	1
150	с другой стороны	7	1
151	бы то ни	2	1
152	из того что	2	1
153	во втором случае	1	1
154	и совершенно не	1	1
155	только в слове	1	1
156	это могло бы	1	1
157	не то что	1	1
158	имея в виду	1	1
159	было бы ошибочно	1	1
160	не мог бы	1	1
161	и потому не	1	1
162	может быть только	2	1
163	между ними не	1	1
164	и т д	6	1
165	одно из другого	1	1
166	том как он	1	1
167	прежде всего его	1	1
168	и тем не	1	1
169	то есть в	1	1
170	в слове и	1	1
171	вследствие этого в	1	1
172	в противном случае	3	1
173	при этом по	1	1
174	в живой речи	1	1
175	по крайней мере	6	1
176	не вытекает непосредственно	1	1
177	один и тот	1	1
178	и быть может	1	1
179	этой точки зрения	1	1
180	что же касается	1	1
181	что не только	3	1
182	как и в	3	1
183	не только к	1	1
184	жизни но и	1	1
185	и тем более	1	1
186	в то время	3	1
187	на этот вопрос	2	1
188	это все равно	1	1
189	как в жизни	1	1
190	не для того	1	1
191	пространство и время	1	1
192	прежде всего следует	1	1
193	мы тем не	1	1
194	и не только	1	1
195	не что иное	2	1
196	потому что на	3	1
197	слова должны были	1	1
198	том что именно	1	1
199	тогда как на	1	1
200	как мы видели	1	1
201	мы не знаем	1	1
202	что человек есть	2	1
203	но в действительности	1	1
204	по его словам	2	1
205	столь же мало	2	1
206	которое может быть	1	1
207	то время как	1	1
208	стало быть не	1	1
209	с самого начала	5	1
210	том что он	1	1
211	мы не видим	1	1
212	и что в	3	1
213	в его душе	1	1
214	предполагает не только	1	1
215	не может обойтись	2	1
216	не всегда может	1	1
217	но и самого	1	1
218	она может быть	1	1
219	том случае если	1	1
220	и не могло	1	1
221	по его мнению	4	1
222	том смысле как	1	1
223	никак не могло	1	1
224	том как именно	2	1
225	то что я	1	1
226	то что мы	2	1
227	в том виде	1	1
228	по мере того	6	1
229	внимания то есть	1	1
230	на том как	1	1
231	что и в	4	1
232	как на самом	1	1
233	с этой точки	2	1
234	мы не можем	2	1
235	то и не	1	1
236	сменяющие друг друга	1	1
237	но с другой	3	1
238	что с ним	1	1
239	если бы не	3	1
