N	4gram	Vygotskiy_	TeoriaLi
1	в то же время	1	8
2	состоит в том что	2	5
3	одного и того же	2	4
4	с этой точки зрения	3	2
5	и в самом деле	2	2
6	в том что он	2	2
7	одно и то же	3	2
8	бы то ни было	1	2
9	приводит к тому что	1	2
10	том что он не	1	1
11	в том что в	2	1
12	не что иное как	2	1
13	за минуту до этого	1	1
14	заключается в том что	6	1
15	так же точно и	2	1
16	с одной стороны и	1	1
17	находятся между собой в	1	1
18	то же разница в	1	1
19	а с другой стороны	3	1
20	что в основе его	1	1
21	брожу ли я вдоль	1	1
22	дело в том что	2	1
23	одним и тем же	3	1
24	никак не может быть	1	1
25	какой бы то ни	1	1
26	я вдоль улиц шумных	1	1
27	ли я вдоль улиц	1	1
28	мы имеем дело с	1	1
29	в конечном счете к	1	1
30	искусства и в частности	1	1
31	в том или ином	1	1
