N	2gram	Losev_Prob	VLabPisa
1	таким образом	13	32
2	в этом	25	29
3	не только	33	26
4	и в	62	26
5	и т	20	25
6	может быть	39	23
7	во сне	1	21
8	и не	56	20
9	хотя бы	6	20
10	объективной действительности	1	19
11	т е	1	18
12	не может	14	17
13	в процессе	2	17
14	т д	20	16
15	в его	10	15
16	в том	35	15
17	все это	9	13
18	прежде всего	13	13
19	в качестве	10	12
20	л толстой	3	12
21	в частности	4	12
22	как это	4	12
23	что в	11	11
24	представляет собою	2	11
25	с другой	14	11
26	из них	4	11
27	то же	23	10
28	не могут	1	10
29	в художественном	5	10
30	о том	14	10
31	но и	20	10
32	реальной действительности	1	10
33	и др	1	10
34	для него	4	9
35	об этом	7	9
36	к этому	2	9
37	могут быть	2	8
38	другой стороны	11	8
39	только в	33	8
40	на основании	2	8
41	все эти	14	8
42	вместе с	3	8
43	том что	25	8
44	ни один	1	8
45	было бы	14	8
46	в своем	7	8
47	произведения и	2	7
48	это не	10	7
49	говорит о	1	7
50	не было	6	7
51	тому что	5	7
52	как и	15	7
53	их в	2	7
54	действительности и	2	7
55	во всех	4	7
56	а не	28	7
57	то что	42	7
58	произведения в	2	7
59	художественное произведение	9	7
60	же в	6	7
61	в нем	13	7
62	из этих	1	7
63	произведения как	1	6
64	у него	1	6
65	более или	2	6
66	в порядке	3	6
67	все же	10	6
68	идеи и	4	6
69	это и	11	6
70	бы и	7	6
71	в искусстве	4	6
72	не в	21	6
73	так и	16	6
74	художественного произведения	14	6
75	в себе	23	6
76	или менее	2	6
77	в зависимости	3	6
78	л толстого	1	6
79	и его	12	6
80	в то	18	6
81	образы и	6	5
82	утверждать что	3	5
83	художественный образ	12	5
84	даже в	2	5
85	в результате	8	5
86	в их	2	5
87	в них	6	5
88	связи с	10	5
89	одним из	2	5
90	зависимости от	3	5
91	к тому	4	5
92	перед нами	8	5
93	не является	19	5
94	он говорит	1	5
95	на основе	1	5
96	и при	2	5
97	в одном	4	5
98	в пределах	3	5
99	как бы	11	5
100	в целом	9	5
101	сказать что	24	5
102	и есть	9	5
103	никогда не	7	5
104	в самом	4	4
105	ее в	2	4
106	только что	4	4
107	познания и	1	4
108	в ее	6	4
109	как раз	11	4
110	можно сказать	10	4
111	не обходится	2	4
112	что для	4	4
113	в этой	10	4
114	следующим образом	1	4
115	что все	2	4
116	что он	16	4
117	равно как	2	4
118	в виду	20	4
119	по существу	2	4
120	с тем	9	4
121	с ними	2	4
122	художественном произведении	3	4
123	в своей	8	4
124	является не	2	4
125	художественных образов	1	4
126	чем же	7	4
127	для его	4	4
128	в связи	9	4
129	это только	2	4
130	когда он	2	4
131	в нашей	4	4
132	них не	1	4
133	по поводу	3	4
134	отнюдь не	16	4
135	во время	3	4
136	и ее	7	4
137	образов и	4	4
138	у л	1	3
139	и к	9	3
140	что они	8	3
141	видели что	1	3
142	данного произведения	1	3
143	что оно	4	3
144	и он	3	3
145	что у	3	3
146	мы имеем	7	3
147	естественно что	1	3
148	того что	10	3
149	никак не	13	3
150	но как	6	3
151	со своим	2	3
152	что и	11	3
153	у нас	17	3
154	подобно тому	3	3
155	его в	4	3
156	мертвыми душами	1	3
157	если бы	9	3
158	или в	7	3
159	в другую	1	3
160	именно в	4	3
161	в конце	7	3
162	или иная	4	3
163	например в	1	3
164	видно из	1	3
165	у тургенева	2	3
166	момент в	1	3
167	этого типа	1	3
168	между ними	1	3
169	и как	4	3
170	в слове	4	3
171	же и	7	3
172	в которых	3	3
173	например что	1	3
174	и отдельных	1	3
175	явлений и	3	3
176	не столь	1	3
177	том как	4	3
178	и художественного	1	3
179	вовсе не	62	3
180	бы в	3	3
181	с этим	5	3
182	а в	9	3
183	что не	4	3
184	некоторые из	1	3
185	как о	6	3
186	в котором	3	3
187	даже и	33	3
188	она не	3	3
189	в противоположность	1	3
190	в значительной	2	3
191	его не	2	3
192	но даже	7	3
193	того чтобы	4	3
194	для того	5	3
195	тому как	2	3
196	а значит	1	3
197	отнюдь нет	1	3
198	так называемые	1	3
199	всех других	2	3
200	как он	2	3
201	далеко не	1	3
202	этот вопрос	3	3
203	так же	11	3
204	при помощи	13	3
205	человека и	1	3
206	образом не	1	3
207	как на	2	3
208	нет и	1	3
209	та или	4	3
210	это делает	1	3
211	образом в	2	3
212	значит и	4	3
213	и от	11	3
214	точки зрения	14	3
215	жизни и	7	3
216	что без	3	3
217	и по	3	3
218	значительной мере	2	3
219	всех этих	6	3
220	имеет свою	3	3
221	а н	1	3
222	мы видели	2	3
223	к сожалению	1	2
224	самом понятии	1	2
225	же о	4	2
226	отметить что	1	2
227	представить себе	5	2
228	и весь	2	2
229	только не	6	2
230	все его	1	2
231	том чтобы	1	2
232	писателя и	1	2
233	свой реальный	1	2
234	и этот	3	2
235	образов в	1	2
236	из которых	6	2
237	от его	4	2
238	они не	1	2
239	если в	1	2
240	самого себя	4	2
241	должно быть	1	2
242	зависит от	1	2
243	с одной	3	2
244	том числе	1	2
245	должна быть	1	2
246	это особенно	1	2
247	образа в	2	2
248	внимание на	2	2
249	тогда когда	1	2
250	смысле слова	19	2
251	своих героев	2	2
252	получает в	1	2
253	с нею	2	2
254	само собою	1	2
255	говорить о	7	2
256	да и	9	2
257	хотя и	9	2
258	подчеркнуть что	1	2
259	о чем	4	2
260	что при	5	2
261	после этого	1	2
262	в науке	1	2
263	что такое	4	2
264	представления об	1	2
265	н тихонов	1	2
266	для них	4	2
267	не столько	2	2
268	с другими	6	2
269	его от	3	2
270	представлений и	1	2
271	по себе	36	2
272	только очень	1	2
273	разобраться в	1	2
274	но с	2	2
275	в своих	2	2
276	и даже	21	2
277	и непосредственно	3	2
278	мертвые души	2	2
279	что ни	1	2
280	этой точки	2	2
281	и наконец	2	2
282	в которой	3	2
283	не о	2	2
284	а во-вторых	2	2
285	ни одна	2	2
286	до полного	1	2
287	что его	3	2
288	всех его	1	2
289	тургенева и	1	2
290	как об	1	2
291	что она	5	2
292	но не	6	2
293	в ней	12	2
294	но вот	4	2
295	каждом отдельном	1	2
296	вот это	2	2
297	между собою	5	2
298	в жизни	1	2
299	понимать как	4	2
300	стороны в	1	2
301	представляют собою	1	2
302	свидетельствуют о	1	2
303	к его	1	2
304	чего бы	2	2
305	по одному	2	2
306	же как	5	2
307	между прочим	4	2
308	что мы	12	2
309	на этом	1	2
310	не вполне	3	2
311	не менее	24	2
312	можно ли	8	2
313	только для	1	2
314	бы не	2	2
315	может не	1	2
316	образом по	1	2
317	отличается от	8	2
318	на то	6	2
319	у пушкина	9	2
320	диалектического развития	2	2
321	себе и	4	2
322	которая не	3	2
323	в чем	5	2
324	числе и	1	2
325	например как	2	2
326	собою и	1	2
327	человеческого познания	1	2
328	например у	1	2
329	говорит об	1	2
330	так например	1	2
331	могло бы	3	2
332	но к	2	2
333	сих пор	4	2
334	и отдельные	1	2
335	а для	1	2
336	не прав	1	2
337	от них	1	2
338	еще не	12	2
339	нам остается	1	2
340	даже самый	1	2
341	все они	5	2
342	иметь в	2	2
343	в каждом	1	2
344	во всяком	14	2
345	и потому	13	2
346	понятно что	1	2
347	еще и	10	2
348	того или	8	2
349	до сих	4	2
350	а к	2	2
351	в конкретной	1	2
352	а как	2	2
353	значит что	13	2
354	в целях	6	2
355	художественной структуры	3	2
356	то это	13	2
357	и заключается	1	2
358	в самых	3	2
359	же процесс	1	2
360	много и	2	2
361	всяком случае	8	2
362	одной стороны	2	2
363	относится к	4	2
364	также и	22	2
365	ту же	1	2
366	в другом	4	2
367	но то	1	2
368	искусства и	3	2
369	в стихотворении	2	2
370	не всегда	1	2
371	по крайней	9	2
372	оно является	1	2
373	могут не	1	2
374	из себя	5	2
375	формы и	3	2
376	одному тому	1	2
377	и может	4	2
378	лишь в	1	2
379	связана с	1	2
380	каждой из	2	2
381	не с	1	2
382	что многие	1	2
383	о своем	1	2
384	можно было	7	2
385	и художники	1	2
386	образами и	1	2
387	даже не	3	2
388	стороны и	3	2
389	и сам	6	2
390	только то	4	2
391	после всего	1	2
392	от того	2	2
393	действительность в	2	2
394	даже самая	1	2
395	знаем что	1	2
396	действительности на	1	2
397	пока еще	3	2
398	и процессов	1	2
399	как известно	1	2
400	на это	1	2
401	например не	2	2
402	и формы	1	2
403	он и	3	2
404	же самое	20	2
405	он в	3	2
406	и напряжения	1	2
407	будто бы	7	2
408	и никогда	1	2
409	и многих	2	2
410	заключается в	8	2
411	начиная с	1	2
412	и у	2	2
