N	4gram	Tiupa_Anal	Psycholo
1	заключается в том что	1	23
2	и в самом деле	1	19
3	одной и той же	1	12
4	с этой точки зрения	2	10
5	одно и то же	2	7
6	в том случае если	1	7
7	так же точно и	1	7
8	в том что он	2	7
9	до тех пор пока	1	6
10	в том и заключается	1	6
11	не что иное как	5	6
12	один и тот же	1	5
13	том и заключается что	1	4
14	одним и тем же	1	4
15	одного и того же	2	4
16	в собственном смысле слова	1	4
17	то же самое что	1	4
18	состоит в том что	6	4
19	одна и та же	1	4
20	никак не может быть	1	4
21	в то же время	7	3
22	и вместе с тем	1	3
23	несмотря на то что	1	3
24	не в том чтобы	3	3
25	ответ на этот вопрос	1	3
26	в том смысле что	1	3
27	мысль о том что	1	3
28	одни и те же	2	3
29	о том что искусство	1	3
30	в том или ином	3	3
31	может быть сведена к	1	2
32	в такой же мере	1	2
33	не может быть сведена	1	2
34	только в том что	1	2
35	и не может быть	4	2
36	на то что все	1	2
37	бы то ни было	3	2
38	же самое что и	1	2
39	приводит к тому что	1	2
40	в том и состоит	1	2
41	или во всяком случае	1	2
42	есть не что иное	4	2
43	той мере в какой	2	1
44	и разумное толкование которое	1	1
45	которая сама по себе	1	1
46	а не только в	1	1
47	произведению следует рассматривать при	1	1
48	в той мере в	2	1
49	от начала к концу	1	1
50	что в произведении искусства	1	1
51	тех или иных элементов	1	1
52	следует рассматривать при этом	1	1
53	не может быть признано	1	1
54	в той же мере	1	1
55	в коем случае не	2	1
56	существенная сторона искусства в	1	1
57	в таком случае в	1	1
58	заключается что и процессы	1	1
59	сторона искусства в том	1	1
60	всего романа в целом	1	1
61	ни в коем случае	2	1
62	до такой степени что	1	1
63	и эти два плана	1	1
64	и процессы его создания	1	1
65	что касается искусства то	1	1
66	и там и здесь	1	1
67	самая существенная сторона искусства	1	1
68	хотел сказать своим произведением	1	1
69	в самом деле как	1	1
70	этом как позднейшую рационализацию	1	1
71	том и состоит что	1	1
72	процессы пользования им оказываются	1	1
73	при этом как позднейшую	1	1
74	сказанного выше следует что	1	1
75	толкование которое дает художник	1	1
76	искусства в том и	2	1
77	что и процессы его	1	1
78	рассматривать при этом как	1	1
79	его создания и процессы	1	1
80	это означает что в	1	1
81	читатель тому или иному	1	1
82	и процессы пользования им	1	1
83	дает художник или читатель	1	1
84	процессы его создания и	1	1
85	в таком случае это	1	1
86	только тогда когда оно	1	1
87	или иному произведению следует	1	1
88	иному произведению следует рассматривать	1	1
89	в том что именно	1	1
90	к тому или иному	1	1
91	по крайней мере в	1	1
92	создания и процессы пользования	1	1
93	ведет к тому что	1	1
94	в том числе и	1	1
95	той точки зрения которая	1	1
96	и тот же самый	1	1
97	в самом деле в	1	1
98	но в таком случае	1	1
99	как мы постараемся сейчас	1	1
100	свидетельствует о том что	1	1
101	ни на что не	1	1
102	и заключается что и	1	1
103	в сущности сводится к	1	1
104	вместе с ним и	1	1
105	которое дает художник или	1	1
106	художник или читатель тому	1	1
107	разумное толкование которое дает	1	1
108	и в этом смысле	1	1
109	но это отнюдь не	1	1
110	какой бы то ни	2	1
111	мы имеем дело с	4	1
112	сознательное и разумное толкование	1	1
113	или читатель тому или	1	1
114	тому или иному произведению	1	1
115	этой точки зрения может	1	1
