N	4gram	Voloshinov	FransuaR
1	в то же время	6	55
2	но в то же	3	20
3	начала и до конца	1	14
4	дело в том что	1	13
5	и в то же	1	12
6	как мы уже сказали	1	11
7	на самом же деле	2	10
8	мы имеем в виду	1	5
9	то же время это	1	5
10	одной и той же	3	4
11	один и тот же	3	4
12	и не может быть	3	4
13	нет и не может	2	3
14	не что иное как	1	3
15	мы видим таким образом	1	3
16	есть не что иное	1	3
17	в настоящее время в	1	2
18	и в данном случае	1	2
19	мы уже знаем что	1	2
20	во всех странах европы	1	2
21	в то время когда	1	2
22	заключается в том что	2	2
23	бы то ни было	2	2
24	во всех этих явлениях	1	2
25	говорит о том что	1	2
26	до сих пор не	1	2
27	в целом ряде других	1	2
28	в узком смысле слова	2	2
29	ни в коем случае	1	2
30	мы можем сказать что	5	2
31	не может быть и	4	2
32	мы уже указывали что	1	2
33	или во всяком случае	1	2
34	может быть и речи	3	2
35	и по отношению к	1	2
36	какое же значение имеют	1	1
37	смысл и значение в	1	1
38	нет ничего удивительного в	1	1
39	с таким расчетом чтобы	1	1
40	на этом мы можем	1	1
41	что с точки зрения	1	1
42	это ни в чем	1	1
43	во всяком случае не	1	1
44	сводится к тому чтобы	1	1
45	не теряет своей силы	1	1
46	может быть конечно и	1	1
47	в гораздо большей степени	1	1
48	никогда и нигде не	1	1
49	не дает нам никакого	1	1
50	в данном случае в	1	1
51	на самом деле здесь	1	1
52	а также и те	1	1
53	в том что в	1	1
54	удивительного в том что	1	1
55	же нужно сказать и	1	1
56	и с помощью каких	1	1
57	тем не менее он	1	1
58	на первый план выдвигается	1	1
59	уже приходилось упоминать о	1	1
60	только то что может	1	1
61	подводя итоги мы можем	1	1
62	конечно с точки зрения	1	1
63	итоги мы можем сказать	1	1
64	и связанных с ними	2	1
65	этом мы можем закончить	1	1
66	о том что даже	1	1
67	одно и то же	1	1
68	тот же что и	1	1
69	во всяком случае в	1	1
70	нам уже приходилось упоминать	1	1
71	вступают между собой в	1	1
72	и связанное с ним	1	1
73	по ту сторону всего	1	1
74	как раз и не	2	1
75	помимо воли и сознания	1	1
76	не может быть конечно	1	1
77	в том что она	2	1
78	и пр и пр	2	1
79	то что мы называем	2	1
80	свой смысл и значение	1	1
81	дает нам никакого ответа	1	1
82	говорить в другом месте	1	1
83	имеет дело только с	1	1
84	не может быть отнесено	2	1
85	ничего удивительного в том	1	1
86	но даже и не	1	1
87	и тут и там	1	1
88	необходимо сказать несколько слов	1	1
89	не может быть ничего	1	1
90	ни в чем не	4	1
91	быть конечно и речи	1	1
92	но в общем можно	1	1
93	то же нужно сказать	1	1
94	в конечном счете всегда	1	1
95	таким образом он дает	1	1
96	сказать несколько слов о	1	1
97	видим таким образом что	1	1
98	жизни в ее целом	1	1
99	если мы обратимся к	1	1
100	не чем иным как	2	1
101	это как мы уже	1	1
102	в том что он	2	1
103	с точки зрения этого	1	1
104	в конце концов и	1	1
105	чем же объясняется такая	1	1
106	в следующей главе что	1	1
107	нужно сказать и о	1	1
108	в основе их лежит	1	1
109	на тот же предмет	1	1
110	для того чтобы получить	1	1
111	в одной из своих	1	1
112	с помощью которого они	1	1
113	говорить о том что	2	1
114	здесь нам важно лишь	1	1
115	яркое выражение в его	1	1
116	если можно так выразиться	1	1
