N	2gram	Bakhtin_Pr	Vvedenie
1	в том	17	38
2	в этом	40	35
3	и в	59	35
4	может быть	38	30
5	том что	15	30
6	не только	26	26
7	для того	3	23
8	того чтобы	5	22
9	таким образом	22	21
10	не может	31	19
11	то что	21	19
12	потому что	20	18
13	только в	15	16
14	со стороны	6	16
15	о том	5	16
16	так как	11	15
17	что в	14	13
18	в самом	19	13
19	и именно	1	13
20	и не	66	13
21	в нем	38	13
22	в его	44	12
23	того что	4	12
24	в их	5	12
25	точки зрения	36	12
26	что такое	1	12
27	как на	4	12
28	то же	15	11
29	в ее	4	11
30	по себе	13	11
31	в данном	3	11
32	этом смысле	12	11
33	ясно что	1	11
34	как мы	10	11
35	прежде всего	17	10
36	не в	10	10
37	вопрос о	4	10
38	между тем	5	10
39	в той	9	10
40	уже и	2	10
41	но в	7	10
42	представляют собой	1	9
43	тем не	1	9
44	смысле этого	2	9
45	все же	9	9
46	из этих	2	9
47	но не	13	9
48	и как	10	9
49	не менее	3	9
50	в истории	3	9
51	это не	13	8
52	в качестве	1	8
53	именно в	8	8
54	о котором	1	8
55	а только	3	8
56	можно было	5	8
57	с другой	3	8
58	и то	1	7
59	до сих	3	7
60	смысле слова	1	7
61	в применении	1	7
62	как и	21	7
63	самом деле	9	7
64	но и	22	7
65	не трудно	1	7
66	сих пор	3	7
67	было бы	10	7
68	только как	1	7
69	этот вопрос	3	7
70	как бы	40	7
71	той мере	1	6
72	один из	4	6
73	на вопрос	2	6
74	об этом	4	6
75	этом случае	1	6
76	к истории	1	6
77	все это	12	6
78	не могут	6	6
79	его в	6	6
80	на этот	2	6
81	тем что	5	6
82	в какой	2	6
83	а именно	4	6
84	вместе с	2	6
85	в которых	2	6
86	же время	10	6
87	и это	5	6
88	так например	1	6
89	вовсе не	13	6
90	уже не	14	6
91	мере в	1	6
92	и даже	4	6
93	хотя бы	5	6
94	каждой из	1	6
95	и что	2	6
96	как он	5	6
97	как например	2	6
98	о языке	1	6
99	сказать что	9	6
100	могут быть	5	6
101	том чтобы	1	6
102	но если	1	6
103	и его	21	6
104	в то	15	6
105	а в	9	6
106	на почве	5	5
107	а потому	4	5
108	уже в	9	5
109	с этой	1	5
110	хотя и	1	5
111	что и	10	5
112	в виду	2	5
113	другой стороны	3	5
114	с их	9	5
115	в них	5	5
116	но с	4	5
117	в первом	3	5
118	одним из	11	5
119	дело в	1	5
120	что не	6	5
121	не есть	2	5
122	при том	1	5
123	что он	16	5
124	одно из	2	5
125	от этого	2	5
126	данном случае	3	5
127	во всяком	5	5
128	как уже	1	5
129	так что	3	5
130	и тем	2	5
131	а не	30	5
132	говорить о	3	5
133	есть и	2	5
134	и т.д	2	5
135	быть в	2	5
136	а как	8	5
137	независимо от	1	5
138	она есть	1	5
139	в целом	8	5
140	как это	2	5
141	есть не	3	5
142	всяком случае	3	5
143	в особенности	2	4
144	ответ на	2	4
145	в более	1	4
146	только что	3	4
147	здесь нет	3	4
148	этот процесс	1	4
149	с одной	1	4
150	тогда когда	2	4
151	любовь к	1	4
152	с точки	21	4
153	этом отношении	7	4
154	как раз	9	4
155	в результате	6	4
156	в виде	1	4
157	в себе	9	4
158	видит в	1	4
159	и понимать	1	4
160	но все	8	4
161	в одном	14	4
162	в котором	6	4
163	заключается в	3	4
164	и ее	5	4
165	но ведь	4	4
166	как она	2	4
167	в своей	17	4
168	конфликт между	1	4
169	да и	3	4
170	сравнению с	2	4
171	в чем	2	4
172	должен быть	1	4
173	к тому	1	4
174	по крайней	3	4
175	еще не	11	4
176	однако не	2	4
177	не имеет	2	4
178	времени и	1	4
179	в каждом	11	4
180	от характера	3	4
181	и заключается	1	4
182	даже и	2	4
183	по сравнению	2	4
184	это только	1	4
185	в чисто	2	4
186	по отношению	17	4
187	мы имеем	2	4
188	свой материал	1	4
189	отличие от	3	4
190	истории и	1	4
191	в отличие	3	4
192	крайней мере	3	4
193	можно сказать	3	4
194	той же	7	4
195	отношению к	17	4
196	одной из	1	4
197	связи между	1	4
198	в области	3	4
199	только с	2	4
200	и для	5	4
201	само по	4	4
202	из них	8	4
203	этого термина	1	3
204	своего рода	1	3
205	и к	5	3
206	с этим	2	3
207	можно говорить	2	3
208	и здесь	5	3
209	и на	15	3
210	как такового	1	3
211	того как	1	3
212	зависит от	1	3
213	и вот	4	3
214	на том	1	3
215	такого рода	1	3
216	обе эти	1	3
217	понятно что	1	3
218	именно как	1	3
219	при этом	5	3
220	что это	1	3
221	в сущности	11	3
222	говорит о	1	3
223	из которых	3	3
224	не как	15	3
225	в отношении	3	3
226	в этих	5	3
227	чем в	3	3
228	связи с	1	3
229	материал для	1	3
230	если бы	12	3
231	и выводы	1	3
232	и сам	5	3
233	том отношении	1	3
234	в очень	1	3
235	за собой	3	3
236	нет надобности	2	3
237	в конце	9	3
238	вообще не	1	3
239	сама по	3	3
240	находит себе	1	3
241	по содержанию	1	3
242	как в	10	3
243	с историей	1	3
244	нисколько не	2	3
245	между ними	4	3
246	зависимости от	5	3
247	в известном	1	3
248	в каком	2	3
249	той или	3	3
250	русский язык	1	3
251	и того	1	3
252	литературы в	1	3
253	чем же	2	3
254	бы и	6	3
255	от себя	2	3
256	и других	8	3
257	все эти	12	3
258	то это	1	3
259	как целое	2	3
