N	3gram	Tiupa_Narr	Vladivir
1	в том что	11	29
2	о том что	3	22
3	тем не менее	6	18
4	и то что	1	14
5	в то время	1	13
6	дело в том	2	13
7	во всяком случае	2	12
8	в связи с	3	12
9	содержит в себе	1	11
10	более или менее	2	11
11	к тому же	8	11
12	не может быть	6	10
13	в то же	7	10
14	с точки зрения	2	10
15	в этом смысле	1	9
16	как раз и	1	9
17	на этот раз	1	9
18	то же время	7	9
19	а также и	1	8
20	на то что	2	8
21	точно так же	2	7
22	так или иначе	1	6
23	само по себе	1	6
24	в данном случае	12	6
25	в отличие от	6	6
26	с другой стороны	1	6
27	как мы видели	1	6
28	ничего не говорит	1	5
29	и в то	2	5
30	бы то ни	1	5
31	и потому что	1	5
32	не только в	12	5
33	то время как	1	5
34	можно сказать что	5	4
35	для того чтобы	4	4
36	в этом отношении	5	4
37	сам по себе	1	4
38	еще в году	1	4
39	к этому времени	1	4
40	и т д	1	4
41	по крайней мере	1	4
42	можно было бы	1	4
43	что иное как	1	4
44	с одной стороны	5	4
45	на эту тему	1	4
46	еще и потому	1	4
47	он уже не	1	3
48	в самом деле	3	3
49	в том числе	1	3
50	не в том	1	3
51	потому что в	1	3
52	в том случае	1	3
53	иметь в виду	1	3
54	было для него	1	3
55	а с другой	2	3
56	а в том	2	3
57	не только на	2	3
58	не только не	2	3
59	к тому что	4	3
60	только то что	1	3
61	в свою очередь	2	3
62	так и не	2	3
63	на себя внимание	3	3
64	течение всей жизни	1	3
65	хотя и не	2	3
66	у нас нет	2	3
67	уже не только	1	3
68	так же как	1	2
69	по разным причинам	1	2
70	одной стороны и	1	2
71	и тот же	1	2
72	об этом не	1	2
73	обращает на себя	3	2
74	в таком случае	1	2
75	что у него	2	2
76	так и в	1	2
77	до сих пор	3	2
78	бросается в глаза	1	2
79	из них не	1	2
80	так как это	1	2
81	мы уже знаем	1	2
82	то ни было	1	2
83	не может не	1	2
84	не то что	1	2
85	что можно сказать	1	2
86	в ответ на	3	2
87	но и здесь	1	2
88	ни в чем	1	2
89	один и тот	1	2
90	последние дни жизни	1	2
91	в которой он	1	2
92	связи с этим	1	2
93	об этом и	2	2
94	как это было	1	2
95	но в данном	1	2
96	тех кто не	1	2
97	одно и то	2	2
98	и то же	2	2
99	так и его	1	2
100	и что в	1	2
101	как мы увидим	1	2
102	и все же	4	2
103	том случае если	1	2
104	как это делает	1	2
105	то что мы	1	2
106	но на этот	1	2
107	может быть и	1	2
108	лишь в том	1	1
109	не спал всю	1	1
110	в самом начале	1	1
111	у него есть	1	1
112	и в жизни	2	1
113	мы никак не	1	1
114	то и в	1	1
115	но и не	2	1
116	и как бы	1	1
117	спал всю ночь	1	1
118	а не иначе	1	1
119	за ее пределы	1	1
120	это вовсе еще	1	1
121	ему казалось что	1	1
122	и даже не	1	1
123	в той же	1	1
124	до известной степени	1	1
125	к одному из	1	1
126	на рубеже двух	1	1
127	в том как	2	1
128	точки зрения но	1	1
129	ничего подобного не	1	1
130	и называл себя	1	1
131	поскольку он не	1	1
132	не было и	2	1
133	что я не	1	1
134	в первый раз	1	1
135	мы его не	1	1
136	он не может	1	1
137	сказать и о	1	1
138	которая стояла в	1	1
139	не говоря о	1	1
140	далеко не всегда	1	1
141	в строгом смысле	1	1
142	собственно говоря и	2	1
143	но это вовсе	1	1
144	всю свою жизнь	2	1
145	том виде в	1	1
146	только у людей	1	1
147	не только с	1	1
148	так а не	1	1
149	а также в	1	1
150	уже не мог	2	1
151	них не может	1	1
152	с этой стороны	1	1
153	и о его	1	1
154	той или иной	6	1
155	в то что	1	1
156	и тем самым	6	1
157	в чем не	1	1
158	не впадая в	1	1
159	не природа в	1	1
160	не могло быть	2	1
161	виде в каком	1	1
162	а за ними	1	1
163	в ней не	1	1
164	в его жизни	1	1
165	чем иным как	2	1
166	не может иметь	1	1
167	возможна только в	1	1
168	сказать что он	1	1
169	этот не может	1	1
170	не может существовать	1	1
171	то же самое	3	1
172	однако тут же	1	1
173	прежде всего его	1	1
174	но все же	1	1
175	вместил в себя	1	1
176	нет никаких оснований	1	1
177	при этом все	1	1
178	той или другой	1	1
179	теперь же ему	1	1
180	в известном смысле	4	1
181	перед нами не	2	1
182	да и не	1	1
183	никак не может	1	1
184	существует сам по	1	1
185	так же в	1	1
186	в нашей памяти	1	1
187	пока еще не	1	1
188	не мог бы	1	1
189	мы имеем дело	4	1
190	в этом последнем	2	1
191	и потому не	1	1
192	это то что	1	1
193	внимание на то	2	1
194	на другой день	4	1
195	мысль о том	1	1
196	и не могло	1	1
197	и особенно в	1	1
198	но по разным	1	1
199	смысле как мы	1	1
200	при всей своей	1	1
201	но и в	4	1
202	то что каждый	1	1
203	никак не можем	1	1
204	в том смысле	1	1
205	не только от	2	1
206	с этой точки	1	1
207	что у нее	3	1
208	в последние дни	1	1
209	подробнее об этом	1	1
210	что он уже	1	1
211	что не только	1	1
212	одна из них	1	1
213	для всего мира	1	1
214	какой бы то	1	1
215	однако и здесь	1	1
216	все что может	1	1
217	быть и не	1	1
218	в основе своей	1	1
219	именно то что	1	1
220	она в самом	1	1
221	на котором он	1	1
222	к жизни в	1	1
223	здесь мы имеем	1	1
224	только к нему	1	1
225	на этот вопрос	1	1
226	в нашем сознании	2	1
227	состоит в том	5	1
228	в другом и	1	1
229	но в конце	1	1
230	в противном случае	1	1
231	вовсе еще не	1	1
232	если бы эти	1	1
233	из них мы	1	1
234	никогда не было	1	1
235	так сказать с	1	1
236	в отрыве от	1	1
237	все та же	1	1
238	зависит не только	1	1
239	ради того чтобы	1	1
240	при этом что	1	1
241	только потому что	1	1
242	имеют для них	1	1
243	после знакомства с	1	1
244	видел во сне	2	1
245	не столько к	1	1
246	у него уже	1	1
247	рубеже двух столетий	1	1
248	как раз в	3	1
249	и все его	1	1
250	на свои вопросы	1	1
251	же как и	1	1
252	у него нет	1	1
253	том что с	1	1
254	жизни а не	1	1
255	его жизни так	2	1
256	только эти два	2	1
257	в результате чего	1	1
258	том смысле как	1	1
259	мы не должны	1	1
260	своей встречи с	1	1
261	то что я	1	1
262	он говорит о	1	1
263	и не может	3	1
264	что это за	2	1
265	этой точки зрения	1	1
266	в том виде	1	1
267	и не только	1	1
268	только в формах	1	1
269	имеем дело с	4	1
270	мы не можем	1	1
271	в себе ее	1	1
272	к жизни и	1	1
273	если бы не	1	1
274	не говорится но	1	1
