N	3gram	Bakhtin_Pr	Narrotol
1	в том что	3	18
2	в данном случае	4	17
3	не только в	2	13
4	в отличие от	5	11
5	по отношению к	19	11
6	не может быть	11	8
7	тем не менее	3	8
8	той или иной	2	8
9	то же время	3	8
10	в то же	3	8
11	в этом отношении	2	8
12	и тем самым	2	6
13	мы имеем дело	2	6
14	можно сказать что	2	6
15	с одной стороны	3	6
16	для того чтобы	2	5
17	в свою очередь	1	5
18	но и в	2	5
19	на самом деле	3	5
20	подобно тому как	1	5
21	имеем дело с	1	5
22	начало и конец	2	4
23	в конечном счете	4	4
24	к тому что	1	4
25	в равной степени	1	4
26	в том как	1	3
27	в самом деле	3	3
28	и не может	2	3
29	а в том	1	3
30	до сих пор	1	3
31	в первом случае	1	3
32	иметь в виду	1	3
33	в связи с	1	3
34	то же самое	2	3
35	а также и	1	3
36	того или иного	2	3
37	на то что	1	3
38	к себе самому	1	3
39	с точки зрения	6	3
40	дело в том	1	3
41	и не в	1	2
42	все то что	3	2
43	и в то	2	2
44	и т п	13	2
45	не в том	1	2
46	далеко не всегда	3	2
47	сами по себе	1	2
48	а между тем	1	2
49	в нем не	1	2
50	чем иным как	1	2
51	не входит в	4	2
52	хотя и не	1	2
53	не в его	1	2
54	вследствие того что	1	2
55	в том смысле	1	2
56	именно то что	1	2
57	можно было бы	3	2
58	тем или иным	1	2
59	что иное как	1	2
60	в этом последнем	1	2
61	уже не к	1	1
62	одной стороны и	1	1
63	в меньшей степени	1	1
64	и как бы	1	1
65	отнюдь не в	1	1
66	произведение в его	3	1
67	в этом направлении	1	1
68	в одинаковой степени	1	1
69	о том как	1	1
70	том смысле что	1	1
71	дано нам в	1	1
72	отнюдь не является	1	1
73	до известной степени	1	1
74	в большинстве случаев	5	1
75	позицию по отношению	4	1
76	равной мере и	1	1
77	в этом смысле	3	1
78	по сравнению с	1	1
79	вопроса о том	1	1
80	то что не	1	1
81	и в другом	1	1
82	во всех его	4	1
83	то или иное	2	1
84	она не могла	1	1
85	сказать и о	2	1
86	при этом в	1	1
87	бы не было	1	1
88	что не имеет	1	1
89	ни к одному	1	1
90	но именно поэтому	1	1
91	так и в	2	1
92	на себя самого	1	1
93	что все эти	1	1
94	в строгом смысле	2	1
95	нем не только	1	1
96	или о чем	1	1
97	по аналогии с	1	1
98	не о том	1	1
99	не могла бы	1	1
100	в чем не	2	1
101	могут быть только	1	1
102	в своем роде	1	1
103	и в других	1	1
104	может быть найден	1	1
105	не может иметь	1	1
106	то ни было	2	1
107	имеет место в	2	1
108	а не с	1	1
109	с другой стороны	4	1
110	бы то ни	3	1
111	да и не	1	1
112	как мы увидим	3	1
113	в равной мере	1	1
114	в значительной степени	1	1
115	или хотя бы	1	1
116	может быть только	3	1
117	и т д	1	1
118	в нашем случае	1	1
119	есть не что	1	1
120	и тем не	1	1
121	то есть в	1	1
122	только по отношению	4	1
123	они могут быть	1	1
124	может быть воспринята	1	1
125	в противном случае	3	1
126	как и для	2	1
127	первом случае мы	1	1
128	свое отражение в	1	1
129	и в м	1	1
130	и в самом	1	1
131	которые могли бы	1	1
132	как и в	1	1
133	данном случае о	1	1
134	и в них	2	1
135	в их исторической	2	1
136	отношению к которому	1	1
137	в то время	1	1
138	или иной области	1	1
139	на этот вопрос	1	1
140	не для того	1	1
141	отнюдь не с	1	1
142	прежде всего следует	1	1
143	не что иное	1	1
144	и с точки	1	1
145	как говорится в	1	1
146	в области поэтики	1	1
147	на протяжении всего	1	1
148	нам в нашем	1	1
149	это было сделано	1	1
150	которое может быть	1	1
151	но отнюдь не	7	1
152	то время как	1	1
153	на которую претендует	1	1
154	не может обойтись	1	1
155	самом деле и	1	1
156	в основе своей	3	1
157	в следующей главе	1	1
158	в виду что	1	1
159	ни в чем	2	1
160	должен обратиться к	1	1
161	что с ним	1	1
162	если бы не	1	1
163	может быть и	1	1
