N	3gram	Vygotskiy_	Marksizm
1	с точки зрения	31	46
2	не может быть	6	25
3	в самом деле	4	19
4	по отношению к	9	15
5	то же время	1	15
6	в то же	2	15
7	в том что	24	14
8	и не может	2	12
9	в высшей степени	1	12
10	для того чтобы	24	11
11	до сих пор	6	11
12	в отличие от	4	10
13	с самого начала	13	10
14	в большинстве случаев	2	9
15	одного и того	3	9
16	и того же	3	9
17	в немецком языке	1	9
18	в направлении к	3	8
19	в настоящее время	1	8
20	то же самое	11	8
21	смысле этого слова	4	7
22	с другой стороны	3	7
23	в свою очередь	3	7
24	как мы знаем	1	7
25	как мы уже	2	6
26	на то что	5	6
27	на самом деле	2	6
28	во всяком случае	1	6
29	с одной стороны	7	6
30	языка и его	1	6
31	точки зрения языка	1	5
32	к тому что	10	5
33	самом же деле	1	5
34	на самом же	1	5
35	той или иной	2	5
36	речи и в	3	5
37	внутренней речи и	4	5
38	как мы видели	7	5
39	в этом случае	15	5
40	в этом отношении	7	5
41	в первом случае	5	4
42	в зависимости от	6	4
43	в неразрывной связи	1	4
44	но все же	1	4
45	в слове и	1	4
46	о том что	4	4
47	можно сказать что	7	4
48	в слове в	1	4
49	том что он	2	4
50	неразрывной связи с	1	3
51	свое выражение в	5	3
52	не только в	2	3
53	только в процессе	2	3
54	тем не менее	4	3
55	и тем же	2	3
56	одной стороны и	4	3
57	в том числе	2	3
58	и то же	3	3
59	друг с другом	6	3
60	но при этом	1	3
61	в конце концов	1	3
62	том числе и	2	3
63	точки зрения самого	2	3
64	к пониманию ее	1	3
65	не могут быть	3	3
66	в значительной степени	1	3
67	и в этом	2	3
68	то что делает	1	3
69	но и в	1	3
70	на первый план	1	3
71	и той же	5	3
72	на этот вопрос	1	3
73	одним и тем	2	3
74	одно и то	3	3
75	во внутренней речи	4	3
76	ни в какой	2	3
77	можно было бы	5	3
78	в пределах одного	1	3
79	одной и той	5	3
80	что он не	1	2
81	если б мы	1	2
82	тех пор пока	1	2
83	же самое существительное	2	2
84	в этом направлении	1	2
85	является как бы	1	2
86	до известной степени	2	2
87	точки зрения не	1	2
88	движется в направлении	1	2
89	в этом смысле	2	2
90	в собственном смысле	4	2
91	конечно не только	1	2
92	речи мы можем	2	2
93	друг от друга	3	2
94	того чтобы понять	1	2
95	самом деле если	1	2
96	так и в	1	2
97	обстоит дело с	1	2
98	мы видели что	3	2
99	внутренней и внешней	1	2
100	в нашем примере	1	2
101	то же слово	1	2
102	дело идет о	1	2
103	ничего общего с	1	2
104	само по себе	1	2
105	в данном случае	5	2
106	в том или	1	2
107	к тому же	1	2
108	в последнее время	4	2
109	не знает ни	1	2
110	в этом вопросе	2	2
111	сама по себе	1	2
112	и его значением	2	2
113	находят свое выражение	1	2
114	слова и его	4	2
115	собственном смысле слова	1	2
116	тому что в	1	2
117	к нему и	1	2
118	точки зрения тех	1	2
119	только по отношению	1	2
120	самое существительное но	2	2
121	от того что	2	2
122	и тогда когда	2	2
123	как и в	4	2
124	необходимо прежде всего	1	2
125	и внешней речи	1	2
126	а следовательно и	1	2
127	привела к тому	1	2
128	со всеми ее	1	2
129	в этом и	2	2
130	несмотря на то	1	2
131	независимо от того	1	2
132	таким образом в	2	2
133	до тех пор	1	2
134	находит свое выражение	3	2
135	как и все	1	2
136	которого только и	1	2
137	так же как	13	2
138	во всех областях	1	2
139	есть прежде всего	1	2
140	же как и	3	2
141	с тем что	1	2
142	как мы увидим	1	2
143	внутренней речи как	4	2
144	вопрос о том	1	2
145	это и есть	1	2
146	прежде всего в	2	2
147	нет и не	3	2
148	вот всю эту	1	1
149	и он сам	1	1
150	с толпой шестерых	1	1
151	тому же немногосложного	1	1
152	пройти шагов с	1	1
153	если мы примем	1	1
