N	2gram	Trubetskoy	Myslijsy
1	потому что	9	182
2	то есть	2	142
3	и в	24	121
4	может быть	17	107
5	в том	31	103
6	то что	18	83
7	для нас	3	75
8	что в	9	73
9	и не	9	73
10	только в	6	72
11	не только	10	67
12	а не	1	67
13	таким образом	34	64
14	в этом	13	59
15	но и	11	59
16	том что	20	59
17	так как	7	59
18	то же	4	56
19	не в	9	54
20	если бы	8	53
21	в себе	5	53
22	не может	18	52
23	того что	7	47
24	в сознании	7	46
25	было бы	3	45
26	и проч	4	45
27	в нем	3	45
28	не есть	4	42
29	как и	10	42
30	так что	6	39
31	вместе с	7	39
32	что и	7	38
33	мы не	1	38
34	при этом	9	37
35	как в	1	37
36	так и	10	37
37	тогда когда	3	36
38	что мы	4	36
39	точно так	1	35
40	тем что	1	33
41	и что	9	32
42	по отношению	11	30
43	а в	3	30
44	между тем	12	29
45	но не	3	29
46	вовсе не	2	28
47	мы можем	6	28
48	для него	2	28
49	есть только	2	28
50	с этим	12	27
51	могут быть	1	27
52	не было	2	26
53	независимо от	2	26
54	то и	2	26
55	отношению к	11	26
56	душевной жизни	1	25
57	этого слова	2	25
58	между собою	5	24
59	в то	6	24
60	с тем	4	23
61	как бы	10	23
62	того как	1	23
63	от того	3	23
64	а потому	5	22
65	то это	1	22
66	с другой	6	22
67	не имеет	2	22
68	только тогда	2	22
69	но в	5	22
70	и потому	3	21
71	не менее	7	21
72	мысль о	1	20
73	это не	3	20
74	в ней	3	20
75	мысли и	1	19
76	и как	1	19
77	сказать что	1	19
78	с ним	6	19
79	того же	9	19
80	тем не	4	19
81	что это	5	19
82	и то	4	19
83	из этих	8	19
84	о том	7	19
85	заключает в	2	19
86	тем самым	3	19
87	должно быть	5	19
88	есть не	1	19
89	в самом	8	18
90	в таком	4	18
91	для того	8	18
92	не могут	4	18
93	очевидно что	3	18
94	в человеке	1	18
95	бы не	1	18
96	для меня	4	18
97	тогда как	6	18
98	что я	1	18
99	еще не	6	18
100	точки зрения	14	17
101	крайней мере	1	17
102	со стороны	1	17
103	по крайней	1	17
104	заметить что	1	17
105	что оно	3	17
106	уже в	1	17
107	в его	5	17
108	во всяком	2	17
109	только что	3	16
110	и на	6	16
111	к тому	8	16
112	так же	8	16
113	в своем	12	16
114	в которой	5	16
115	а только	1	16
116	в них	2	16
117	есть нечто	1	16
118	что если	3	16
119	каждый раз	1	16
120	на то	9	16
121	быть может	1	15
122	в этих	3	15
123	уже не	1	15
124	с одной	3	15
125	с другими	1	15
126	и тем	1	15
127	и по	3	15
128	что он	7	15
129	в свою	2	15
130	прежде всего	3	15
131	на деле	1	14
132	все же	15	14
133	в одно	2	14
134	в котором	2	14
135	свою очередь	2	14
136	то в	2	14
137	связи с	4	14
138	во всех	10	14
139	столь же	5	14
140	бы ни	1	14
141	должны быть	3	14
142	в истории	3	14
143	же время	2	14
144	и без	5	14
145	мы должны	4	14
146	те же	2	13
147	например в	1	13
148	а между	8	13
149	как на	6	13
150	из них	5	13
