N	2gram	Vygotskiy_	VLabPisa
1	таким образом	30	32
2	в этом	43	29
3	не только	28	26
4	и в	33	26
5	может быть	15	23
6	и не	18	20
7	хотя бы	5	20
8	не может	31	17
9	в процессе	37	17
10	в письме	1	16
11	в его	15	15
12	в том	44	15
13	этом отношении	7	14
14	в силу	14	14
15	все это	2	13
16	прежде всего	5	13
17	в качестве	13	12
18	в частности	9	12
19	как это	11	12
20	что в	33	11
21	с другой	11	11
22	из них	6	11
23	то же	12	10
24	не могут	7	10
25	о том	13	10
26	но и	14	10
27	по этому	1	10
28	и др	1	10
29	для него	9	9
30	как видим	1	9
31	об этом	1	9
32	к этому	7	9
33	могут быть	7	8
34	другой стороны	9	8
35	только в	21	8
36	на основании	2	8
37	все эти	9	8
38	вместе с	9	8
39	том что	41	8
40	было бы	18	8
41	в своем	11	8
42	в основном	2	7
43	это не	8	7
44	говорит о	4	7
45	не было	1	7
46	по отношению	19	7
47	очевидно что	2	7
48	тому что	14	7
49	как и	13	7
50	их в	3	7
51	действительности и	1	7
52	во всех	3	7
53	а не	14	7
54	то что	48	7
55	главным образом	1	7
56	отношению к	19	7
57	же в	2	7
58	в нем	10	7
59	из этих	2	7
60	один из	4	6
61	думается что	5	6
62	у него	8	6
63	более или	1	6
64	все же	5	6
65	приводит к	10	6
66	это и	3	6
67	не в	10	6
68	между тем	5	6
69	так и	8	6
70	в себе	4	6
71	или менее	1	6
72	в зависимости	2	6
73	том же	1	6
74	и его	6	6
75	в то	5	6
76	утверждать что	1	5
77	даже в	1	5
78	в результате	9	5
79	в их	4	5
80	в них	3	5
81	связи с	9	5
82	одним из	4	5
83	как говорит	2	5
84	зависимости от	3	5
85	работы над	2	5
86	к тому	14	5
87	перед нами	1	5
88	не является	7	5
89	он говорит	3	5
90	на основе	6	5
91	вот почему	3	5
92	и при	4	5
93	в одном	3	5
94	в пределах	6	5
95	как бы	11	5
96	в целом	8	5
97	сказать что	18	5
98	в плане	2	5
99	и есть	8	5
100	показывают что	1	5
101	никогда не	10	5
102	в самом	10	4
103	ее в	3	4
104	только что	6	4
105	в ее	1	4
106	как раз	5	4
107	можно сказать	7	4
108	что для	2	4
109	в этой	8	4
110	в единстве	2	4
111	следующим образом	1	4
112	что все	9	4
113	что он	40	4
114	равно как	1	4
115	в виду	4	4
116	по существу	5	4
117	с тем	9	4
118	с ними	4	4
119	в своей	5	4
120	является не	2	4
121	силу этого	1	4
122	должен быть	1	4
123	с его	3	4
124	для его	2	4
125	в связи	6	4
126	когда он	3	4
127	их и	2	4
128	в сознании	5	4
129	из его	2	4
130	по поводу	3	4
131	отнюдь не	2	4
132	во время	1	4
133	и ее	2	4
134	образов и	1	4
135	в статье	1	4
136	и к	7	3
137	что они	8	3
138	видели что	2	3
139	что оно	9	3
140	и он	3	3
141	что у	4	3
142	о работе	1	3
143	этой проблемы	1	3
144	этой области	3	3
145	этот процесс	5	3
146	мы знаем	5	3
147	мы имеем	4	3
148	естественно что	4	3
149	того что	34	3
150	никак не	6	3
151	но как	6	3
152	что и	11	3
153	у нас	4	3
154	сводится к	1	3
155	подобно тому	6	3
156	его в	6	3
157	в форме	1	3
158	не заканчивается	3	3
159	если бы	13	3
160	или в	1	3
161	на данном	1	3
162	в другую	3	3
163	это мы	3	3
164	опыта и	1	3
165	именно в	8	3
166	в конце	3	3
167	например в	1	3
168	видно из	1	3
169	между ними	5	3
170	и как	7	3
171	в слове	1	3
172	в которых	2	3
173	том как	3	3
174	вовсе не	2	3
175	бы в	6	3
176	с этим	9	3
177	интеллектуальной деятельности	1	3
178	а в	5	3
179	процесса как	1	3
180	попал в	1	3
181	говорил что	1	3
182	что не	2	3
183	как о	1	3
184	в котором	2	3
185	в основных	1	3
186	она не	2	3
187	его не	1	3
188	того чтобы	26	3
189	для того	20	3
190	тому как	6	3
191	и их	4	3
192	всех других	1	3
193	как он	7	3
194	вслед за	3	3
195	этот вопрос	8	3
196	так же	22	3
197	при помощи	1	3
198	как на	4	3
199	это делает	1	3
200	образом в	2	3
201	и от	2	3
202	точки зрения	27	3
203	жизни и	2	3
204	что без	1	3
205	что говорит	1	3
206	и по	5	3
207	всех этих	1	3
208	имеет свою	5	3
209	моментов в	4	3
210	мы видели	10	3
211	мы наблюдаем	1	2
212	этом и	2	2
213	же о	1	2
214	представить себе	2	2
215	им как	1	2
216	только не	7	2
217	все его	1	2
218	том чтобы	3	2
219	установить в	1	2
220	из которых	3	2
221	о наличии	1	2
222	от его	1	2
223	они не	7	2
224	эта теория	5	2
225	на вопрос	7	2
226	если в	4	2
227	на язык	1	2
228	за скобки	2	2
229	самого себя	1	2
230	развитие как	4	2
231	должно быть	10	2
232	того как	6	2
233	зависит от	4	2
234	с одной	10	2
235	том числе	2	2
236	должна быть	7	2
237	это особенно	1	2
238	внимание на	1	2
239	тогда когда	10	2
240	смысле слова	1	2
241	из основных	7	2
242	говорить о	3	2
243	да и	1	2
244	хотя и	1	2
245	в пользу	1	2
246	связанное с	2	2
247	о чем	3	2
248	что при	4	2
249	в большей	1	2
250	личному опыту	1	2
251	не приходится	1	2
252	одном и	1	2
253	после этого	1	2
254	с более	3	2
255	что такое	6	2
256	из ничего	1	2
257	представления об	1	2
258	за эти	1	2
259	не столько	3	2
260	от до	2	2
261	представлений и	3	2
262	по себе	8	2
263	всего сказанного	1	2
264	но с	2	2
265	в своих	5	2
266	и даже	3	2
267	и непосредственно	1	2
268	что ни	1	2
269	этой точки	7	2
270	мышления в	4	2
271	и наконец	3	2
272	и слова	1	2
273	в которой	8	2
274	ни одна	1	2
275	что его	2	2
276	в представлении	2	2
277	мысль о	1	2
278	что она	3	2
279	но не	13	2
280	в ней	2	2
281	но вот	1	2
282	самый факт	1	2
283	который по	2	2
284	в жизни	2	2
285	стороны в	1	2
286	эти явления	1	2
287	свидетельствуют о	1	2
288	начинается с	2	2
289	к его	4	2
290	не подлежит	2	2
291	по одному	5	2
292	же как	9	2
293	на эти	1	2
294	что мы	11	2
295	слова не	2	2
296	и просто	1	2
297	на этом	8	2
298	другом месте	4	2
299	как процесс	4	2
300	не менее	4	2
301	так сказать	1	2
302	ли не	2	2
303	только для	2	2
304	бы не	1	2
305	может не	3	2
306	отличается от	2	2
307	после того	2	2
308	в воображении	1	2
309	на то	6	2
310	себе и	1	2
311	которая не	1	2
312	в чем	10	2
313	числе и	2	2
314	говорит об	2	2
315	но к	1	2
316	сих пор	3	2
317	начнем с	1	2
318	справедливо говорит	2	2
319	а для	1	2
320	не прав	2	2
321	еще не	11	2
322	эти положения	1	2
323	нам остается	2	2
324	сказанного выше	2	2
325	даже самый	1	2
326	иметь в	1	2
327	в каждом	1	2
328	во всяком	4	2
329	и потому	3	2
330	еще и	3	2
331	того или	1	2
332	до сих	3	2
