N	2gram	Vygotskiy_	Formalny
1	и в	55	95
2	т е	3	94
3	и не	24	78
4	поэтического языка	1	67
5	может быть	35	66
6	в этом	21	61
7	не может	30	57
8	и пр	1	53
9	вовсе не	7	53
10	таким образом	38	52
11	и его	14	51
12	так и	6	50
13	точки зрения	32	47
14	в нем	5	42
15	в его	8	42
16	прежде всего	5	41
17	с точки	12	40
18	как и	25	39
19	и т	36	37
20	художественного произведения	22	36
21	в самом	18	35
22	не в	19	35
23	а не	18	34
24	в процессе	7	34
25	но и	12	33
26	то же	17	32
27	самом деле	19	32
28	истории литературы	1	31
29	не только	25	30
30	в пределах	1	28
31	в том	55	26
32	отнюдь не	11	26
33	если бы	10	26
34	то что	47	25
35	при этом	28	24
36	в своей	6	24
37	на почве	3	24
38	на самом	6	24
39	с помощью	1	23
40	было бы	14	23
41	связи с	2	23
42	в ней	3	23
43	в то	8	22
44	и ее	4	22
45	и с	5	21
46	что в	39	21
47	как бы	11	21
48	между ними	2	20
49	с тем	11	20
50	не менее	9	20
51	как мы	2	20
52	формальный метод	1	20
53	и от	4	20
54	же время	2	20
55	место в	1	20
56	в их	4	20
57	по себе	21	19
58	художественное произведение	16	19
59	хотя бы	4	19
60	т д	10	19
61	не могут	6	19
62	все это	11	19
63	все же	9	18
64	в шкловский	1	18
65	в связи	3	18
66	т п	24	18
67	должна быть	3	18
68	только в	18	18
69	и все	8	18
70	с его	3	18
71	все эти	7	18
72	и их	4	18
73	как раз	4	17
74	социальной жизни	1	17
75	как в	17	17
76	во всяком	9	16
77	с другой	7	16
78	так же	29	16
79	всяком случае	7	16
80	в искусстве	24	16
81	совершенно не	7	16
82	потому что	27	16
83	именно в	1	15
84	все время	6	15
85	должно быть	2	15
86	с другими	2	15
87	его в	3	15
88	бы в	3	15
89	во всех	4	15
90	и на	6	15
91	так как	28	15
92	но в	5	15
93	в поэзии	5	15
94	в литературе	1	15
95	в жизни	5	14
96	только на	7	14
97	в своем	3	14
98	в ее	7	14
99	в этой	5	14
100	что он	17	14
101	вместе с	10	14
102	еще не	2	14
103	языка и	1	14
104	если мы	21	14
105	произведения и	2	14
106	литературное произведение	1	14
107	и потому	2	14
108	жизни и	5	14
109	в целом	8	14
110	в результате	4	13
111	тем что	7	13
112	настоящее время	2	13
113	что и	27	13
114	говорит он	3	13
115	ни в	9	13
116	могут быть	15	13
117	независимо от	3	13
118	как таковой	1	13
119	сводится к	3	13
120	науки об	1	13
121	со стороны	5	13
122	что же	4	13
123	до конца	9	13
124	в настоящее	2	13
125	того что	15	13
126	как ее	1	13
127	она не	6	13
128	а в	10	13
129	поэтического произведения	3	12
130	там где	5	12
131	уже не	3	12
132	к тому	8	12
133	в действительности	4	12
134	как это	8	12
135	заумный язык	1	12
136	и здесь	3	12
137	оно не	2	12
138	того чтобы	13	12
139	и для	9	12
140	в корне	1	11
141	никогда не	13	11
142	что они	7	11
