N	2gram	Vygotskiy_	DiskursI
1	в качестве	2	72
2	а не	11	60
3	может быть	33	56
4	не только	16	49
5	и в	65	49
6	как и	12	47
7	при этом	10	46
8	и не	20	44
9	в том	46	44
10	представляет собой	3	41
11	то есть	30	41
12	в прозе	1	41
13	том что	28	40
14	в этом	37	38
15	в себе	9	37
16	состоит в	4	37
17	в частности	3	36
18	но и	6	35
19	но не	3	31
20	отличие от	1	28
21	со стороны	4	28
22	но в	5	28
23	так и	3	28
24	в отличие	1	27
25	не может	17	27
26	как в	8	25
27	такого рода	1	24
28	литературных жанров	1	23
29	отнюдь не	2	23
30	еще не	3	23
31	а также	1	20
32	в своей	6	19
33	все же	10	19
34	в нем	8	19
35	прежде всего	2	19
36	далеко не	3	18
37	в основе	5	18
38	то же	17	17
39	в данном	5	17
40	с другой	8	17
41	в мире	3	17
42	точки зрения	19	16
43	только в	9	16
44	о том	17	15
45	то что	61	15
46	роль в	2	15
47	в его	11	15
48	не менее	1	14
49	можно сказать	2	14
50	одной стороны	6	14
51	с одной	7	14
52	не в	12	14
53	ни к	1	14
54	не является	2	14
55	это не	7	14
56	как бы	29	13
57	для него	4	13
58	в целом	8	13
59	в своих	6	12
60	в своем	8	12
61	того же	4	12
62	и на	7	12
63	и все	14	12
64	данном случае	5	12
65	не было	4	11
66	столь же	5	11
67	что в	36	11
68	с его	2	11
69	и как	10	11
70	не столько	1	10
71	а с	4	10
72	а в	9	10
73	также и	1	10
74	в них	4	9
75	уже не	2	9
76	пока еще	1	9
77	себя в	1	9
78	внимание на	4	9
79	между тем	10	9
80	в силу	2	9
81	в то	5	9
82	сводится к	1	9
83	тем самым	4	9
84	в этих	3	8
85	и даже	4	8
86	к тому	18	8
87	в котором	7	8
88	в одном	9	8
89	в басне	47	8
90	из них	10	8
91	хотя и	1	8
92	в себя	1	8
93	он не	11	8
94	если в	2	8
95	не на	1	8
96	не следует	3	8
97	жизни в	1	8
98	совпадает с	2	8
99	потому что	26	8
100	этом отношении	1	8
101	не с	2	8
102	и о	6	8
103	о чем	1	7
104	другой стороны	5	7
105	быть определена	1	7
106	таким образом	21	7
107	иначе говоря	10	7
108	в русской	4	7
109	что и	7	7
110	тому же	2	7
111	его в	5	7
112	к этому	5	7
113	в этой	20	7
114	в рассказе	9	7
115	например в	5	7
116	ни в	6	7
117	перед нами	12	7
118	ни для	1	7
119	той же	6	7
120	но это	6	7
121	и для	4	7
122	основе своей	1	7
123	определена как	1	7
124	и ее	4	7
125	и его	8	7
126	не как	1	6
127	одно из	4	6
128	именно в	3	6
129	конечном счете	1	6
130	и того	1	6
131	времени в	1	6
132	одна из	6	6
133	никогда не	9	6
134	то в	1	6
135	сказать и	1	6
136	с точки	11	6
137	в ее	9	6
138	в конечном	2	6
139	во всех	4	6
140	однако в	1	6
141	в сущности	16	6
142	и то	10	6
143	имеет место	2	6
144	и одновременно	2	6
145	что он	23	6
146	к его	2	6
147	в которых	9	6
148	в истории	3	6
149	что же	3	6
150	здесь не	3	6
151	в трагедии	5	6
152	одновременно и	3	6
153	дело в	1	6
154	в одной	2	6
155	тому как	1	6
156	и может	5	6
157	отношение к	2	6
158	одного из	2	6
159	в той	8	5
160	зрения на	1	5
161	может служить	8	5
162	строго говоря	1	5
163	в виду	6	5
164	из двух	4	5
165	мысль о	1	5
166	по своим	2	5
167	к своим	2	5
168	было в	1	5
169	своей природе	1	5
170	в другом	6	5
171	но они	2	5
172	говорить о	3	5
173	не вполне	1	5
174	свою очередь	3	5
175	перед ним	1	5
176	к ним	3	5
177	сказать что	14	5
178	к себе	2	5
179	несмотря на	7	5
180	как раз	14	5
181	так сказать	6	5
182	в сторону	2	5
183	на этом	6	5
184	но при	2	5
185	с ее	5	5
186	тем что	7	5
187	одного и	2	5
188	во второй	1	5
189	один из	7	5
190	жанра и	2	5
191	представляют собой	3	5
192	подобно тому	1	5
193	за пределы	1	5
194	оно не	1	5
195	в прозаической	1	5
196	в свою	6	5
197	принадлежит к	3	5
198	к той	1	5
199	ничего не	4	5
200	того что	9	5
201	того как	4	5
202	о нем	2	5
203	здесь в	4	5
204	несет в	3	5
205	по словам	2	5
206	в ней	23	5
207	в их	3	5
208	и потому	1	5
209	из этих	6	5
210	что касается	2	5
211	же самое	14	5
212	как будто	13	5
213	не к	5	5
214	в самом	41	4
215	и к	5	4
216	и составляет	1	4
217	действующее лицо	2	4
218	по выражению	2	4
219	говорит о	6	4
220	в результате	3	4
221	по мере	1	4
222	в первом	3	4
223	ни одна	1	4
224	и до	4	4
225	в жизни	6	4
226	отличается от	2	4
227	во всяком	6	4
228	из жизни	1	4
229	между двумя	3	4
230	следует отнести	2	4
231	только на	3	4
232	а сам	1	4
233	и представляет	1	4
234	что они	9	4
235	привело к	1	4
236	по преимуществу	2	4
237	указать на	3	4
238	об одном	1	4
239	аналогии с	2	4
240	связи с	2	4
241	не о	1	4
242	рассказа как	4	4
243	будто бы	3	4
244	одним из	2	4
245	что не	5	4
246	я не	9	4
247	не есть	1	4
248	по себе	5	4
249	и это	13	4
250	в наше	2	4
251	и тем	4	4
252	как это	13	4
253	трагедии как	1	4
254	это в	3	4
255	и есть	3	4
256	события в	3	4
257	или иного	2	4
258	наше время	2	4
259	однако и	3	4
260	жизни а	1	4
261	с ним	6	4
262	не ограничивается	1	4
263	из того	1	4
264	не могут	2	4
265	не более	3	4
266	с ней	1	4
267	можно назвать	2	4
268	к другому	1	4
269	более чем	2	4
270	для меня	1	4
271	на примере	3	4
272	и во	3	4
273	до конца	5	4
274	мире в	2	4
275	у них	2	4
276	этом случае	1	4
277	в свое	1	4
278	зависит от	2	4
279	трагедии в	1	4
280	того и	1	4
281	мы имеем	2	4
282	есть в	3	4
283	или в	6	4
284	с той	8	4
285	в какой	8	4
286	по своему	6	4
287	но уже	1	4
288	на его	2	4
289	а на	2	4
290	того или	2	4
291	а к	2	4
292	своей основе	1	4
293	и прежде	2	4
294	может и	1	4
295	свой жизненный	1	3
296	является в	1	3
297	таковы например	1	3
298	в момент	1	3
299	рассказ о	2	3
300	которая в	1	3
301	дело с	5	3
302	характер и	2	3
303	более или	1	3
304	но все	2	3
305	и сам	1	3
306	их в	4	3
307	на первый	1	3
308	первый взгляд	1	3
309	с этим	11	3
310	в действительности	3	3
311	как на	9	3
312	момент в	1	3
313	тут же	1	3
314	ближе к	1	3
315	и он	5	3
316	и столь	2	3
317	обнаруживается в	1	3
318	к которому	3	3
319	и притом	1	3
320	или не	3	3
321	в которой	8	3
322	к чему	6	3
323	из важнейших	1	3
324	по аналогии	2	3
325	на себя	1	3
326	жизненный путь	1	3
327	между собой	2	3
328	как у	2	3
329	здесь как	1	3
330	о себе	1	3
331	но как	3	3
332	действия в	1	3
333	своего времени	1	3
334	одно и	4	3
335	и что	29	3
336	в тех	5	3
337	в форме	1	3
338	не просто	7	3
339	но так	2	3
340	было бы	22	3
341	открывается как	1	3
342	о его	2	3
343	и от	1	3
344	бы быть	2	3
345	и по	2	3
346	рассказ в	4	3
347	имеет дело	2	3
348	еще одно	1	3
349	мире и	1	3
350	фабулы и	4	3
351	принадлежат к	1	3
352	должна быть	5	3
353	заключается в	13	3
354	в романе	2	3
355	отношения к	3	3
356	присутствует в	1	3
357	как не	3	3
358	вместе с	10	3
359	не имеет	8	3
360	да и	1	3
361	о котором	5	3
362	всей своей	1	3
363	всех литературных	1	3
364	он мог	1	3
365	басни и	15	3
366	это и	4	3
367	и более	4	3
368	это понятие	2	3
369	который не	7	3
370	идет о	8	3
371	автора и	2	3
372	слова и	3	3
373	на основании	2	3
374	рассказ с	1	3
375	заметить что	2	3
376	тем же	1	3
377	как мы	12	3
378	может оказаться	1	3
379	то она	1	3
380	всяком случае	6	3
381	на языке	1	3
382	они не	2	3
383	и было	2	3
384	уже в	1	3
385	мы не	7	3
386	еще и	2	3
387	в полном	4	3
388	место в	6	3
389	однако не	3	3
390	что ни	3	3
391	этого рода	1	3
392	а о	1	3
393	и всякое	1	3
394	в литературу	1	3
395	и без	2	3
396	все эти	7	3
397	в каждой	1	3
398	об этом	4	3
399	или менее	1	3
400	в сцене	1	3
401	бы это	5	3
402	мере в	1	3
403	как показывает	2	3
404	том случае	4	3
405	он говорит	9	3
406	некоторого рода	1	3
407	она не	10	3
408	хотя бы	3	3
409	дело не	3	3
410	когда он	8	3
411	в начале	1	3
412	имеет свою	1	3
413	к ней	3	3
414	указывает на	8	3
415	рассказа в	4	3
416	слова в	1	3
417	жизни и	6	3
418	правило не	1	3
419	событий и	3	3
420	для этого	9	3
421	героического эпоса	1	3
422	и наконец	2	3
423	что на	4	3
424	во всем	2	2
425	мы можем	12	2
426	для всех	2	2
427	в душе	1	2
428	в настоящем	1	2
429	писателя с	1	2
430	он всегда	1	2
431	с этой	5	2
432	еще более	2	2
433	мысли и	2	2
434	в некоторых	2	2
435	действие и	2	2
436	можно определить	1	2
437	те же	2	2
438	нас в	1	2
439	требует от	1	2
440	рассказу о	1	2
441	из ее	2	2
442	переходит к	2	2
443	следует понимать	3	2
444	или во	2	2
445	собой все	2	2
446	и с	4	2
447	о мире	2	2
448	жизнь в	1	2
449	за ним	1	2
450	в построении	1	2
451	своем значении	1	2
452	в собственном	1	2
453	всегда в	1	2
454	собой не	1	2
455	значение не	1	2
456	рассказ не	2	2
457	речь идет	7	2
458	так например	5	2
459	определяется не	1	2
460	до уровня	1	2
461	требует для	1	2
462	некоторые из	1	2
463	не могли	5	2
464	о которых	10	2
465	для того	18	2
466	и другой	1	2
467	не таково	1	2
468	которых не	1	2
469	одной и	4	2
470	мы все	6	2
471	для рассказа	3	2
472	к которой	1	2
473	а между	1	2
474	уже как	2	2
475	самого начала	10	2
476	то чтобы	2	2
477	человеком и	3	2
478	тех случаях	1	2
479	том чтобы	2	2
480	все то	15	2
481	на него	3	2
482	для понимания	1	2
483	текст и	1	2
484	по поводу	1	2
485	у этих	3	2
486	трагедии и	4	2
487	что даже	2	2
488	едва ли	4	2
489	не то	7	2
490	к нему	2	2
491	всего в	1	2
492	бы то	1	2
493	события а	2	2
494	этих двух	1	2
495	этого сказать	1	2
496	я на	1	2
497	в драме	2	2
498	должно быть	1	2
499	время в	5	2
500	обратить внимание	1	2
501	начала и	2	2
502	с другими	1	2
503	не от	2	2
504	у него	6	2
