N	2gram	Savitsky_E	Formalny
1	и в	37	95
2	т е	9	94
3	и не	14	78
4	может быть	6	66
5	в этом	12	61
6	не может	9	57
7	вовсе не	6	53
8	таким образом	2	52
9	и его	1	51
10	так и	10	50
11	точки зрения	23	47
12	в нем	1	42
13	в его	2	42
14	прежде всего	9	41
15	с точки	17	40
16	как и	7	39
17	и т	1	37
18	в самом	4	35
19	не в	5	35
20	а не	2	34
21	в процессе	4	34
22	но и	14	33
23	то же	15	32
24	не только	18	30
25	в пределах	25	28
26	в том	11	26
27	отнюдь не	9	26
28	если бы	2	26
29	то что	6	25
30	при этом	1	24
31	в своей	8	24
32	лишь в	1	24
33	было бы	8	23
34	связи с	1	23
35	в ней	4	23
36	в то	16	22
37	и ее	1	22
38	и с	2	21
39	что в	21	21
40	в истории	2	21
41	как бы	6	21
42	между ними	2	20
43	с тем	3	20
44	не менее	1	20
45	входит в	1	20
46	как мы	5	20
47	и от	3	20
48	же время	14	20
49	место в	3	20
50	в их	11	20
51	по себе	4	19
52	хотя бы	15	19
53	т д	1	19
54	не могут	2	19
55	все же	1	18
56	в связи	1	18
57	должна быть	2	18
58	только в	9	18
59	и все	2	18
60	с его	1	18
61	все эти	1	18
62	и их	1	18
63	как в	3	17
64	более того	1	17
65	во всяком	3	16
66	с другой	7	16
67	так же	9	16
68	всяком случае	3	16
69	потому что	3	16
70	именно в	4	15
71	должно быть	1	15
72	с другими	2	15
73	бы в	2	15
74	во всех	6	15
75	и на	6	15
76	так как	7	15
77	но в	14	15
78	в жизни	1	14
79	в своем	14	14
80	в ее	8	14
81	в этой	2	14
82	вместе с	2	14
83	если мы	1	14
84	и потому	5	14
85	жизни и	2	14
86	в результате	3	13
87	тем что	3	13
88	что и	3	13
89	как его	1	13
90	могут быть	2	13
91	независимо от	4	13
92	как таковой	1	13
93	для них	2	13
94	сводится к	1	13
95	со стороны	5	13
96	что же	2	13
97	того что	7	13
98	она не	2	13
99	а в	2	13
100	там где	3	12
101	уже не	1	12
102	к тому	8	12
103	по отношению	1	12
104	как это	4	12
105	оно не	1	12
106	того чтобы	6	12
107	и для	3	12
108	в корне	1	11
109	никогда не	3	11
110	то ни	4	11
111	между тем	8	11
