N	3gram	Vygotskiy_	DiskursI
1	в том что	30	28
2	в отличие от	3	26
3	по отношению к	11	17
4	с одной стороны	14	14
5	не может быть	8	12
6	в данном случае	5	12
7	то же время	2	10
8	той или иной	2	10
9	о том что	10	9
10	в то же	2	8
11	состоит в том	4	8
12	в этом отношении	6	8
13	как и в	2	7
14	в конечном счете	4	6
15	в соответствии с	1	6
16	к тому же	1	6
17	по крайней мере	1	6
18	с точки зрения	34	6
19	одной стороны и	3	5
20	и как бы	1	5
21	то же самое	4	5
22	с другой стороны	10	5
23	в первую очередь	3	5
24	в значительной степени	2	5
25	в свою очередь	3	5
26	по своей природе	3	5
27	дело в том	2	5
28	не только в	1	5
29	подобно тому как	2	5
30	тем не менее	1	4
31	можно сказать что	5	4
32	в силу своей	1	4
33	не в том	1	4
34	в частности в	1	4
35	а с другой	6	4
36	по сути дела	1	4
37	и т.п но	1	4
38	и не может	1	4
39	в свое время	1	4
40	и мн др	2	4
41	тот или иной	1	4
42	во внешнем мире	1	3
43	в том числе	3	3
44	в качестве примера	1	3
45	и то же	2	3
46	том числе и	3	3
47	и в частности	3	3
48	одно и то	2	3
49	содержит в себе	1	3
50	том что в	3	3
51	во всяком случае	5	3
52	и столь же	1	2
53	бы то ни	1	2
54	все то что	1	2
55	не приводит к	1	2
56	на том что	2	2
57	заключает в себе	1	2
58	он не может	1	2
59	не представляет собой	1	2
60	потому что в	1	2
61	речь идет о	4	2
62	большей или меньшей	1	2
63	если можно так	1	2
64	и в то	1	2
65	что в них	1	2
66	по себе не	1	2
67	то ни было	1	2
68	в целом и	6	2
69	значении этого слова	1	2
70	к которому он	1	2
71	а по своей	1	2
72	и т.п то	1	2
73	можно так выразиться	1	2
74	представляет собой не	1	2
75	в том и	1	2
76	в одном из	2	2
77	могла бы быть	1	2
78	то что и	1	2
79	не столько в	1	2
80	но и в	1	2
81	в том чтобы	6	2
82	только то что	2	2
83	и той же	2	2
84	один из важнейших	1	2
85	включает в себя	1	2
86	как и все	2	2
87	как мы видели	1	2
88	одной и той	2	2
89	в одно и	1	2
90	с самого начала	9	2
91	и то что	1	2
92	тех случаях когда	1	2
93	с ней в	1	2
94	в тех случаях	1	2
95	едва ли не	1	2
96	прежде всего в	2	2
97	что он не	2	1
98	целом и в	1	1
99	благодаря тому что	3	1
100	время от времени	1	1
101	в той или	1	1
102	как и во	1	1
103	мышления но в	2	1
104	следует отнести к	1	1
105	что же это	1	1
106	на каждом шагу	2	1
107	и тем самым	4	1
108	о том как	1	1
109	в применении к	1	1
110	такой же мере	3	1
111	и заключается в	1	1
112	как и вообще	1	1
113	которое несмотря на	1	1
114	во главе с	1	1
115	в себе как	1	1
116	что в одном	1	1
117	в этом смысле	3	1
118	по сравнению с	9	1
119	в одной и	1	1
120	о чем мы	1	1
121	здесь не только	1	1
122	или иной мере	1	1
123	хотя бы и	1	1
124	дело не в	1	1
125	на определенной стадии	1	1
126	в самом деле	5	1
127	не только его	1	1
128	однако несмотря на	2	1
129	для того чтобы	19	1
130	таким же образом	1	1
131	у него в	1	1
132	друг от друга	4	1
133	в строгом смысле	1	1
134	совмещала в себе	1	1
135	и вообще в	1	1
136	то это не	1	1
137	друг на друга	1	1
138	не только имеет	1	1
139	что у него	1	1
140	сам по себе	3	1
141	то что может	1	1
142	до сих пор	4	1
143	показать на примере	1	1
144	приходит к выводу	4	1
145	в такой же	3	1
146	иметь в виду	1	1
147	данном случае не	1	1
148	на всем протяжении	3	1
149	в этом пункте	3	1
150	легко заметить что	1	1
151	я и ты	1	1
152	но для этого	1	1
153	всего в том	1	1
154	и таким образом	2	1
155	как таковая она	1	1
156	к выводу о	1	1
157	но и от	1	1
158	при этом он	1	1
159	не может не	1	1
160	индивидуального а не	1	1
161	как раз и	1	1
162	в связи с	3	1
163	и все прочие	1	1
164	на этот раз	1	1
165	или по крайней	1	1
166	и т.п в	1	1
167	но все же	1	1
168	несмотря на все	1	1
169	в другом месте	6	1
170	на этом пути	1	1
171	и в качестве	1	1
172	или во всяком	2	1
173	из того что	7	1
174	одном и том	1	1
175	в равной мере	2	1
176	выводу о том	1	1
177	жизни сознания в	1	1
178	и в этом	1	1
179	в этом последнем	1	1
180	же это такое	1	1
181	и не быть	1	1
182	прежде всего как	1	1
183	мышления и поведения	1	1
184	в ответ на	1	1
185	лишь в тех	1	1
186	за то что	1	1
187	внешнее по отношению	1	1
188	и потому что	2	1
189	ситуации в которой	1	1
190	стороны и к	1	1
191	вместе с тем	5	1
192	и том же	1	1
193	не для себя	1	1
194	является в данном	1	1
195	той ситуации в	1	1
196	в ходе своего	1	1
197	также и на	1	1
198	по мере развития	3	1
199	между двумя различными	1	1
200	и только в	1	1
201	на то что	9	1
202	мере того как	1	1
203	на собеседника или	1	1
204	не только от	1	1
205	аналогично тому как	1	1
206	с той же	1	1
207	как и вся	1	1
208	заключается прежде всего	1	1
209	заключается в том	10	1
210	в основе которой	1	1
211	и т.д с	1	1
212	в частности что	1	1
213	и именно в	1	1
214	жизни в том	1	1
215	ту или иную	1	1
216	по мере того	1	1
217	в себе и	1	1
218	что не только	1	1
219	живым существом которое	1	1
220	в целом ряде	1	1
221	то что в	2	1
222	но и потому	1	1
223	в результате этого	1	1
224	не в состоянии	2	1
225	того и другого	1	1
226	это не только	1	1
227	и тем более	2	1
228	там же как	1	1
229	тем более что	1	1
230	связанных между собой	1	1
231	в известном смысле	3	1
232	и не удивительно	1	1
233	хотя и не	1	1
234	что к этому	1	1
235	и речевой деятельности	1	1
236	на самом деле	3	1
237	другой стороны в	1	1
238	или не хочет	1	1
239	решающее значение для	1	1
240	о том какое	1	1
241	именно в этом	3	1
242	составляет как раз	1	1
243	он вступает в	1	1
244	можно было бы	6	1
245	развития с точки	1	1
246	в одном отношении	1	1
247	и все остальные	1	1
248	что касается второго	1	1
249	в этой связи	1	1
250	том что он	2	1
251	и до конца	1	1
252	и при этом	1	1
253	том что всякое	1	1
254	не могут быть	1	1
255	первую очередь на	1	1
256	между тем в	1	1
257	что представляет собой	1	1
258	а не за	1	1
259	в общих чертах	1	1
260	до наших дней	1	1
261	не последнюю роль	1	1
262	и на его	1	1
263	в предисловии к	4	1
264	быть сведено к	2	1
265	при переходе от	2	1
266	как и их	1	1
267	собой в сущности	1	1
268	может быть сведено	2	1
269	между мыслью и	4	1
270	к себе и	1	1
271	работа представляет собой	2	1
272	к этому же	1	1
273	в чистом виде	1	1
274	после того как	1	1
