N	2gram	Voloshinov	Vvedenie
1	и в	3	35
2	может быть	1	30
3	не только	1	26
4	не может	4	19
5	и не	1	13
6	в его	1	12
7	точки зрения	1	12
8	то же	1	11
9	из этих	1	9
10	не менее	1	9
11	но и	1	7
12	изучение языка	1	7
13	один из	2	6
14	же время	1	6
15	в то	1	6
16	язык как	1	5
17	а не	1	5
18	в особенности	1	4
19	в центре	2	4
20	с точки	1	4
21	к тому	1	4
22	в каждом	1	4
23	и на	1	3
24	связи с	1	3
25	если бы	1	3
26	культурной истории	1	3
27	в ней	1	3
28	во второй	1	3
29	о литературе	1	3
30	на нее	1	3
31	и должно	1	2
32	несмотря на	1	2
33	с теми	1	2
34	науку о	1	2
35	тому что	1	2
36	и истории	1	2
37	поставить в	1	2
38	вопрос что	1	2
39	понятно не	1	2
40	так называемая	1	2
41	в языке	1	2
42	как искусство	1	2
43	языка как	1	2
44	бы в	1	2
45	литературного языка	1	1
46	истории русского	1	1
47	мы видим	1	1
48	сравнении с	1	1
49	может не	1	1
50	исследования во	1	1
51	для него	1	1
52	бы на	1	1
53	или иными	1	1
54	метода он	1	1
55	его от	1	1
56	и можно	1	1
57	с другими	1	1
58	и все	1	1
59	имен вещей	1	1
60	может и	1	1
61	вещей и	1	1
62	можно назвать	1	1
63	теми или	1	1
64	второй части	1	1
65	можно и	1	1
66	права и	1	1
67	нуждаются в	1	1
68	тех же	1	1
69	истории но	1	1
70	конечно и	1	1
71	общения и	2	1
72	из крупнейших	1	1
73	он в	1	1
74	нет и	1	1
75	видящего в	1	1
76	анализа и	1	1
77	русской литературы	1	1
78	русского литературного	1	1
79	социального общения	2	1
80	в системе	1	1
