N	4gram	Medvedev_F	Istorich
1	не что иное как	1	11
2	мы уже знаем что	1	9
3	но вместе с тем	1	8
4	но тем не менее	1	6
5	с этой точки зрения	1	6
6	есть не что иное	1	5
7	мы увидим дальше что	1	3
8	с одной стороны и	4	3
9	только в связи с	1	3
10	бы то ни было	1	3
11	а в связи с	1	2
12	в том отношении что	1	2
13	и глубже чем это	1	2
14	все новые и новые	1	2
15	и то и другое	1	2
16	на самом же деле	1	2
17	не сам по себе	1	2
18	что в данном случае	1	2
19	и не может быть	4	2
20	иметь в виду что	1	2
21	вместе с тем это	1	2
22	в том числе и	1	2
23	является не чем иным	1	1
24	мы увидим что и	1	1
25	сводится к тому чтобы	1	1
26	в том смысле в	1	1
27	смысле этого слова а	1	1
28	в связи с этим	4	1
29	но есть еще одна	1	1
30	сами по себе не	1	1
31	а с точки зрения	1	1
32	есть еще одна область	1	1
33	речи и т д	1	1
34	ему в то же	1	1
35	не имеющие отношения к	1	1
36	сам по себе а	2	1
37	но и в пределах	1	1
38	нами в предыдущей главе	1	1
39	в более или менее	1	1
40	в том смысле что	2	1
41	том отношении что они	1	1
42	мешает ему в то	1	1
43	на эти вопросы мы	1	1
44	вместе с тем и	2	1
45	в большинстве случаев очень	1	1
46	может быть дана только	1	1
47	как один из возможных	1	1
48	эта связь может быть	1	1
49	не говоря уже о	1	1
50	тут-то и вступает в	1	1
51	тем не менее в	1	1
52	не чем иным как	1	1
53	она до сих пор	1	1
54	с тем что в	1	1
55	в зависимости от того	1	1
56	не мешает ему в	1	1
57	в большей или меньшей	1	1
58	том смысле в каком	1	1
59	в то же время	13	1
60	что не мешает ему	1	1
61	что же это за	1	1
