N	2gram	Vygotskiy_	Tragedij
1	и в	55	18
2	в романе	2	10
3	в этом	30	9
4	не только	24	8
5	и на	12	7
6	и не	19	7
7	может быть	34	7
8	и с	3	7
9	как бы	33	7
10	он сам	1	7
11	что он	30	6
12	у него	9	6
13	же время	2	6
14	но в	7	6
15	и его	10	6
16	это не	9	5
17	несмотря на	5	5
18	что это	15	5
19	так и	6	5
20	к жизни	2	5
21	это очень	2	5
22	все же	11	5
23	то же	16	5
24	как и	9	5
25	не может	15	5
26	в то	6	5
27	что в	43	4
28	в себе	13	4
29	и даже	4	4
30	все это	8	4
31	прежде всего	6	4
32	и все	15	4
33	об этом	5	4
34	еще не	6	4
35	но и	16	4
36	том что	46	4
37	и что	45	4
38	так же	19	4
39	то что	69	4
40	в этой	15	4
41	в нем	13	4
42	но это	2	4
43	в целом	7	4
44	и он	7	3
45	что с	8	3
46	один из	9	3
47	должно быть	6	3
48	уже в	7	3
49	в его	8	3
50	для него	5	3
51	в своем	12	3
52	романа и	2	3
53	с ним	4	3
54	о чем	4	3
55	и сам	1	3
56	в конце	10	3
57	эпизод с	1	3
58	и как	10	3
59	как в	4	3
60	никто не	4	3
61	своего отца	1	3
62	то есть	16	3
63	при этом	11	3
64	жизнь и	2	3
65	как это	16	3
66	тем самым	1	3
67	с ее	1	3
68	мог бы	3	3
69	как будто	7	3
70	все эти	5	3
71	к нему	1	3
72	в самом	18	2
73	не так	4	2
74	и то	12	2
75	автора но	1	2
76	ребенка и	1	2
77	в душе	2	2
78	еще раз	2	2
79	и здесь	11	2
80	данном случае	4	2
81	ненависть к	1	2
82	его дочь	1	2
83	и за	4	2
84	в том	50	2
85	в ресторане	1	2
86	это уже	1	2
87	с тем	10	2
88	в ее	3	2
89	для искусства	1	2
90	по мнению	6	2
91	говорит о	5	2
92	как у	1	2
93	романах достоевского	1	2
94	что и	11	2
95	из своих	1	2
96	отказывается от	1	2
97	ни в	5	2
98	бы и	1	2
99	но при	1	2
100	чем он	1	2
101	в русском	1	2
102	роман достоевского	1	2
103	что все	12	2
104	не могут	4	2
105	в виде	3	2
106	его в	2	2
107	как же	1	2
108	не в	12	2
109	но все	5	2
110	но эта	1	2
111	из самых	3	2
112	еще в	2	2
113	в таком	4	2
114	между этими	1	2
115	ничем не	1	2
116	как говорит	6	2
117	одном из	2	2
118	вопрос о	6	2
119	этого романа	2	2
120	состоит из	1	2
121	имеет в	1	2
122	знает что	2	2
123	и это	13	2
124	нет в	2	2
125	она как	1	2
126	отца и	2	2
127	во сне	1	2
128	под влиянием	3	2
129	уже не	1	2
130	к тому	12	2
131	о том	24	2
132	перед нами	5	2
133	не был	1	2
134	с первого	1	2
135	не имеет	2	2
136	что эти	4	2
137	на всем	1	2
138	в данном	4	2
139	только к	1	2
140	что этот	3	2
141	отличие от	3	2
142	он был	3	2
143	то и	1	2
144	потому что	48	2
145	личности и	1	2
146	так что	8	2
147	в рассказе	2	2
148	он не	10	2
149	по поводу	6	2
150	в частности	6	2
151	но они	2	2
152	в это	2	2
153	в одном	5	2
154	говорит что	13	2
155	и до	4	2
156	в глаза	2	2
157	она все	2	2
158	в отличие	3	2
159	его за	1	2
160	отношение к	1	2
161	о его	1	2
162	до конца	7	2
163	в глазах	2	2
164	столь же	3	2
165	что она	10	2
166	который в	1	2
167	одна из	6	2
168	что говорит	1	2
169	с его	6	2
170	а как	3	2
171	тут же	1	2
172	не мог	1	2
173	тем что	8	2
174	не просто	6	2
175	только о	2	2
176	и ее	1	2
177	никогда не	15	2
178	ничего не	4	2
179	друг друга	1	2
180	любви и	3	2
181	в той	3	1
182	в особенности	3	1
183	напротив для	1	1
184	психологического исследования	1	1
185	во всем	3	1
186	это могло	1	1
187	совершенно справедливы	1	1
188	то в	1	1
189	открывает ему	1	1
190	от нее	2	1
191	с помощью	3	1
192	от него	5	1
193	его романа	1	1
194	этом случае	2	1
195	могут быть	8	1
196	только не	5	1
197	выражение лица	2	1
198	мы бы	1	1
199	социальной жизни	1	1
200	в окончательном	1	1
201	к сожалению	2	1
202	взгляд на	2	1
203	мы видим	13	1
204	в центре	2	1
205	и прямо	1	1
206	что оно	12	1
207	что ему	4	1
208	мы встречаем	1	1
209	таким образом	35	1
210	смотреть на	3	1
211	был заимствован	1	1
212	не понимал	1	1
213	после того	1	1
214	только что	11	1
215	героев романа	1	1
216	также что	1	1
217	он непременно	1	1
218	и эту	3	1
219	не нужен	1	1
220	часто и	1	1
221	того как	4	1
222	к этой	2	1
223	если он	2	1
224	прием и	1	1
225	почти не	2	1
226	в последней	3	1
227	и который	1	1
228	с одной	15	1
229	и вот	7	1
230	впадает в	1	1
231	его с	2	1
232	что даже	3	1
233	должна быть	2	1
234	но еще	3	1
235	лицо но	1	1
236	мертвецы в	1	1
237	самое большее	1	1
238	к себе	1	1
239	с такой	5	1
240	он считает	1	1
241	из авторов	1	1
242	с этой	5	1
243	и при	3	1
244	ко всему	1	1
245	дело с	5	1
246	в применении	1	1
247	любовь к	1	1
248	к величайшему	1	1
249	быть отнесены	1	1
250	к числу	1	1
251	иллюзии и	1	1
252	то для	1	1
253	но от	1	1
254	что эта	8	1
255	естественно что	2	1
256	неизмеримо более	2	1
257	на деле	9	1
258	романа в	1	1
259	вот как	2	1
260	что при	5	1
261	с этими	1	1
262	того что	12	1
263	сам по	4	1
264	передается и	1	1
265	совершенно ином	1	1
266	не вызывает	2	1
267	единственное что	1	1
268	б я	1	1
269	о нем	3	1
270	не как	3	1
271	место где	1	1
272	а затем	2	1
273	для нас	9	1
274	видит что	4	1
275	где он	1	1
276	и всегда	1	1
277	части романа	2	1
278	наслаждение ею	1	1
279	возьмем ли	1	1
280	одно из	1	1
281	на одной	1	1
282	это глубоко	1	1
283	как он	6	1
284	роман в	1	1
285	же не	2	1
286	х годов	1	1
287	в результате	6	1
288	говорил что	2	1
289	есть с	1	1
290	в виду	5	1
291	смысле этого	1	1
292	быть может	1	1
293	что наш	1	1
294	из ее	1	1
295	как есть	1	1
296	совершает в	1	1
297	с собой	3	1
298	и теперь	2	1
299	на первую	1	1
300	только в	12	1
301	него нет	1	1
302	не столько	1	1
303	по себе	13	1
304	такой силой	2	1
305	хоть на	1	1
306	нас от	2	1
307	ума и	1	1
308	в самой	1	1
309	видит в	3	1
310	чтобы превратить	1	1
311	а на	1	1
312	говорит он	2	1
313	вспомним как	1	1
314	не было	2	1
315	ко всем	2	1
316	в борьбе	1	1
317	это должно	1	1
318	но он	6	1
319	здесь мы	2	1
320	до этого	1	1
321	ли мы	3	1
322	он рассматривает	1	1
323	линию романа	1	1
324	вот что	2	1
325	а также	1	1
326	или от	2	1
327	начала в	1	1
328	сказал что	2	1
329	что под	1	1
330	признается что	1	1
331	в россии	1	1
332	тот кто	1	1
333	заключается в	13	1
334	на нее	2	1
335	одним из	1	1
336	мысль о	5	1
337	мы начинаем	1	1
338	эти образы	1	1
339	она даже	1	1
340	что не	5	1
341	все события	3	1
342	откуда же	1	1
343	не есть	4	1
344	xviii века	1	1
345	именно в	9	1
346	тому типу	1	1
347	всем протяжении	1	1
348	если за	2	1
349	ужас и	1	1
350	и пусть	1	1
351	представление о	1	1
352	потрясающей силой	1	1
353	указывает на	8	1
354	вообще не	1	1
355	сходство с	1	1
356	детей и	1	1
357	и психологически	2	1
358	тому что	11	1
359	она стремится	1	1
360	когда его	2	1
361	из тех	1	1
362	с ними	1	1
363	и она	1	1
364	так часто	1	1
365	показал что	2	1
366	это чувство	2	1
367	страха и	1	1
368	на земле	1	1
369	боль и	1	1
370	в своей	8	1
371	рядом с	6	1
372	главе где	1	1
373	вместе с	16	1
374	на этом	11	1
