N	4gram	Trubetskoy	Myshleni
1	заключается в том что	1	43
2	одного и того же	1	17
3	в том числе и	1	10
4	точно так же как	1	6
5	и вместе с тем	2	5
6	друг с другом в	1	5
7	что с точки зрения	1	4
8	о которых мы говорили	1	4
9	в том виде как	1	4
10	одну и ту же	1	4
11	указывает на то что	1	4
12	несмотря на то что	1	4
13	в свою очередь является	1	3
14	которая в свою очередь	1	3
15	связаны друг с другом	1	3
16	которых мы говорили выше	1	3
17	дело в том что	1	3
18	и во всяком случае	1	3
19	бы то ни было	1	3
20	не подлежит никакому сомнению	1	3
21	о котором мы говорили	1	2
22	таким образом оказывается что	1	2
23	в то же время	10	2
24	именно в силу этого	1	2
25	подлежит никакому сомнению что	1	2
26	и в другом случае	2	2
27	в тот или иной	1	2
28	друг с другом не	1	2
29	в том что для	1	2
30	и с точки зрения	1	2
31	в том случае если	3	2
32	в совершенно ином виде	1	2
33	с точки зрения этой	2	2
34	и не может быть	1	2
35	но на самом деле	1	2
36	только для того чтобы	1	2
37	само собой разумеется что	1	2
38	мы говорили в начале	1	1
39	с точки зрения этих	1	1
40	в том и в	2	1
41	точка зрения приводит к	1	1
42	совершенно ином виде чем	1	1
43	и более или менее	1	1
44	не подлежит сомнению и	1	1
45	том и в другом	2	1
46	во всяком случае не	1	1
47	о которой идет речь	1	1
48	по самому своему существу	1	1
49	в основе его лежит	1	1
50	друг с другом как	1	1
51	в каждый данный момент	1	1
52	остается в силе и	1	1
53	друг с другом и	2	1
54	бы друг с другом	1	1
55	основе его лежит не	1	1
56	было бы показать что	1	1
57	во всяком случае одно	1	1
58	бы речь шла о	1	1
59	то же время в	1	1
60	до сих пор мы	1	1
61	тот факт что при	1	1
62	то это потому что	2	1
63	и то и другое	1	1
64	в том что только	1	1
65	говорить о том что	1	1
66	в самом деле для	1	1
67	и не может ли	1	1
68	в этом и состоит	1	1
69	можно было бы показать	1	1
70	состоит в том чтобы	1	1
71	свидетельствуют о том что	1	1
72	образом связаны друг с	1	1
73	если бы речь шла	2	1
74	его можно было бы	1	1
75	сказать только то что	1	1
76	во всех этих случаях	1	1
77	на том основании что	1	1
78	и в некоторых других	1	1
