N	2gram	Trubetskoy	Vladivir
1	и в	26	116
2	то что	7	71
3	и не	8	67
4	у него	1	65
5	не только	10	65
6	в этом	15	53
7	в том	11	52
8	том что	7	51
9	что в	9	48
10	но и	9	47
11	в конце	6	41
12	в его	5	40
13	и с	10	39
14	то есть	4	37
15	и даже	3	36
16	сказать что	2	36
17	учение о	4	35
18	так что	3	35
19	потому что	7	33
20	что он	4	32
21	еще и	1	32
22	не может	4	31
23	о том	6	30
24	только в	4	30
25	никогда не	5	29
26	для него	3	29
27	а в	4	27
28	не было	2	26
29	в себе	6	25
30	но в	7	25
31	в то	4	25
32	и его	1	25
33	а также	2	24
34	точки зрения	13	23
35	он не	4	23
36	может быть	10	23
37	кроме того	1	22
38	ни в	1	22
39	так как	9	22
40	в виде	4	22
41	в своей	1	21
42	вместе с	15	21
43	а именно	1	20
44	и что	4	20
45	в своем	3	20
46	прежде всего	2	20
47	не менее	3	19
48	как раз	1	19
49	тем не	3	19
50	таким образом	22	19
51	в течение	4	19
52	так и	6	19
53	и потому	6	19
54	как и	1	18
55	не в	2	18
56	не был	1	18
57	с его	2	18
58	что и	6	17
59	в этой	4	17
60	и если	3	17
61	а не	5	17
62	у нас	1	17
63	все же	6	16
64	уже не	3	16
65	к тому	6	16
66	не есть	1	16
67	совсем не	1	16
68	для себя	1	16
69	и все	2	16
70	было бы	1	16
71	того что	3	16
72	в котором	4	16
73	и к	5	15
74	то же	4	15
75	в своих	1	15
76	к этому	3	15
77	несмотря на	6	15
78	в связи	3	15
79	иной раз	2	15
80	но это	1	15
81	это было	1	15
82	того же	6	14
83	все эти	6	14
84	мы уже	1	14
85	и на	2	14
86	уже в	2	14
87	и как	3	14
88	в результате	3	13
89	с тем	18	13
90	можно сказать	3	13
91	так же	5	13
92	на этот	4	13
93	и от	4	13
94	что это	3	13
95	то время	1	13
96	да и	1	13
97	жизни и	2	13
98	по себе	1	12
99	только на	1	12
100	и это	2	12
101	и у	8	12
102	и по	4	12
103	в нем	4	12
104	то в	1	12
105	если не	2	12
106	всяком случае	6	12
107	ничего не	1	12
108	во всяком	6	12
109	связи с	9	12
110	учения о	1	12
111	при этом	3	11
112	него в	1	11
113	более или	5	11
114	в данном	1	11
115	хотя бы	3	11
116	тому же	5	11
117	в которой	3	11
118	на то	2	11
119	и здесь	2	11
120	в отношении	6	11
121	это есть	1	11
122	все это	6	11
123	или менее	5	11
124	мы должны	6	11
125	и о	3	11
126	конце концов	3	11
127	в самом	4	10
128	даже в	1	10
129	что все	4	10
130	с точки	6	10
131	в качестве	3	10
132	что его	1	10
133	к нему	7	10
134	с ним	1	10
135	в россии	2	10
136	еще не	2	10
137	здесь не	1	10
138	в ней	1	10
139	но не	8	10
140	о чем	1	9
141	именно в	2	9
142	с этим	1	9
143	смысле слова	1	9
144	с другой	8	9
145	мы знаем	1	9
146	а с	7	9
147	из этого	2	9
148	в начале	2	9
149	оно есть	1	9
150	отношения к	1	9
151	что мы	2	9
152	это не	1	9
153	же время	2	9
154	ни с	1	9
155	по существу	2	9
156	этот раз	1	9
157	что касается	1	9
158	с этой	3	8
159	это учение	1	8
160	в этих	4	8
161	тем что	1	8
162	в этот	1	8
163	конечно не	2	8
164	все существующее	2	8
165	себя в	1	8
166	это мы	1	8
167	в смысле	4	8
168	в чем	1	8
169	и особенно	2	8
170	как в	1	8
171	должно быть	1	8
172	после смерти	10	8
173	как бы	12	8
174	и для	5	8
175	тот же	2	8
176	тоже не	1	8
177	когда он	3	8
178	из этих	10	8
179	отношение к	5	8
180	мы и	1	7
181	к этой	1	7
182	в одном	3	7
183	в них	2	7
184	но все	7	7
185	но даже	1	7
186	точно так	3	7
187	в нашем	1	7
188	мы читаем	1	7
189	о его	1	7
190	и есть	1	7
191	мы видели	2	7
192	если бы	3	7
193	к его	2	7
194	не имеет	5	7
195	в каком	1	7
196	ничего общего	2	7
197	бы и	1	7
198	того чтобы	5	7
199	при помощи	1	7
200	но если	2	7
201	в свое	1	7
202	к концу	3	7
203	на его	1	7
204	в таком	3	7
205	другими словами	1	7
206	же в	1	7
207	можно говорить	1	6
208	те же	2	6
209	в виду	2	6
210	другой стороны	1	6
211	этого последнего	2	6
212	для того	5	6
213	в отличие	1	6
214	настоящее время	1	6
215	он сам	1	6
216	той же	1	6
217	его в	1	6
218	чем в	1	6
219	том же	1	6
220	что она	1	6
221	время как	1	6
222	по своей	2	6
223	она была	1	6
224	главным образом	8	6
225	взгляд на	2	6
226	не с	2	6
227	и из	2	6
228	должен был	4	6
229	так или	3	6
230	нельзя сказать	1	6
231	что здесь	1	6
232	в настоящее	1	6
233	данном случае	1	6
234	свидетельствует о	2	6
235	мы не	1	6
236	которых он	1	6
237	или иначе	3	6
238	в общем	8	6
239	по своему	2	6
240	ко всему	2	6
241	тем более	1	6
242	отличие от	1	6
243	в жизни	1	6
244	такой же	1	6
245	и наконец	2	6
246	есть не	1	6
247	и до	1	5
248	на эту	1	5
249	всего существующего	1	5
250	не вполне	3	5
251	отчет в	1	5
252	как на	8	5
253	без всякого	1	5
254	быть в	1	5
255	из них	7	5
256	бы то	2	5
257	что они	1	5
258	во всех	2	5
259	а и	1	5
260	и за	1	5
261	то ни	2	5
262	всей этой	1	5
263	и глубоко	1	5
264	он в	2	5
265	вера в	1	5
266	в очень	1	5
267	во время	4	5
268	можно только	2	5
269	один из	2	5
270	и так	1	5
271	за границу	1	5
272	нет ничего	1	5
273	бог и	1	5
274	в свою	2	5
275	и больше	2	5
276	мы имеем	2	5
277	заметить что	1	5
278	начиная с	2	5
279	друг друга	1	5
280	это был	1	5
281	он как	1	5
282	что с	1	5
283	как нечто	1	5
284	место в	1	5
285	в их	1	5
286	на все	2	5
287	с самого	3	5
288	эти последние	1	5
289	далеко не	4	5
290	только то	1	5
291	еще на	2	5
292	духовного развития	2	5
293	которое в	1	5
294	бытия и	1	5
295	и прежде	1	5
296	в области	9	5
297	и только	4	5
298	не удалось	1	5
299	не к	2	5
300	и другие	3	4
301	только что	2	4
302	представление о	6	4
303	их в	1	4
304	по своим	2	4
305	не могли	1	4
306	о которых	1	4
307	в глаза	1	4
308	бога и	4	4
309	с этими	1	4
310	что даже	1	4
311	крайней мере	5	4
312	и весь	1	4
313	только не	2	4
314	с одной	7	4
315	на этих	1	4
316	мы можем	2	4
317	но для	1	4
318	ясно что	3	4
319	и вместе	4	4
320	уже давно	2	4
321	это тоже	1	4
322	на этом	1	4
323	чтобы он	1	4
324	но зато	1	4
325	очень мало	4	4
326	когда мы	1	4
327	любви к	1	4
328	время он	2	4
329	вплоть до	2	4
330	при жизни	4	4
331	не так	1	4
332	как с	1	4
333	и сейчас	2	4
334	в сущности	1	4
335	не могут	2	4
336	с ней	3	4
337	заключается в	1	4
338	всей своей	1	4
339	по крайней	5	4
340	человека и	1	4
341	это и	1	4
342	ни к	1	4
343	совершенно не	1	4
344	и более	1	4
345	лишь в	5	4
346	и во	1	4
347	одной из	5	4
348	в свой	1	4
349	только с	1	4
350	у них	3	4
351	как к	1	4
352	ему в	2	4
353	всех этих	1	4
354	этом отношении	2	4
355	тоже в	1	4
356	но с	3	4
357	больше чем	2	4
358	этом не	1	4
359	себе в	1	4
360	в такой	1	4
361	одной стороны	7	4
362	оказывается что	3	4
363	уже тогда	1	4
364	же самое	2	4
365	к богу	3	4
366	и других	1	4
367	выше всех	1	4
368	котором он	1	4
369	все что	2	3
370	человеческой жизни	1	3
371	очень много	2	3
372	в разных	2	3
373	не как	2	3
374	что человек	1	3
375	его от	2	3
376	притом в	1	3
377	веры и	1	3
378	но когда	2	3
379	роль в	1	3
380	является для	1	3
381	отличается от	2	3
382	так например	2	3
383	казалось бы	1	3
384	в первую	1	3
385	не существует	1	3
386	только как	1	3
387	самого начала	2	3
388	свою очередь	1	3
389	некоторое время	1	3
390	вернуться к	1	3
391	связи со	1	3
392	а мы	1	3
393	нет никаких	1	3
394	к этим	1	3
395	время и	1	3
396	теперь же	1	3
397	то для	1	3
398	и через	1	3
399	к жизни	5	3
400	ума и	1	3
401	в будущем	1	3
402	одним из	2	3
403	по одному	1	3
404	же как	3	3
405	на земле	1	3
406	в мире	5	3
407	следовательно и	1	3
408	так сказать	1	3
409	в сторону	1	3
410	бы в	1	3
411	творца и	2	3
412	этих трех	1	3
413	не были	1	3
414	не могла	2	3
415	иметь в	1	3
416	этот период	2	3
417	как известно	1	3
418	возможно что	1	3
419	то по	1	3
420	и никогда	1	3
421	найти в	1	3
422	в силу	5	3
423	дело не	1	3
424	его к	1	3
425	которого мы	1	3
426	и ее	1	3
427	от нее	1	3
428	первую очередь	1	3
429	и действительно	2	3
430	и этот	1	3
431	по всем	1	3
432	в вопросах	1	3
433	жизни а	1	3
434	на почве	1	3
435	и при	3	3
436	себе не	1	3
437	самом деле	1	3
438	от своего	1	3
439	как о	3	3
440	с ними	1	3
441	в которых	4	3
442	сейчас же	1	3
443	три категории	1	3
444	бы с	1	3
445	ни у	2	3
446	с нами	1	3
447	наконец в	2	3
448	не могло	2	3
449	жизни по	2	3
450	видели выше	1	3
451	общего с	2	3
452	с того	2	3
453	именно к	1	3
454	этой области	1	3
455	что такое	1	3
456	сам он	1	3
457	того как	1	3
458	том числе	5	3
459	ни на	1	3
460	с богом	1	3
461	с их	1	3
462	появилась в	1	3
463	никуда не	1	3
464	но эта	1	3
465	указывает на	1	3
466	сказать трудно	1	3
467	его учение	1	3
468	имеет никакого	1	3
469	один и	1	3
470	в новом	2	3
471	особенно в	2	3
472	его не	2	3
473	быть и	2	3
474	к тем	1	3
475	а по	1	3
476	этот факт	2	3
477	что к	1	3
478	думать что	1	3
479	и всякая	1	3
480	которые в	2	3
481	тех пор	2	3
482	которое мы	1	3
483	в той	1	2
484	к пантеизму	1	2
485	ввиду того	1	2
486	а другие	1	2
487	для всех	2	2
488	в душе	1	2
489	в момент	1	2
490	случае мы	1	2
491	или по	2	2
492	дело с	1	2
493	но тем	1	2
494	человек есть	1	2
495	всем и	2	2
496	то не	1	2
497	личности с	1	2
498	чтобы в	1	2
499	жизнь в	1	2
500	если он	1	2
501	видно из	1	2
502	и другим	1	2
503	есть тот	1	2
504	только для	2	2
505	ix в	1	2
506	и того	1	2
507	было конечно	2	2
508	все и	1	2
509	на этой	1	2
510	сила и	1	2
511	времени в	1	2
512	не всегда	2	2
513	в себя	1	2
514	представлением о	1	2
515	по учению	3	2
516	греков и	1	2
517	на пути	2	2
518	к нашим	1	2
519	и те	3	2
520	всего этого	1	2
521	почти в	1	2
522	таких условиях	1	2
523	что учение	1	2
524	то после	2	2
525	та часть	1	2
526	на более	1	2
527	во всей	1	2
528	как результат	1	2
529	в европе	1	2
530	с ее	1	2
531	то о	1	2
532	этих последних	1	2
533	всякий кто	1	2
534	жизни с	1	2
535	все в	1	2
536	этого и	1	2
537	подойти к	3	2
538	собой и	1	2
539	с западом	1	2
540	после того	1	2
541	богу но	1	2
542	притом не	1	2
543	что уже	1	2
544	и совершенно	1	2
545	образом если	2	2
546	то у	1	2
547	что мир	1	2
548	но такой	1	2
549	добра и	2	2
550	а ведь	1	2
551	в ее	1	2
552	чем у	1	2
553	к чему	1	2
554	во внимание	1	2
555	и перед	2	2
556	и надо	1	2
557	не отрицал	1	2
558	от этого	1	2
559	на себе	1	2
560	могло бы	1	2
561	сих пор	5	2
562	той или	2	2
563	еще только	2	2
564	так называемую	2	2
565	которые и	1	2
566	в славянском	1	2
567	и после	2	2
568	должны быть	1	2
569	не приходится	1	2
570	и является	2	2
571	ярко свидетельствует	1	2
572	и тот	1	2
573	совершенно так	1	2
574	а следовательно	1	2
575	тем и	2	2
576	смысла и	1	2
577	однако в	1	2
578	оно имеет	1	2
579	этот путь	2	2
580	образом в	5	2
581	если они	1	2
582	это совершенно	1	2
583	на это	1	2
584	она является	1	2
585	никто из	2	2
586	против этого	1	2
587	утверждать что	2	2
588	до сих	5	2
589	та же	1	2
590	если в	3	2
591	известно что	1	2
592	которой не	1	2
593	тогда когда	2	2
594	христианского мировоззрения	1	2
595	и должно	1	2
596	чтобы стать	1	2
597	отличались от	1	2
598	из которых	4	2
599	существующее в	1	2
600	пор не	1	2
601	то с	3	2
602	за это	1	2
603	только еще	1	2
604	со всеми	2	2
605	нам в	1	2
606	одновременно с	1	2
607	можно назвать	2	2
608	как не	1	2
609	в одно	2	2
610	никем не	2	2
611	эта сила	1	2
612	может не	1	2
613	о котором	2	2
614	том как	1	2
615	своего отца	1	2
616	магии и	1	2
617	слов которые	1	2
618	отношении их	1	2
619	все они	1	2
620	в известных	1	2
621	не является	1	2
622	близости к	1	2
623	относится к	2	2
624	поскольку с	1	2
625	а через	1	2
626	может только	1	2
627	только тогда	1	2
628	интерес и	1	2
629	в которую	1	2
630	и об	1	2
631	нет никакой	1	2
632	не потому	2	2
633	самом этом	1	2
634	известной степени	1	2
635	ни было	2	2
636	но именно	1	2
637	из первых	1	2
638	в глазах	2	2
639	и раньше	1	2
640	этого слова	1	2
641	или о	1	2
642	в самой	2	2
643	из этой	2	2
644	судя по	1	2
645	уже с	3	2
646	природы и	1	2
647	которым он	1	2
648	многих других	1	2
649	они не	1	2
650	богом и	2	2
651	и пр	1	2
652	них не	2	2
653	не для	1	2
654	ничего кроме	1	2
655	в русском	2	2
656	бытие или	1	2
657	зрения того	1	2
658	с другими	4	2
659	было в	1	2
660	в эпоху	7	2
661	таком случае	1	2
662	виде в	2	2
663	но по	3	2
664	мира и	1	2
665	путь к	3	2
666	а так	3	2
667	с первого	1	2
668	людей в	1	2
669	что эти	3	2
670	к одному	1	2
671	человека в	1	2
672	при таких	1	2
673	не по	1	2
674	с виду	1	2
675	вполне ясно	1	2
676	невозможно но	1	2
677	нужно было	1	2
678	и их	1	2
679	в нашей	1	2
680	есть о	1	2
681	но вместе	2	2
682	нами и	2	2
683	одного из	1	2
684	с самых	2	2
685	может показаться	1	2
686	может и	1	2
687	к своей	1	2
688	бытия в	1	2
689	настоящего времени	1	2
690	не можем	1	2
691	с помощью	1	1
692	человек может	1	1
693	новое и	1	1
694	к сожалению	3	1
695	и произвола	1	1
696	его существовании	1	1
697	является всеобщим	1	1
698	со всем	1	1
699	живое существо	1	1
700	византийский элемент	2	1
701	с толку	1	1
702	творчества в	1	1
703	это удается	1	1
704	положение дела	2	1
705	за исключением	1	1
706	сказать чтобы	1	1
707	что два	1	1
708	людей но	1	1
709	начало а	1	1
710	а у	1	1
711	к учению	1	1
712	с которого	2	1
713	она уже	1	1
714	в пользу	2	1
715	как существа	1	1
716	а потому	1	1
717	требует от	2	1
718	далее в	1	1
719	касается до	1	1
720	от этих	1	1
721	смотрел на	1	1
722	с собой	1	1
723	связь с	2	1
724	их не	1	1
725	имеет для	1	1
726	его мировоззрения	1	1
727	мысль о	2	1
728	зато в	1	1
729	слова с	1	1
730	иначе как	1	1
731	блага и	1	1
732	россии только	1	1
733	в христианстве	1	1
734	эти черты	2	1
735	в корне	1	1
736	либо в	2	1
737	власти над	1	1
738	но пока	1	1
739	природы это	1	1
740	одновременно и	2	1
741	ему пришлось	1	1
742	личность хотя	1	1
743	в формальном	1	1
744	душа есть	1	1
745	себя не	1	1
746	есть то	1	1
747	целым рядом	1	1
748	речь идет	1	1
749	жизни на	1	1
750	разные стороны	1	1
751	связанного с	1	1
752	сделать из	1	1
753	тогда как	1	1
754	бытие не	1	1
755	после его	2	1
756	и нет	3	1
757	а вместе	1	1
758	в среду	1	1
759	без труда	1	1
760	перестает быть	2	1
761	словами так	1	1
762	и отчасти	1	1
763	жадный до	1	1
764	с конца	1	1
765	по тем	1	1
766	то отношение	1	1
767	со времени	2	1
768	смерти она	1	1
769	духовной жизни	1	1
770	силы и	2	1
771	наконец по	1	1
772	чему не	1	1
773	говорить не	1	1
774	них ничего	1	1
775	по возможности	1	1
776	согласны с	1	1
777	представляет собой	3	1
778	а после	3	1
779	значительной мере	2	1
780	которой его	1	1
781	из себя	2	1
782	они являются	1	1
783	когда она	1	1
784	но они	1	1
785	никакой нравственной	1	1
786	за собой	3	1
787	сына божия	1	1
788	в строгом	1	1
789	связь между	1	1
790	а между	1	1
791	по отношению	1	1
792	уже как	1	1
793	душу и	1	1
794	но такая	1	1
795	совершенно неправильно	1	1
796	что еще	1	1
797	своим религиозным	1	1
798	природы но	1	1
799	как существо	1	1
800	жизни он	1	1
801	учению о	1	1
802	абсолютного и	1	1
803	в нирвану	1	1
804	к ним	3	1
805	из всех	3	1
806	затем в	1	1
807	субстанции не	1	1
808	когда человек	2	1
809	когда тот	1	1
810	вопросу не	1	1
811	к которому	2	1
812	те и	2	1
813	богов и	5	1
