N	4gram	Propp_Isto	Myslijsy
1	по мере того как	1	14
2	но тем не менее	2	10
3	один и тот же	1	4
4	в то время как	4	4
5	а в том что	1	4
6	вместе с тем и	1	4
7	в том что он	1	3
8	и то и другое	2	3
9	с этой точки зрения	3	3
10	с одной стороны и	1	3
11	во всяком случае не	1	2
12	состоит в том что	1	2
13	более или менее ясно	1	2
14	не только в том	1	2
15	и т д то	1	2
16	одна и та же	1	2
17	но с другой стороны	1	2
18	бы то ни было	1	2
19	ответить на вопрос почему	1	1
20	в более или менее	1	1
21	и т д в	3	1
22	на первый взгляд кажется	1	1
23	в чем бы ни	1	1
24	о том что такое	1	1
25	таким образом мы видим	2	1
26	с другой стороны и	2	1
27	если бы мы не	1	1
28	и вместе с тем	2	1
29	в непосредственной связи с	1	1
30	же как и в	1	1
31	мы можем предположить что	1	1
32	друг с другом и	1	1
33	т д то это	1	1
34	а в том чтобы	1	1
35	нельзя сказать чтобы все	1	1
36	с другой стороны он	2	1
37	играет ту же роль	1	1
38	и не может быть	1	1
39	выводы можно сделать из	1	1
40	ту же роль что	1	1
41	и т д и	1	1
42	но вместе с тем	2	1
43	так же как и	1	1
44	точно так же как	1	1
