N	3gram	Vygotskiy_	StatiiOP
1	в том что	30	47
2	и т д	6	32
3	о том что	15	29
4	в этом отношении	3	24
5	для того чтобы	41	19
6	до сих пор	9	19
7	и т п	5	19
8	с точки зрения	5	14
9	с другой стороны	8	13
10	во всяком случае	1	13
11	то обстоятельство что	2	11
12	не может быть	4	11
13	в самом деле	8	9
14	то же время	1	9
15	вместе с тем	4	9
16	на то что	25	9
17	в то же	1	9
18	дело в том	2	9
19	можно было бы	4	9
20	к тому что	8	8
21	на самом деле	8	8
22	не только в	5	8
23	не в том	1	7
24	в конце концов	6	7
25	в этой области	1	7
26	в своей трагедии	2	7
27	в данном случае	3	7
28	по этому поводу	4	7
29	заключается в том	9	7
30	в то время	4	7
31	и в этом	2	7
32	том что он	4	7
33	так же как	3	6
34	в письме к	1	6
35	по отношению к	2	6
36	в этом смысле	3	6
37	том что в	2	6
38	не только не	4	6
39	речь идет о	1	6
40	по крайней мере	1	6
41	в том смысле	1	6
42	вопрос о том	3	6
43	что он не	3	5
44	во время чумы	1	5
45	то время как	4	5
46	с тем что	3	5
47	за то что	3	5
48	в том чтобы	6	5
49	как раз в	2	5
50	в одной из	1	5
51	то что в	4	5
52	тот факт что	6	5
53	с самого начала	5	5
54	обратить внимание на	2	5
55	после того как	1	5
56	в применении к	1	4
57	то что он	5	4
58	пир во время	1	4
59	сами по себе	2	4
60	с одной стороны	15	4
61	ничего общего с	1	4
62	что в этой	3	4
63	в другом месте	1	4
64	того или иного	1	4
65	в это время	1	4
66	говорит об этом	1	4
67	и в самом	3	4
68	иметь в виду	3	4
69	и в том	2	4
70	говорит что он	1	4
71	что и в	1	4
72	на эту тему	1	4
73	он должен был	2	3
74	может быть это	2	3
75	только потому что	1	3
76	о том как	1	3
77	можно сказать что	3	3
78	то или иное	1	3
79	более или менее	1	3
80	в этой трагедии	2	3
81	сказать что в	2	3
82	потому что он	3	3
83	только что в	2	3
84	во многих случаях	1	3
85	таким образом в	2	3
86	а с другой	5	3
87	к тому же	1	3
88	что это не	2	3
89	бы то ни	1	3
90	если принять во	1	3
91	что у него	1	3
92	в течение всей	1	3
93	как и вообще	1	3
94	и тем же	3	3
95	и только в	1	3
96	и не в	1	3
97	свидетельствуют о том	1	3
98	состоит в том	2	3
99	одним и тем	3	3
100	в лучшем случае	3	3
101	во всех этих	2	3
102	в этом случае	2	3
103	в русской литературе	1	3
104	принять во внимание	2	3
105	нет ни одного	1	3
106	из того же	1	2
107	ни на чем	1	2
108	ни в каком	2	2
109	и в другом	1	2
110	но вместе с	1	2
111	связи которая существует	2	2
112	но если это	1	2
113	потому что это	1	2
114	и в результате	3	2
115	я имею в	1	2
116	должно было бы	2	2
117	а то что	1	2
118	в жизни и	1	2
119	об этом не	1	2
120	а кроме того	1	2
121	что действующие лица	1	2
122	в драме и	2	2
123	каждом отдельном случае	1	2
124	что он был	1	2
125	а между тем	1	2
126	во всех трех	2	2
127	сомневаться в том	1	2
128	в зависимости от	7	2
129	между тем как	1	2
130	о том в	2	2
131	если бы мы	5	2
132	и в то	1	2
133	в каждом отдельном	1	2
134	в отличие от	3	2
135	что в основу	1	2
136	его статьи в	1	2
137	что в этом	6	2
138	то ни было	1	2
139	том что она	1	2
140	а не в	1	2
141	то же самое	8	2
142	то что у	1	2
143	имею в виду	1	2
144	уже о том	1	2
145	из которых складывается	1	2
146	сам по себе	4	2
147	в евгении онегине	1	2
148	т д и	1	2
149	в свою очередь	1	2
150	чуть ли не	1	2
151	но он не	2	2
152	и др в	1	2
153	той или иной	2	2
154	вовсе не в	2	2
155	что это есть	2	2
156	я хотел бы	1	2
157	но и здесь	1	2
158	но и это	2	2
159	это не так	3	2
160	тех пор пока	2	2
161	и что он	2	2
162	не до конца	1	2
163	в целом ряде	2	2
164	и то обстоятельство	1	2
165	но столь же	1	2
166	сомнения в том	1	2
167	до тех пор	2	2
168	на этот вопрос	5	2
169	никогда не был	1	2
170	данном случае в	1	2
171	по его словам	1	2
172	мы имеем в	1	2
173	у нас не	1	2
174	и то что	4	2
175	без всякого внимания	1	2
176	что в нем	3	2
177	ни в одном	1	2
178	тем что он	1	2
179	который говорил что	1	2
180	имеем дело с	1	2
181	может быть и	2	2
182	он никогда не	1	1
183	что у нас	1	1
184	на которую указывает	1	1
185	он является в	1	1
186	этому поводу что	1	1
187	благодаря тому что	1	1
188	и это как	1	1
189	а может быть	1	1
190	он говорит что	4	1
191	нельзя было бы	1	1
192	принадлежат к числу	1	1
193	как будто бы	1	1
194	но в сущности	1	1
195	постоянно в этом	1	1
196	начала до конца	1	1
197	так что когда	1	1
198	в одинаковой степени	1	1
199	и на все	1	1
200	он не должен	1	1
201	еще почти не	1	1
202	легко видеть что	1	1
203	и в трагедии	1	1
204	что нет никакой	1	1
205	трагедии нет и	1	1
206	на том что	1	1
207	никто не станет	1	1
208	по сравнению с	4	1
209	в ответ на	1	1
210	потому что оно	1	1
211	в частности на	1	1
212	один из критиков	2	1
213	в своем мнении	1	1
214	всякий раз когда	1	1
215	прямую линию к	1	1
216	самом деле в	1	1
217	указывает что в	1	1
218	ли отсюда что	1	1
219	сих пор в	1	1
220	что он делает	1	1
221	д и т	1	1
222	та и другая	1	1
223	в собственном смысле	2	1
224	и никогда не	1	1
225	и на этом	1	1
226	в том и	3	1
227	с этой точки	3	1
228	мы имели дело	2	1
229	бы он не	1	1
230	и это не	2	1
231	над вопросом о	1	1
232	остается столь же	1	1
233	а в том	1	1
234	потому что она	1	1
235	потому что в	4	1
236	друг от друга	2	1
237	мы видели уже	1	1
238	как я уже	1	1
239	в этой сцене	1	1
240	и то же	4	1
241	совершенно очевидно что	2	1
242	то что могло	1	1
243	именно об этом	1	1
244	исходным пунктом для	1	1
245	так что она	1	1
246	является то что	2	1
247	трагедии дело в	1	1
248	и если бы	1	1
249	в одной и	1	1
250	в том случае	1	1
251	нет ни одной	1	1
252	в каком случае	1	1
253	выхода за пределы	1	1
254	чтобы оно не	1	1
255	с которым мы	2	1
256	тому что с	1	1
257	нужно было бы	1	1
258	того что в	1	1
259	но и вообще	1	1
260	так что эта	1	1
261	возникает целый ряд	1	1
262	смысле этого слова	1	1
263	то что эти	1	1
264	и если в	1	1
265	для правильного понимания	1	1
266	понятно если принять	1	1
267	и не до	1	1
268	но может быть	2	1
269	ним и до	1	1
270	в приложении к	2	1
271	это и в	1	1
272	вместо того чтобы	1	1
273	если бы в	1	1
274	самое важное перед	1	1
275	в которой пушкину	1	1
276	само по себе	3	1
277	о котором говорит	4	1
278	и таким образом	3	1
279	надо сказать что	2	1
280	как бы он	1	1
281	в своем роде	1	1
282	для своей трагедии	1	1
283	что в них	1	1
284	по себе не	2	1
285	он не понимает	1	1
286	никому не нужен	1	1
287	не могло быть	1	1
288	в которых он	1	1
289	именно в области	1	1
290	и очевидно что	1	1
291	в заключительной сцене	1	1
292	потому что не	1	1
293	в высшей степени	1	1
294	его жизни но	1	1
295	это означало бы	1	1
296	и как он	1	1
297	этом никто не	1	1
298	имел в виду	1	1
299	факт что в	1	1
300	что с точки	1	1
301	показать что и	2	1
302	для нас сейчас	1	1
303	когда пушкин говорит	1	1
304	только то что	1	1
305	виде как она	1	1
306	сказывается и в	1	1
