N	3gram	Vygotskiy_	EvropaiC
1	в том что	24	16
2	до сих пор	6	15
3	по отношению к	9	11
4	друг с другом	6	9
5	с точки зрения	31	8
6	на то что	5	7
7	для того чтобы	24	7
8	мы знаем что	2	7
9	на самом деле	2	7
10	а и в	1	7
11	друг от друга	3	6
12	мы говорили выше	2	6
13	по сравнению с	20	5
14	в самом деле	4	5
15	к тому же	1	5
16	не может быть	6	4
17	в каждый данный	1	4
18	о том что	4	4
19	тот факт что	2	4
20	тем не менее	4	4
21	совершенно так же	1	4
22	с другой стороны	3	4
23	в своем развитии	1	4
24	которых мы говорили	3	4
25	о которых мы	3	4
26	в конце концов	1	4
27	в этом случае	15	4
28	в этой области	2	4
29	вместе с тем	6	3
30	заключается в том	9	3
31	не в состоянии	1	3
32	в том же	3	3
33	в настоящее время	1	3
34	таким образом в	2	3
35	одного и того	3	3
36	так же как	13	3
37	в данном случае	5	3
38	и то что	5	3
39	каждый данный момент	1	3
40	и того же	3	3
41	не может не	1	3
42	то очевидно что	1	2
43	в том и	3	2
44	в свою очередь	3	2
45	лишь тогда когда	1	2
46	но вместе с	2	2
47	во всяком случае	1	2
48	и может быть	1	2
49	во всех этих	1	2
50	несмотря на то	1	2
51	друг на друга	2	2
52	заключает в себе	2	2
53	он не может	1	2
54	как и в	4	2
55	а следовательно и	1	2
56	таким же образом	1	2
57	в то время	8	2
58	в то же	2	2
59	именно потому что	1	2
60	ничего общего с	1	2
61	как и все	1	2
62	высших и низших	1	2
63	том что он	2	2
64	в высшей степени	1	2
65	из того же	1	2
66	но все же	1	2
67	мы сказали выше	1	2
68	с одной стороны	7	2
69	то же время	1	2
70	сильнее чем у	1	2
71	но так как	1	2
72	что несмотря на	1	2
73	друг к другу	3	2
74	мы видели что	3	1
75	это имеет место	1	1
76	не только по	1	1
77	благодаря тому что	2	1
78	в моем сознании	1	1
79	в одинаковой мере	1	1
80	таким образом мы	2	1
81	друг друга и	1	1
82	сохраняет свою силу	2	1
83	только по отношению	1	1
84	этом и состоит	1	1
85	если все эти	1	1
86	все дело заключается	1	1
87	том же направлении	2	1
88	по этому поводу	3	1
89	этот факт не	1	1
90	в этом направлении	1	1
91	мы находим в	2	1
92	в одну кучу	1	1
93	и всех других	1	1
94	не раньше чем	1	1
95	вопрос можно ли	1	1
96	все что мы	3	1
97	которого в данном	1	1
98	от друга в	1	1
99	как мы знаем	1	1
100	таким образом все	1	1
101	таким образом по	1	1
102	на том же	1	1
103	идет сверху вниз	2	1
104	того что все	1	1
105	но мы знаем	1	1
106	когда дело идет	1	1
107	на вопрос можно	1	1
108	этой точки зрения	4	1
109	потому что как	1	1
110	с этой точки	4	1
111	во всей своей	1	1
112	точно так же	3	1
113	всех указанных выше	1	1
114	в том числе	2	1
115	образом оказывается что	1	1
116	остается в силе	2	1
117	только в том	2	1
118	степени а не	1	1
119	и той же	5	1
120	что при этом	1	1
121	то что для	2	1
122	том и другом	2	1
123	но для того	1	1
124	и объяснения его	1	1
125	в этом и	2	1
126	самом деле если	1	1
127	тем более что	1	1
128	чтобы ответить на	1	1
129	независимо от того	1	1
130	до тех пор	1	1
131	до некоторой степени	1	1
132	состоит в том	3	1
133	что у него	1	1
134	выйти из этого	1	1
135	в его сознании	1	1
136	что оно представляет	1	1
137	в раннем детстве	1	1
138	мы видели выше	1	1
139	но при этом	1	1
140	и в конце	2	1
141	так как эта	2	1
142	те же самые	1	1
143	может быть не	1	1
144	есть в этом	2	1
145	что мы можем	1	1
146	смысле этого слова	4	1
147	одно и то	3	1
148	что все эти	1	1
149	в этом пункте	1	1
150	того чтобы ответить	1	1
151	в лучшем случае	3	1
152	как мы видели	7	1
153	в зависимости от	6	1
154	с тем и	2	1
155	таким образом оказывается	2	1
156	одной и той	5	1
157	том числе и	2	1
158	можно было бы	5	1
159	дело заключается в	1	1
160	самое что и	1	1
161	если бы все	2	1
162	и таким образом	1	1
163	надо сказать что	1	1
164	как бы он	1	1
165	в том или	1	1
166	которые могут быть	1	1
167	через целый ряд	1	1
168	а потому что	1	1
169	из этих людей	1	1
170	шаг за шагом	1	1
171	так что в	2	1
172	с самого начала	13	1
173	и то же	3	1
174	не только не	11	1
175	что в каждый	1	1
176	но именно в	1	1
177	таким образом даже	1	1
178	тем что она	1	1
179	иначе обстоит дело	1	1
180	том что они	2	1
181	исходит из того	1	1
182	же самое что	3	1
183	то же самое	11	1
184	психологической точки зрения	1	1
185	должна была бы	1	1
186	к тому что	10	1
187	связей между отдельными	1	1
188	том что оно	3	1
189	их отношение к	1	1
190	вместо того чтобы	2	1
191	с большим трудом	1	1
192	из отдельных частей	1	1
193	то что мы	3	1
194	представление о том	2	1
195	надо признать что	1	1
196	с психологической точки	1	1
197	мы уже говорили	2	1
198	из того что	5	1
199	идет речь в	1	1
200	никак не может	1	1
201	приводит к тому	3	1
202	только тогда когда	1	1
203	из которых каждый	1	1
204	в равной мере	2	1
205	то время как	7	1
206	нет и не	3	1
207	заключают в себе	1	1
208	самого начала в	1	1
209	и ко всем	2	1
210	по тем же	2	1
211	никакой роли в	1	1
212	и не может	2	1
213	но с другой	1	1
214	и пришла к	1	1
