N	4gram	Bakhtin_Fr	slovoVRo
1	в то же время	13	18
2	той или иной степени	1	13
3	в той или иной	2	13
4	но в то же	7	7
5	и в то же	2	6
6	как мы уже сказали	2	4
7	с одной стороны и	2	4
8	большей или меньшей степени	2	4
9	в большей или меньшей	2	4
10	всегда в той или	1	4
11	точки зрения на мир	1	3
12	во всех своих моментах	1	2
13	в точном смысле слова	1	2
14	не значит конечно что	1	2
15	и не может быть	1	2
16	имеет дело не с	1	2
17	в то время как	1	2
18	это не значит конечно	1	2
19	то же время это	3	2
20	или во всяком случае	1	2
21	то же время он	1	2
22	до сих пор не	1	2
23	именно для того чтобы	1	1
24	на самом же деле	1	1
25	мы имеем в виду	2	1
26	на протяжении всего xvii	1	1
27	и прежде всего в	1	1
28	в том случае если	1	1
29	но конечно не только	1	1
30	же время это и	1	1
31	все дело в том	1	1
32	роман в его целом	1	1
33	ни с одним из	1	1
34	с большей или меньшей	1	1
35	и до наших дней	1	1
36	дело в том что	2	1
37	хотя может быть и	1	1
38	на мир и на	1	1
39	поэтому и в романе	1	1
40	в его контексте и	1	1
41	мы уже говорили что	1	1
42	нет и не может	1	1
43	одной и той же	2	1
44	в связи с этим	1	1
45	протяжении всего xvii века	1	1
46	в своей книге о	1	1
47	xix и xx веков	1	1
48	хотя бы и не	1	1
49	было с точки зрения	1	1
50	в том числе и	3	1
51	необходимо однако отметить что	1	1
52	в средние века и	1	1
53	все более и более	1	1
54	бы то ни было	1	1
55	заключается в том чтобы	1	1
56	в узком смысле слова	2	1
57	в большинстве случаев не	1	1
58	а также и в	1	1
59	один из древнейших образов	1	1
60	наконец необходимо особо отметить	1	1
61	менее всего может быть	1	1
62	как мы уже говорили	4	1
