N	2gram	Bakhtin_Pr	Istorich
1	и в	83	181
2	может быть	23	115
3	не только	14	114
4	что он	6	111
5	мы имеем	4	102
6	что в	5	90
7	но и	16	85
8	в этом	24	81
9	так как	12	75
10	то что	14	73
11	таким образом	9	72
12	вместе с	5	71
13	и не	41	67
14	мы видим	2	65
15	все же	3	65
16	в этих	8	64
17	еще не	10	63
18	не может	18	61
19	этих случаях	1	60
20	так же	4	57
21	то же	10	56
22	никогда не	10	56
23	в том	22	53
24	том что	9	53
25	а в	4	52
26	с другой	4	52
27	потому что	9	52
28	и что	3	51
29	и здесь	4	51
30	что и	4	51
31	мы видели	2	49
32	а не	19	48
33	о том	3	48
34	связь с	4	47
35	его в	4	47
36	не в	10	47
37	другой стороны	3	46
38	превращается в	5	45
39	и пр	1	44
40	мы должны	4	44
41	но в	12	44
42	это не	10	43
43	и его	13	43
44	в нем	21	42
45	только в	10	42
46	показывает что	1	42
47	как в	10	42
48	представление о	3	41
49	или в	7	39
50	тем что	2	38
51	и на	27	38
52	в его	15	38
53	как и	13	37
54	уже не	5	37
55	мы уже	9	37
56	он не	5	37
57	так и	9	37
58	знаем что	1	36
59	мы увидим	1	36
60	мы можем	9	36
61	что они	2	35
62	мы не	7	35
63	здесь мы	3	35
64	все эти	9	35
65	не всегда	3	34
66	связи с	1	34
67	но не	9	34
68	у него	5	34
69	во время	1	34
70	что это	2	34
71	видим что	1	34
72	представления о	3	33
73	же как	1	33
74	там где	3	33
75	об этом	3	33
76	сих пор	8	32
77	в качестве	1	32
78	один из	7	31
79	прежде всего	20	31
80	то это	4	31
81	так в	1	31
82	ничего не	8	31
83	с этим	3	30
84	до сих	8	30
85	к нему	3	30
86	этом случае	1	29
87	но все	1	29
88	как мы	12	29
89	но это	7	29
90	и другие	14	28
91	в обряде	2	28
92	что она	2	28
93	и с	10	28
94	например в	8	28
95	героя в	2	27
96	здесь можно	1	27
97	так что	1	27
98	могут быть	5	27
99	в образе	3	27
100	того что	1	27
101	как он	4	27
102	как это	2	26
103	на него	2	26
104	мы здесь	4	26
105	и др	18	26
106	в ней	8	26
107	в брак	1	25
108	вопрос о	1	25
109	в дальнейшем	8	25
110	и он	5	25
111	не менее	4	24
112	к этому	5	24
113	было бы	6	24
114	того как	4	24
115	если бы	1	24
116	что мы	2	24
117	представлений о	2	23
118	их в	3	23
119	в доме	1	23
120	как бы	27	23
121	и это	3	23
122	тем не	2	23
123	в этой	3	23
124	имеем в	3	23
125	не будем	4	23
126	все это	11	23
127	когда он	2	23
128	в частности	1	23
129	и по	5	22
130	с ним	3	22
131	при этом	6	22
132	в некоторых	7	22
133	связано с	1	21
134	в другом	1	21
135	в одном	4	21
136	сказать что	12	21
137	в связи	2	21
138	связан с	2	21
139	здесь не	5	21
140	к тому	2	21
141	они не	5	21
142	ее в	4	21
143	из них	7	20
144	из этих	3	20
145	она не	4	20
146	наряду с	6	20
147	одна из	9	20
148	в свете	1	20
149	в других	2	20
150	очень часто	4	20
151	в силу	1	20
152	видели что	2	20
153	а затем	5	19
154	с собой	1	19
155	так например	2	19
156	но он	3	19
157	в тех	2	19
158	есть и	4	19
159	все еще	3	19
160	на то	2	19
161	и как	1	19
162	после того	1	19
163	живет в	3	19
164	в то	8	18
165	не все	1	18
166	в данном	1	18
167	вовсе не	12	18
168	в них	4	17
169	можно найти	1	17
170	очень много	1	17
171	и этим	3	17
172	по существу	7	17
173	дело не	1	17
174	и она	2	16
175	во всех	15	16
176	этот вопрос	3	16
177	всех этих	2	16
178	и они	4	16
179	то мы	1	16
180	в котором	8	16
181	между двумя	4	16
182	не вполне	1	16
183	и действительно	3	16
184	этот обряд	1	16
185	и все	14	16
186	со стороны	1	16
187	перед нами	17	16
188	связана с	3	16
189	даже в	3	15
190	в пределах	8	15
191	увидим что	1	15
192	что при	1	15
193	в особенности	2	15
194	уже знаем	1	15
195	и то	2	15
196	в своей	5	15
197	в которых	2	15
198	данном случае	1	15
199	и там	1	15
200	в одной	4	15
201	в античности	6	15
202	как будто	3	15
203	и даже	5	15
204	на его	4	15
205	детей в	1	15
206	и тем	4	15
207	он в	2	15
208	друг друга	7	15
209	в целом	3	15
210	с этой	1	14
211	от него	3	14
212	на смену	1	14
213	но мы	1	14
214	по отношению	6	14
215	находится в	1	14
216	в исторической	1	14
217	можно было	2	14
218	мы еще	4	14
219	в него	4	14
220	и ее	8	14
221	одной из	6	14
222	у нас	2	14
223	его на	1	14
224	должна быть	1	14
225	но они	5	14
226	и есть	1	14
227	из которых	2	14
228	с ней	4	14
229	должен был	1	14
230	а также	4	14
231	отношение к	14	14
232	него и	1	14
233	отношению к	5	14
234	на себя	3	14
235	и наконец	4	14
236	или на	3	13
237	в своем	2	13
238	время как	1	13
239	по себе	3	13
