N	3gram	Losev_Prob	Psycholo
1	в том что	7	78
2	для того чтобы	9	70
3	на то что	12	55
4	в самом деле	4	51
5	и т п	1	37
6	заключается в том	2	36
7	о том что	16	34
8	то же самое	9	31
9	с точки зрения	3	29
10	с одной стороны	4	28
11	в сущности говоря	1	24
12	не может быть	5	23
13	до сих пор	6	23
14	и т д	12	22
15	и в самом	2	22
16	к тому что	1	20
17	с другой стороны	7	20
18	в том чтобы	1	20
19	на самом деле	6	17
20	не только не	4	16
21	с самого начала	2	16
22	в зависимости от	1	15
23	так же как	2	14
24	во всяком случае	11	14
25	само по себе	1	14
26	в то время	2	14
27	в этом отношении	2	14
28	можно было бы	4	13
29	и в этом	5	13
30	то время как	2	13
31	указывает на то	3	12
32	сам по себе	7	12
33	что в этом	1	12
34	в конце концов	11	12
35	и той же	1	12
36	одной и той	1	12
37	то что он	3	11
38	мы никогда не	3	11
39	то что в	4	11
40	подобно тому как	2	11
41	к тому чтобы	1	10
42	вместе с тем	2	10
43	только в том	4	10
44	и то что	9	10
45	сами по себе	5	10
46	и если мы	4	10
47	никак не может	3	9
48	таким образом что	2	9
49	не то что	2	9
50	и что в	2	9
51	в том случае	2	9
52	точно так же	7	9
53	в данном случае	10	9
54	в том и	1	9
55	мы могли бы	1	9
56	и как бы	2	8
57	и то же	1	8
58	что в этой	1	8
59	по этому поводу	5	8
60	с тем что	2	8
61	то что она	1	8
62	что в нем	4	8
63	о которых мы	2	7
64	так как это	1	7
65	том случае если	1	7
66	в этом смысле	8	7
67	если бы мы	1	7
68	а с другой	1	7
69	только то что	6	7
70	в какой мере	1	7
71	можно сказать что	6	7
72	именно то что	4	7
73	одно и то	1	7
74	и так как	1	7
75	как и в	1	7
76	потому что она	1	6
77	сама по себе	6	6
78	и может быть	1	6
79	не что иное	5	6
80	до тех пор	4	6
81	никогда не может	2	6
82	сводится к тому	1	6
83	и тот же	1	6
84	тем не менее	25	6
85	более или менее	7	6
86	и в том	1	6
87	того или иного	6	6
88	в противоречие с	1	6
89	то что мы	11	6
90	и только после	1	6
91	не только в	3	6
92	что иное как	5	6
93	друг к другу	2	6
94	все больше и	1	5
95	ни в каком	7	5
96	о том как	2	5
97	в собственном смысле	1	5
98	в таком случае	14	5
99	или вернее сказать	2	5
100	больше и больше	1	5
101	ни в какой	1	5
102	один и тот	1	5
103	не было бы	1	5
104	и в частности	3	5
105	ту же самую	1	5
106	и в результате	1	5
107	и во всех	1	5
108	мы все же	1	5
109	не имеет никакого	2	5
110	потому что все	1	5
111	как раз в	1	5
112	же как и	1	5
113	нам кажется что	1	5
114	потому что они	1	5
115	как будто бы	4	4
116	если же мы	1	4
117	уже это одно	1	4
118	самом деле если	1	4
119	а между тем	1	4
120	в настоящее время	17	4
121	и того же	2	4
122	а в том	1	4
123	к тому же	1	4
124	мы говорили выше	2	4
125	есть не просто	1	4
126	те или иные	1	4
127	это то что	4	4
128	и тем же	2	4
129	до такой степени	1	4
130	того и другого	1	4
131	таким образом в	1	4
132	ли это что	1	4
133	что оно есть	1	4
134	значит ли это	1	4
135	вопрос о том	2	4
136	это было бы	2	4
137	то или иное	2	4
138	он не может	1	4
139	если мы станем	1	4
140	не значит что	1	4
141	одного и того	2	4
142	не для того	1	4
143	это не просто	1	4
144	в этой области	5	4
145	том что в	2	4
146	по себе и	2	4
147	это вовсе не	2	4
148	только тогда когда	4	4
149	и не может	1	4
150	внимание на то	2	4
151	то есть в	6	4
152	от того что	1	4
153	если мы хотим	2	4
154	одним и тем	2	4
155	так как они	2	4
156	только потому что	3	4
157	несет в себе	1	4
158	и что он	1	4
159	же самое и	1	4
160	в основе своей	1	4
161	и в другом	1	3
162	в учении о	1	3
163	друг от друга	1	3
164	что речь идет	1	3
165	как это мы	2	3
166	не потому что	2	3
167	в последнее время	1	3
168	которых мы говорили	1	3
169	и для этого	1	3
170	что она есть	2	3
171	все дело в	1	3
172	а не только	2	3
173	имел в виду	2	3
174	ни одна из	2	3
175	дело в том	3	3
176	том что всякое	1	3
177	не могут быть	1	3
178	нет никакой возможности	1	3
179	а вовсе не	1	3
180	может быть и	5	3
181	никак не могут	1	3
182	может быть это	1	3
183	о котором мы	1	3
184	несмотря на то	1	3
185	она должна быть	1	3
186	нам думается что	1	3
187	что все это	1	3
188	но это только	2	3
189	случае не может	3	3
190	иметь в виду	4	3
191	что все эти	1	3
192	в том или	1	3
193	мысль о том	2	3
194	бы то ни	2	3
195	потому что и	1	3
196	да и не	1	3
197	если бы в	1	3
198	и что именно	1	3
199	является то что	1	3
200	как только мы	2	3
201	в это время	1	3
202	том или ином	1	3
203	то есть как	1	3
204	к выводу что	1	3
205	ничего общего с	9	3
206	говорить о том	1	3
207	в то же	4	3
208	то и другое	3	3
209	он может быть	1	3
210	самом деле когда	1	3
211	что и здесь	1	3
212	во всех этих	2	3
213	в этом случае	6	3
214	то обстоятельство что	1	3
215	обратить внимание на	1	3
216	вовсе не значит	1	3
217	нисколько не больше	2	2
218	одной стороны и	2	2
219	одного из них	1	2
220	а может быть	3	2
221	не только то	1	2
222	том что это	2	2
223	а следовательно и	1	2
224	и в этих	1	2
225	никогда не можем	1	2
226	и никак не	1	2
227	д и т	3	2
228	а то что	2	2
229	только о том	1	2
230	когда мы говорим	2	2
231	бы не было	3	2
232	но для того	1	2
233	не совпадает с	2	2
234	что в них	1	2
235	тем что его	1	2
236	так или иначе	7	2
237	так и в	2	2
238	именно в этой	1	2
239	в каком случае	6	2
240	мы уже указывали	1	2
241	того что в	1	2
242	что она не	1	2
243	между тем как	1	2
244	тому или иному	1	2
245	и тем самым	4	2
246	это нужно и	1	2
247	и в своих	1	2
248	в точном смысле	1	2
249	потому что не	1	2
250	и все прочие	1	2
251	мы не только	2	2
252	это значит что	3	2
253	д все это	1	2
254	мы имеем дело	1	2
255	в связи с	7	2
256	самом деле она	1	2
257	т д и	4	2
258	и тем не	8	2
259	т д все	1	2
260	той или иной	5	2
261	что в конце	2	2
262	а на самом	1	2
263	и до наших	2	2
264	и только в	2	2
265	но и в	3	2
266	по крайней мере	8	2
267	здесь вовсе не	1	2
268	в чем же	1	2
269	как один из	1	2
270	здесь мы имеем	1	2
271	мы вовсе не	2	2
272	если мы не	1	2
273	слова то есть	2	2
274	и все другие	1	2
275	но еще не	1	2
276	одной стороны это	1	2
277	и в своем	1	2
278	и это не	1	2
279	мы имеем в	1	2
280	выходит за пределы	1	2
281	как мы увидим	2	2
282	что может быть	3	2
283	никогда не могла	1	2
284	может быть они	1	2
285	вовсе не для	3	2
286	должны были бы	2	2
287	может и не	1	2
288	этот закон и	1	2
289	а не к	1	2
290	чтобы понять что	1	2
291	мы увидим ниже	2	2
292	представляет из себя	1	2
293	самое и в	1	2
294	и это очень	1	2
295	то есть не	1	2
296	перед нами в	2	2
297	тот же самый	1	2
298	и все время	1	2
299	и представить себе	1	2
300	может быть только	2	2
301	только при помощи	1	2
302	нас не существует	1	2
303	тех или иных	2	2
304	потому что оно	2	2
305	хотя она и	1	2
306	есть не что	5	2
307	не может не	1	2
308	но вместе с	1	2
309	казалось бы что	2	2
310	так как он	2	2
311	на первый план	3	2
312	тем что в	2	2
313	так же и	4	2
314	в сознании и	2	2
315	то что было	1	2
316	к нему и	1	2
317	все тот же	1	2
318	котором мы говорили	1	2
319	в значительной мере	2	2
320	мы находим в	1	2
321	отнюдь не означает	1	2
322	и ни о	1	2
323	но никак не	2	2
324	если бы оно	1	2
325	мы встречаемся с	1	2
326	утверждать что в	1	2
327	это все равно	1	2
328	и только что	1	2
329	хотя и не	2	2
330	какой мере не	1	2
331	она не только	1	2
332	что ни один	1	2
333	именно в этом	2	2
334	как мы видели	1	2
335	и ничего не	2	2
336	потому что если	1	2
337	тот и другой	1	2
338	имеем в виду	1	2
339	я не понимаю	1	2
340	мы получаем от	1	2
341	превращает их в	1	2
342	представление о том	1	2
343	что не только	1	2
344	вовсе не то	2	1
345	он является в	1	1
346	но то что	1	1
347	исследователи уже давно	1	1
348	самих по себе	1	1
349	в искусстве является	1	1
350	о которой мы	1	1
351	кажется как бы	1	1
352	мы на самом	1	1
353	чем перейти к	2	1
354	в основе всяких	1	1
355	каком случае не	4	1
356	что в настоящее	1	1
357	и не весь	1	1
358	по себе но	3	1
359	далеко не всякое	3	1
360	или событие и	1	1
361	отношении и в	1	1
362	если даже мы	1	1
363	однако уже и	1	1
364	мы указали только	1	1
365	тому что такой	1	1
366	как же быть?	1	1
367	слова что же	1	1
368	точке как бы	1	1
369	или как говорят	2	1
370	но не о	1	1
371	и значение в	1	1
372	к числу таких	1	1
373	что имел в	1	1
374	в результате этого	1	1
375	то что не	2	1
376	один из них	1	1
377	том что такое	1	1
378	при этом что	1	1
379	только с одним	1	1
380	у нас в	1	1
381	при каких условиях	1	1
382	в том единственном	2	1
383	не был бы	4	1
384	есть не только	1	1
385	ни в каких	1	1
386	теории литературы и	2	1
387	если мы скажем	2	1
388	и ни на	1	1
389	за последние десятилетия	1	1
390	мы еще не	3	1
391	но в таком	7	1
392	все равно не	1	1
393	крайней мере в	2	1
394	об этом не	1	1
395	вступает в свои	1	1
396	но все дело	1	1
397	свидетельствует о том	3	1
398	себе никак не	1	1
399	в этой сцене	1	1
400	не только все	1	1
401	в этой пьесе	1	1
402	и во многих	2	1
403	как мы уже	2	1
404	в частности в	2	1
405	таком случае не	1	1
406	начала и конца	1	1
407	если оставить в	1	1
408	сказать что все	2	1
409	сознания то есть	1	1
410	как нам кажется	1	1
411	в разговоре с	1	1
412	но и вообще	2	1
413	вовсе не обязательно	2	1
414	и о его	1	1
415	но как же	1	1
416	так что всякое	1	1
417	том числе и	2	1
418	смысл и свое	1	1
419	одной точки к	1	1
420	в каждом отдельном	1	1
421	из них не	1	1
422	тот же вопрос	1	1
423	то ясно что	1	1
424	того о чем	1	1
425	из предыдущего мы	1	1
426	не только на	1	1
427	не в их	1	1
428	совсем другой смысл	1	1
429	только один из	1	1
430	не имеет никаких	2	1
431	вовсе не из	1	1
432	слов и в	1	1
433	совсем другое и	1	1
434	на этот раз	2	1
435	его от других	1	1
436	но все же	1	1
437	тем самым мы	2	1
438	таким образом ни	1	1
439	остановиться на тех	1	1
440	в буквальном смысле	3	1
441	в свои права	1	1
442	то это значит	2	1
443	мы говорили уже	1	1
444	для такого понимания	1	1
445	и в искусстве	2	1
446	едва ли может	1	1
447	но это не	1	1
448	в хронологическом порядке	1	1
449	уже одно это	1	1
450	уже о том	1	1
451	но даже в	1	1
452	уже во всяком	2	1
453	не знает о	1	1
454	а также и	2	1
455	чтобы указать на	1	1
456	в этом образе	1	1
457	того что он	1	1
458	и не быть	1	1
459	это совершенно очевидно	1	1
460	одного автора который	1	1
461	художественное произведение в	1	1
462	мы говорили в	1	1
463	не обязателен для	1	1
464	потому что для	1	1
465	при всем этом	1	1
466	представление о предмете	1	1
467	с первого взгляда	2	1
468	и ни для	1	1
469	в виду то	1	1
470	идет речь о	1	1
471	сказать что она	1	1
472	не имеют никакого	1	1
473	в котором самое	1	1
474	ни о каких	1	1
475	что мы выше	3	1
476	дело не с	1	1
477	точное представление о	1	1
478	не имеют ничего	4	1
479	мы скажем что	2	1
480	то что по	1	1
481	в данный момент	1	1
482	к тому и	1	1
483	образом свидетельствует о	1	1
484	не только это	1	1
485	смысле слова она	1	1
486	именно и есть	1	1
487	может быть даже	2	1
488	и без всякого	1	1
489	того чтобы мы	1	1
490	на том что	3	1
491	если мы возьмем	1	1
492	этот акт не	1	1
493	из самых важных	1	1
494	должен признать что	1	1
