N	2gram	Vygotskiy_	formyVre
1	и в	38	148
2	в этом	35	73
3	в нем	4	51
4	прежде всего	6	46
5	и не	16	37
6	в его	22	36
7	и его	5	36
8	вовсе не	5	35
9	но и	9	33
10	то же	18	32
11	не только	16	32
12	но в	4	31
13	так и	11	29
14	может быть	25	27
15	не в	10	26
16	как мы	14	26
17	как и	20	25
18	как бы	17	25
19	точки зрения	27	24
20	мы уже	8	24
21	только в	16	23
22	в то	5	23
23	еды и	1	23
24	в том	59	22
25	то что	27	22
26	связи с	14	21
27	во всех	3	21
28	все эти	9	21
29	в своем	9	19
30	и др	1	19
31	и на	9	19
32	в основном	6	19
33	и для	4	19
34	таким образом	36	18
35	у него	3	18
36	и все	5	18
37	еще не	6	18
38	по существу	4	18
39	при этом	13	17
40	те же	6	17
41	с этим	6	17
42	так как	19	17
43	в пределах	1	17
44	человека и	6	17
45	все же	11	16
46	в условиях	1	16
47	в связи	9	16
48	того же	12	16
49	в основе	32	16
50	и во	4	16
51	с рядом	1	16
52	и их	4	16
53	не может	11	16
54	в разных	1	15
55	в одном	4	15
56	в них	3	15
57	в дальнейшем	3	15
58	никогда не	11	15
59	с точки	11	15
60	так сказать	1	15
61	с его	3	15
62	вместе с	18	15
63	и как	11	14
64	и с	5	14
65	так же	26	14
66	в конце	1	14
67	всех этих	2	14
68	а не	7	14
69	как раз	1	14
70	все это	8	14
71	в самом	8	13
72	в котором	3	13
73	для того	14	13
74	друг с	10	13
75	во время	3	13
76	с ним	4	13
77	как в	14	13
78	роль в	5	13
79	здесь в	2	13
80	в их	12	13
81	с другом	10	13
82	в частности	4	13
83	того чтобы	15	13
84	а в	7	13
85	же в	3	13
86	и до	1	12
87	конечно не	1	12
88	время в	1	12
89	он не	6	12
90	значение и	1	12
91	отнюдь не	6	12
92	что в	31	12
93	потому что	14	12
94	в истории	9	12
95	но не	7	12
96	из них	5	11
97	хотя и	2	11
98	его в	8	11
99	между ними	6	11
100	и у	7	11
101	ни в	12	11
102	уже в	10	11
103	в ней	3	11
104	кроме того	1	10
105	уже не	3	10
106	и того	5	10
107	входит в	7	10
108	в ее	1	10
109	сих пор	3	10
110	также и	3	10
111	до сих	3	10
112	уже говорили	6	10
113	на основе	29	10
114	здесь не	2	10
115	тот же	10	10
116	в большинстве	1	10
117	и даже	4	9
118	но все	4	9
119	их в	6	9
120	на этой	7	9
121	с другой	11	9
122	наряду с	3	9
123	здесь нет	1	9
124	должно быть	3	9
125	и следовательно	1	9
126	и это	7	9
127	в других	2	9
128	могут быть	9	9
129	та же	3	9
130	отношения к	1	9
131	оно не	3	9
132	том что	44	9
133	в самой	1	9
134	для него	6	9
135	есть в	1	9
136	и других	4	9
137	одного и	5	9
138	и к	9	8
139	в результате	6	8
140	в виду	4	8
141	в этих	4	8
142	время как	5	8
143	к тому	8	8
144	в этот	1	8
145	и т.п	3	8
146	в некоторых	1	8
147	все его	2	8
148	с одной	8	8
149	что и	14	8
150	характер и	2	8
151	в мире	2	8
152	здесь мы	4	8
153	здесь на	1	8
154	и по	5	8
155	один из	8	8
156	в жизни	3	8
157	для себя	2	8
158	со всеми	9	8
159	если бы	12	8
160	связанные с	3	8
161	ступени развития	7	8
162	в непосредственном	1	8
163	до конца	2	8
164	и то	9	8
165	значение в	5	8
166	том числе	3	8
167	во всяком	10	8
168	это не	5	8
169	а также	6	8
170	и потому	2	8
171	отношение к	1	8
172	отношению к	3	8
173	или иной	3	8
174	в целом	22	8
175	в той	2	7
176	для всех	1	7
177	еще более	1	7
178	не как	3	7
179	имеет место	4	7
180	этого типа	1	7
181	время это	1	7
182	между собой	15	7
183	в реальном	3	7
184	к этому	5	7
185	из этих	5	7
186	в себе	9	7
187	но он	1	7
188	не знает	1	7
189	в которой	4	7
190	в себя	3	7
191	в форме	2	7
192	с ее	5	7
193	в процессе	33	7
194	например в	2	7
195	и он	1	7
196	то время	5	7
197	было бы	15	7
198	не могло	1	7
199	в отличие	8	7
200	том же	3	7
201	у них	3	7
202	того что	17	7
