1	и в	19	37
2	и не	13	28
3	в том	5	24
4	том что	2	22
5	о том	3	21
6	потому что	9	19
7	если бы	1	18
8	т е	4	18
9	в этом	12	18
10	но и	13	18
11	в самом	5	17
12	со стороны	1	16
13	так как	2	16
14	что он	3	15
15	в конце	1	14
16	может быть	11	14
17	самом деле	1	13
18	не только	11	13
19	что и	2	12
20	в его	7	12
21	а в	5	12
22	тем что	2	12
23	о чем	1	11
24	из них	1	11
25	и сам	1	11
26	что в	4	11
27	и здесь	1	11
28	к этому	2	11
29	он не	7	11
30	у него	22	10
31	с ним	3	10
32	и его	4	10
33	как и	6	10
34	в глазах	1	10
35	что она	1	10
36	еще не	3	10
37	но не	1	9
38	не может	4	9
39	того чтобы	4	9
40	его в	2	9
41	все же	2	9
42	для того	3	9
43	в своем	2	9
44	к ней	2	9
45	в нем	10	8
46	к нему	3	8
47	и что	1	8
48	как бы	3	7
49	так что	2	7
50	в ней	1	7
51	не в	11	7
52	но в	2	7
53	было бы	3	7
54	не по	1	7
55	и для	2	7
56	в этой	5	7
57	все это	6	7
58	прежде всего	9	7
59	отношение к	5	7
60	что для	2	7
61	действующих лиц	1	7
62	и даже	1	6
63	и все	10	6
64	в котором	1	6
65	не имеет	2	6
66	и на	2	6
67	в них	1	6
68	не было	9	6
69	с его	4	6
70	должен был	2	6
71	ничего не	2	6
72	хотя и	2	6
73	мы не	1	6
74	вовсе не	1	6
75	он был	8	6
76	не хочет	1	6
77	в своей	2	6
78	один из	1	6
79	в которой	2	6
80	с тем	2	6
81	все что	3	6
82	на этот	1	6
83	никогда не	9	5
84	когда он	3	5
85	а не	11	5
86	того как	1	5
87	чем в	2	5
88	он и	1	5
89	хотя бы	3	5
90	что не	4	5
91	то что	5	5
92	сразу же	2	5
93	и он	8	5
94	представляет собой	1	5
95	том как	1	5
96	и с	2	5
97	любви к	1	5
98	как это	1	5
99	бы в	1	5
100	до конца	7	4
101	так и	2	4
102	к его	1	4
103	в других	2	4
104	и к	2	4
105	о его	5	4
106	любовь к	2	4
107	перед ним	1	4
108	в себе	3	4
109	не так	1	4
110	больше всего	1	4
111	в отношении	1	4
112	он знает	1	4
113	как в	1	4
114	сказать что	2	4
115	нет ничего	7	4
116	был бы	1	4
117	человека в	11	4
118	еще более	1	4
119	в своих	3	4
120	в частности	1	4
121	что их	1	4
122	и это	1	4
123	еще больше	1	4
124	в каждом	1	3
125	в ее	2	3
126	и я	1	3
127	все время	1	3
128	и от	3	3
129	как к	2	3
130	она не	1	3
131	по содержанию	1	3
132	его и	1	3
133	это не	3	3
134	с другом	1	3
135	одно из	2	3
136	нисколько не	1	3
137	в сущности	1	3
138	из всех	1	3
139	да и	1	3
140	друг с	1	3
141	и вот	3	3
142	и мысли	4	3
143	и этим	2	3
144	во всяком	1	3
145	там и	1	3
146	всяком случае	1	3
147	в одном	1	3
