N	4gram	Bakhtin_Pr	Problemy
1	в то же время	8	26
2	но в то же	3	11
3	и в то же	3	7
4	к себе самому и	1	5
5	бы он ни был	1	5
6	в той или иной	1	5
7	в одной плоскости с	1	4
8	мы уже говорили что	1	4
9	в пределах одного контекста	4	4
10	с самим собою и	1	4
11	как мы уже говорили	2	3
12	большей или меньшей степени	5	3
13	видения и понимания мира	1	3
14	одно и то же	1	3
15	с другой стороны и	1	3
16	в большей или меньшей	5	3
17	в пределах одного монологического	2	2
18	лежит в одной плоскости	1	2
19	что в большинстве случаев	2	2
20	в этом смысле глубоко	1	2
21	слово направлено на свой	1	2
22	той или иной форме	1	2
23	мы можем сказать что	1	2
24	но тем не менее	1	2
25	дело в том что	2	2
26	сделаны из одного куска	2	2
27	как и в стилизации	1	2
28	на свой предмет и	1	2
29	то же время оно	1	2
30	сухость рассказа иногда до	1	2
31	в записках из подполья	1	2
32	в большинстве случаев сказ	2	2
33	на пьедестал будущий человек	2	2
34	установки на устную речь	1	2
35	с точки зрения своего	2	2
36	только себя и свой	1	2
37	человека с человеком а	1	2
38	достоевского в этом смысле	1	2
39	беспрерывно постановляется на вид	1	2
40	принципом видения и понимания	1	2
41	установка по отношению к	1	2
42	как композиционное замещение авторского	1	2
43	пределах одного монологического контекста	2	2
44	направлено на свой предмет	1	2
45	по отношению к нему	1	2
46	как точка зрения как	1	2
47	как чужое слово как	1	2
48	то перед нами уже	2	2
49	себя и свой предмет	1	2
50	композиционное замещение авторского слова	1	2
51	человека из подполья и	1	2
52	рассказа иногда до жиль-блаза	1	2
53	чужое слово как слово	1	2
54	установка на чужой голос	1	1
55	построения романа формальное сходство	1	1
56	неусловным серьезным это первоначальное	1	1
57	слова прямая речь героев	1	1
58	они должны внутренне соприкоснуться	1	1
59	диалога перспективное отношение между	1	1
60	ему для ведения рассказа	1	1
61	толстым с западно-европейскими представителями	1	1
62	того важная что стоило	1	1
63	что ни идеологический лейтмотив	1	1
64	положение в котором оказался	1	1
65	типичность для определенного лица	1	1
66	человек авантюрного сюжета так	1	1
67	инстанций а объектное сюжетное	1	1
68	не удалось но кой-что	1	1
69	к страхову в романе	1	1
70	речь а уж отсюда	1	1
71	к устному сказу если	1	1
72	как рассказчика замещающего автора	1	1
73	самыми крайними и последовательными	1	1
74	аристократа как человек стреляет	1	1
75	их тоне автор как	1	1
76	дифференциации необходимо указать их	1	1
77	словом это последнее может	1	1
78	в котором они действительно	1	1
79	строгих рамках этих отношений	1	1
80	поэтическому или иному оно	1	1
81	слово также направлено только	1	1
82	его но в таком	1	1
83	какое-нибудь определенное чужое высказывание	1	1
84	акакиевича по мере усиления	1	1
85	ни лексикологией ни семантикой	1	1
86	читатель всегда видел что	1	1
87	герой достоевского правда это	1	1
88	и телесно-душевный человек поэтому	1	1
89	формулы и категории чужды	1	1
90	себе никогда не была	1	1
91	до того важная что	1	1
92	отношений заключенных в одном	1	1
93	учтенные для понимания же	1	1
94	ее реплика учитывая ее	1	1
95	жизненную форму а как	1	1
96	его жизни должно быть	1	1
97	никогда не может быть	1	1
98	тех событий участниками которых	1	1
99	всегда представлена прямым авторским	1	1
100	воспринимает сказ исключительно как	1	1
101	миру а затем и	1	1
102	его вечной человеческой природой	1	1
103	поймем этих явлений по	1	1
104	и не удалось но	1	1
105	нарочитую ощутимость воспроизводимого стиля	1	1
106	какое место он занимает	1	1
107	круга так рассказал бы	1	1
108	смысла и тона подчиняет	1	1
109	действительно были бы воплощены	1	1
110	всего этого по крайней	1	1
111	изобразить и стилистическая обработка	1	1
112	всеопределяющею основою всех сюжетных	1	1
113	представлена прямым авторским словом	1	1
114	существенных внесюжетных связей сюжет	1	1
115	но и представляя сценами	1	1
116	не ограничен ни их	1	1
117	высказывания различна слово героя	1	1
118	повествователями нет кажется ни	1	1
119	достоевский спокойно мог пользоваться	1	1
120	авантюрные возможности с авантюрным	1	1
121	целей и тем путем	1	1
122	биографические социально-сословные социально-классовые отношения	1	1
123	никогда не была самоцелью	1	1
124	мышлению он предпочитает остаться	1	1
125	зрения он работает чужой	1	1
126	слово ставшее объектом само	1	1
127	и стилизация может стать	1	1
128	и ту же тему	1	1
129	для всякого компетентного читателя	1	1
130	ее указанные явления имеют	1	1
131	важен пушкину как чужой	1	1
132	подражание не делает форму	1	1
133	и не может воплотиться	1	1
134	оно является отсюда возникает	1	1
135	всякого компетентного читателя в	1	1
136	даже когда он является	1	1
137	возьмите человеческий заговорите хоть	1	1
138	внешнее и очень грубое	1	1
139	может стать простым материалом	1	1
140	андрея у толстого со	1	1
141	всеми вместо отношения сознающего	1	1
142	след в его творчестве	1	1
143	чужую речь сказ стилизуя	1	1
144	органическим включением прямой речи	1	1
145	при этом не размыкается	1	1
146	форму а как положение	1	1
147	очень внешнее и очень	1	1
148	о неподчинении человека общему	1	1
149	и до сих пор	2	1
150	лишена определяющего влияния на	1	1
151	ее при этом такое	1	1
152	с сыном мужа с	1	1
153	а как бы в	1	1
154	завершен и не предопределен	1	1
155	жанра в разгаре спешной	1	1
156	слово среди других слов	1	1
157	древняя письменность провинциальная речь	1	1
158	лишь как тенденция как	1	1
159	судящего я к миру	1	1
160	чужие голоса чужие точки	1	1
161	простой композиционный прием такой	1	1
162	оскорбленных следуя совсем иным	1	1
163	через лабиринт философских теорий	1	1
164	автор не показывает нам	1	1
165	всю землю и ее	1	1
166	то стало быть это	1	1
167	контексте прямая речь допустим	1	1
168	из слов третьего типа	1	1
169	пушкинских же повестях белкина	1	1
170	не показывает нам его	1	1
171	всяческих влияний чужих слов	1	1
172	манера видеть и изображать	1	1
173	художественном творчестве не сделал	1	1
174	чего она становится условной	1	1
175	нее извне условное слово	1	1
176	в беспредельности в последний	1	1
177	всякую устойчивую социальную локализацию	1	1
178	всерьез делает его своим	1	1
179	отношение к слову лексический	1	1
180	контекста и знает лишь	1	1
181	отношения связывают изображенные объектные	1	1
182	достоевскому авантюрный мир? какие	1	1
183	как бы в некотором	1	1
184	рассмотрения ведь обычный подход	1	1
185	существеннее нам кажется что	1	1
186	соответственного понижения их объектности	1	1
187	двух изображенных позиций всецело	1	1
188	этим судит и сознает	1	1
189	который и воспроизводится автором	1	1
190	двуголосое проблему сказа впервые	1	1
191	ли весь роман вот	1	1
192	объектны это не столкновение	1	1
193	нас прежде всего поражает	1	1
194	аристократов по трущобам и	1	1
195	всегда сказ у тургенева	1	1
196	беспредельности в последний раз	1	1
197	слово в пределах одного	1	1
198	хотя и не объяснять	1	1
199	если мы слышим другой	1	1
200	манеры рассказывания например рассказ	1	1
201	целом его художественного замысла?	1	1
202	биографического романа зато авантюрный	1	1
203	могут завязать герои и	1	1
204	этого нельзя сказать о	1	1
205	лучше всех знает что	1	1
206	от идеи человека из	1	1
207	ними существуют тончайшие и	1	1
208	быть глубокое органическое единство	1	1
209	своего возраста своих жизненно-биографических	1	1
210	имеется и еще один	1	1
211	в авторский контекст эти	1	1
212	поэтому некоторая объектная тень	1	1
213	например акакия акакиевича по	1	1
214	достоевский мог в чем-нибудь	1	1
215	их с общественными подонками	1	1
216	была самоцелью для достоевского	1	1
217	показывает нам его слова	1	1
218	авторов одни для опровержения	1	1
219	и рассказал бы о	1	1
220	предметное также и реплика	1	1
221	а за своими героями	1	1
222	знает лишь прямую непосредственную	1	1
223	является обычным монологическим принципом	1	1
224	речь героя никогда не	1	1
225	определенным стилем а лишь	1	1
226	и биографического романа связывает	1	1
227	не ослабляется ослабление или	1	1
228	объектности изображенного слова героя	1	1
229	сплетения возвышенного с гротеском	1	1
230	для своих целей и	1	1
231	также и реплика диалога	1	1
232	подбором того о чем	1	1
233	началом их проникновенной беседы	1	1
234	объектная речь героя никогда	1	1
235	речевых единства единство авторского	1	1
236	должны быть сделаны из	1	1
237	всякий человек как человек	1	1
238	них выше их имеет	1	1
239	и стать прямым авторским	1	1
240	а затем и как	1	1
241	черту мелодрамы скитания аристократов	1	1
242	автора напротив обрабатывается стилистически	1	1
243	удалось я не за	1	1
244	и даже чистый сказ	1	1
245	этот материал чужие голоса	1	1
246	сюжета введением авантюрного мира	1	1
247	у достоевского нет объективного	1	1
248	искание истины не как	1	1
249	слов стилизация предполагает стиль	1	1
250	тему если они только	1	1
251	сюжетное столкновение двух изображенных	1	1
252	он владеет не определенным	1	1
253	класса или сословия своего	1	1
254	в духе которого оно	1	1
255	иных диалогических отношениях например	1	1
256	это дано лишь как	1	1
257	этого говорилось о неподчинении	1	1
258	в самую гущу повседневности	1	1
259	леса которые в архитектурное	1	1
260	слов принадлежащих к различным	1	1
261	самосохранением жаждой победы и	1	1
262	но сама является предметом	1	1
263	слов героя и соответственного	1	1
264	существенные различия между ними	1	1
265	литературного жанра в разгаре	1	1
266	на самом же деле	2	1
267	стилизация пародия диалог нуждаются	1	1
268	перспективном удалении от нее	1	1
269	только ставрогина она в	1	1
270	не слияние с ним	1	1
271	же завершаются их самосознания	1	1
272	которую она воспроизводит имела	1	1
273	таково пародийное слово такова	1	1
274	эпигонов его приемы становятся	1	1
275	их объектности взаимоотношение между	1	1
276	этой почве возникают новые	1	1
277	путь социальному роману то	1	1
278	всего достоевский мог в	1	1
279	катастроф титулов и неожиданных	1	1
280	другого высказывания различна слово	1	1
281	рассказ в первой любви	1	1
282	достоевского в своих письмах	1	1
283	то перед нами стилизация	1	1
284	смысловой инстанцией в пределах	1	1
285	могут лежать рядом друг	1	1
286	объектные высказывания и потому	1	1
287	симпатии к униженным и	1	1
288	и представляя сценами тут	1	1
289	сказ у тургенева вводя	1	1
290	стилистическим заданиям авторского контекста	1	1
291	установка на чужую речь	1	1
292	социально чужой сказовый тон	1	1
293	как раз и не	1	1
294	перед героем перед его	1	1
295	предметного задания нечто обозначить	1	1
296	и на протяжении всего	1	1
297	жаждой победы и торжества	1	1
298	происходит полное слияние голосов	1	1
299	обращался начинавший вместе с	1	1
300	или в формах устной	1	1
301	авантюрный сюжет использует не	1	1
302	чужого слова второго контекста	1	1
303	всех фактов как бы	1	1
304	то перед достоевским были	1	1
305	образцом разрушит дистанцию и	1	1
306	в литературе о нем	1	1
307	глубоко человечен все социальные	1	1
308	задание самого слова не	1	1
309	все же не литератор-профессионал	1	1
310	того и всякую устойчивую	1	1
311	таков почти всегда сказ	1	1
312	приключений и похождений авантюрный	1	1
313	не за роман а	1	1
314	конечно не между словами	1	1
315	слова в пределах одного	1	1
316	выходит из них выше	1	1
317	вид и на пьедестал	1	1
318	оставил не за собою	1	1
319	себе равный человек задачи	1	1
320	оскорбленным которая чувствуется за	1	1
321	речи не укладывающегося в	1	1
322	лишь для героев между	1	1
323	ведь обычный подход берет	1	1
324	смысле это не чужое	1	1
325	никаких внесюжетных связей с	1	1
326	и он всем может	1	1
327	одного атрибута старого романа	1	1
328	берет его как целое	1	1
329	мы наблюдаем еще изображенное	1	1
330	не объяснять словами всю	1	1
331	тень на это слово	1	1
332	как следствие на устную	1	1
333	связывают изображенные объектные высказывания	1	1
334	сказ об этом уже	1	1
335	жизни должно быть глубокое	1	1
336	своего прямого предметного задания	1	1
337	здесь мы переходим к	1	1
338	человека общему природному закону	1	1
339	сохраняющее ее при этом	1	1
340	между двумя репликами диалога	1	1
341	равной степени свойственна и	1	1
342	отношения притом конечно не	1	1
343	спасенных подкидышей наконец в	1	1
344	который делает свое дело	1	1
345	случайного семейства одна из	1	1
346	этим чужим словом элемент	1	1
347	и мотивироваться различным образом	1	1
348	работы он соблазнялся ходячими	1	1
349	для историка литературы и	1	1
350	закон из этой в	1	1
351	может вовсе отсутствовать композиционно	1	1
352	по существу стилизация будет	1	1
353	чем в стилизации а	1	1
354	служит теперь новым целям	1	1
355	это черта не одного	1	1
356	единства единство авторского высказывания	1	1
357	сыном мужа с женой	1	1
358	рассказчиком в письменной форме	1	1
359	иногда неуловимые переходы по	1	1
360	когда он является одним	1	1
361	единственном а во множественном	1	1
362	начинать даже с ребяческих	1	1
363	и единство высказывания героя	1	1
364	на чужую речь сказ	1	1
365	авторитетном образе другого человека	1	1
366	использован достоевским помимо таинственных	1	1
367	него другого предметного смысла	1	1
368	он может менять сколько	1	1
369	гуще чем в стилизации	1	1
370	подражания чужому слову и	1	1
371	о бесах он пишет	1	1
372	идея является обычным монологическим	1	1
373	лейтмотив ни идеологический вывод	1	1
374	литературного слова белкин рассказчики-хроникеры	1	1
375	перед нами в пределах	1	1
376	тут надо гармонию сухость	1	1
377	интенции а вовсе не	1	1
378	голосу это одноголосые слова	1	1
379	обязательно присущ всякому рассказу	1	1
380	само является предметом чужой	1	1
381	черта не одного только	1	1
382	тень падает именно на	1	1
383	и князю сокольскому и	1	1
384	другу противоречить или находиться	1	1
385	того о чем пойдет	1	1
386	слова князя андрея у	1	1
387	но при этом каждое	1	1
388	пользовался даже трафаретами этого	1	1
389	героев в их духе	1	1
390	приключений который не был	1	1
391	равновесомых слова на одну	1	1
392	а в драме не	1	1
393	может быть различной достаточно	1	1
394	идеи человека из подполья	1	1
395	чужой индивидуальной и социальной	1	1
396	существу стилизация будет воспринята	1	1
397	владычествующая идея жития чтоб	1	1
398	героя между характером героя	1	1
399	опирается на наличные и	1	1
400	или в духе которого	1	1
401	слово уже имеющее свою	1	1
402	окрашивать произведения как личный	1	1
403	это я не только	1	1
404	не за одним а	1	1
405	котором нормально функционирует данное	1	1
406	типичное колоритное слово там	1	1
407	с повседневным если авторы	1	1
408	стилистически в направлении своего	1	1
409	романа зато авантюрный роман	1	1
410	в формах литературного слова	1	1
411	материалом для осуществления его	1	1
412	эта благочестива что житие	1	1
413	на то что есть	1	1
414	носит рассказ в первой	1	1
415	одном слове оказываются две	1	1
416	даже отчасти князю мышкину	1	1
417	тщетно мечтают и жаждут	1	1
418	направление и на предмет	1	1
419	же не завершен и	1	1
420	атрибута старого романа приключений	1	1
421	романа бульварного его герой	1	1
422	начинавший вместе с достоевским	1	1
423	почти всегда сказ у	1	1
424	несмотря на существенные различия	1	1
425	случаях весь словесный материал	1	1
426	скитания аристократов по трущобам	1	1
427	он развивается вопреки им	1	1
428	скупясь на изъяснения но	1	1
429	владеет не определенным стилем	1	1
430	в сторону над всем	1	1
431	художественно и сжато первая	1	1
432	определенного лица для определенного	1	1
433	не поймем этих явлений	1	1
434	захватывающий повествовательный интерес облегчавший	1	1
435	биографического к которым достоевский	1	1
436	включающих в себя как	1	1
437	такой же характер носит	1	1
438	стилизует чужой индивидуальной и	1	1
439	с пролетарием благополучного мещанина	1	1
440	из подполья и героя	1	1
441	все то в произведении	1	1
442	двуголосое слово условным может	1	1
443	бы устойчивый образ его	1	1
444	видеть и изображать в	1	1
445	этот вечный человек авантюрного	1	1
446	по себе лишена определяющего	1	1
447	с ним а следование	1	1
448	последней смысловой инстанцией в	1	1
449	для автора многообразнейший мир	1	1
450	не достигается в научной	1	1
451	инстанцией в пределах данного	1	1
452	мере не укладывается в	1	1
453	форму повествования установку на	1	1
454	внутрь его речи автор	1	1
455	смысловая граница исторически между	1	1
456	быть даже когда он	1	1
457	слово знает только себя	1	1
458	за ним недоверие к	1	1
459	и т.п семейные жизненно-фабулические	1	1
460	манеру видеть и передавать	1	1
461	в руках подражателей эпигонов	1	1
462	время оно и само	1	1
463	оно и само является	1	1
464	совершенно нового подхода к	1	1
465	наоборот для подтверждения и	1	1
466	дать полную исчерпывающую классификацию	1	1
467	могут заключать между собой	1	1
468	белкина например рассказ слова	1	1
469	и для всякого компетентного	1	1
470	в большинстве случаев и	1	1
471	общего не имеет с	1	1
472	хоть раз голосом человеческим	1	1
473	обычная литературная стилизация или	1	1
474	рассказ а этот материал	1	1
475	и передавать виденное нет	1	1
476	жизненно-биографических целей его человечность	1	1
477	биографический роман герой и	1	1
478	введением и органическим включением	1	1
479	взаимоотношений этих сознающих и	1	1
480	всего установка на чужую	1	1
481	отношении к своему предмету	1	1
482	между авантюрным героем и	1	1
483	до сих пор еще	2	1
484	и пишущий свой рассказ	1	1
485	фабулы авантюрной литературы традиционные	1	1
486	предметное понимание если же	1	1
487	в единственном а во	1	1
488	гроссман единственный раз во	1	1
489	знает только себя и	1	1
490	высказывание материал языка если	1	1
491	для определенной художественной манеры	1	1
492	и в расположении материала	1	1
493	необходимый момент отношение к	1	1
494	по крайней мере не	1	1
495	исчерпывается занимательность сама по	1	1
496	за своими героями и	1	1
497	или в драматизованном диалоге	1	1
498	себя лишь часть рассказа	1	1
499	рассказу рассказчик хотя бы	1	1
500	и непроницаемом облачении своего	1	1
501	принципа не учтенного ни	1	1
502	духе и в их	1	1
503	и не ограничен ни	1	1
504	вообще не в монологическом	1	1
505	контексте собственного сознания а	1	1
506	сюжет не опирается на	1	1
507	однако почти не обращался	1	1
508	единство авторского высказывания и	1	1
509	которая до сих пор	1	1
510	своего сознания вообще не	1	1
511	замыслы подражающего хотя таким	1	1
