N	3gram	Vygotskiy_	formyVre
1	и т п	7	32
2	как мы уже	1	15
3	с точки зрения	11	15
4	друг с другом	2	13
5	для того чтобы	17	12
6	до сих пор	6	10
7	и того же	1	9
8	одного и того	1	9
9	мы уже говорили	4	9
10	и т д	6	7
11	не может быть	3	7
12	в отличие от	1	7
13	в этом отношении	1	7
14	и как раз	1	6
15	и в этом	6	6
16	а также и	1	6
17	имеем в виду	2	6
18	с одной стороны	6	6
19	в том что	20	5
20	в то время	4	5
21	то есть в	1	5
22	как и в	1	5
23	одно и то	3	5
24	и то же	3	5
25	мы имеем в	1	5
26	и во всех	2	4
27	о которых мы	5	4
28	мы уже указывали	1	4
29	как если бы	3	4
30	но все же	1	4
31	с другой стороны	5	4
32	в романе в	1	4
33	как раз в	3	4
34	в этом случае	1	4
35	во всяком случае	6	4
36	то время как	3	4
37	может быть и	1	4
38	и как бы	2	3
39	все то что	13	3
40	прямо сказать что	1	3
41	о том как	3	3
42	по сравнению с	1	3
43	в себя и	1	3
44	сами по себе	3	3
45	все же в	2	3
46	но при этом	1	3
47	в зависимости от	1	3
48	между этими двумя	1	3
49	что в этом	2	3
50	как мы увидим	2	3
51	то же самое	12	3
52	и все прочие	2	3
53	вместе с тем	3	3
54	же как и	1	3
55	в точном смысле	2	3
56	и в частности	1	3
57	о том что	8	3
58	так же как	2	3
59	с самого начала	10	3
60	и в сущности	2	3
61	жизни и в	1	3
62	также и в	1	3
63	так сказать в	1	2
64	во всей ее	2	2
65	можно сказать что	1	2
66	здесь не только	1	2
67	конечно не в	1	2
68	который может быть	1	2
69	они не могут	1	2
70	место в романе	1	2
71	все более и	4	2
72	но по существу	1	2
73	произведения и в	1	2
74	изображаемых событий и	1	2
75	в ней по	1	2
76	и вместе с	3	2
77	в один из	2	2
78	в данном случае	5	2
79	что в таком	2	2
80	а вовсе не	2	2
81	к тому же	2	2
82	самому своему существу	1	2
83	но в этом	1	2
84	что и все	1	2
85	тон и стиль	1	2
86	вовсе не является	1	2
87	так как он	1	2
88	это значит что	2	2
89	таким образом и	1	2
90	в свою очередь	3	2
91	не было бы	2	2
92	мы находим в	1	2
93	и та же	3	2
94	и в самом	15	2
95	бросается в глаза	2	2
96	новый смысл и	2	2
97	более и более	4	2
98	мы будем говорить	1	2
99	со всех сторон	1	2
100	в этом романе	1	2
101	как и все	1	2
102	и все другие	1	2
103	жизни и смерти	1	2
104	и ничего не	1	2
105	к тому что	5	2
106	в мировой литературе	1	2
107	по самому своему	1	2
108	с другом и	2	2
109	том что они	2	2
110	с тем что	3	2
111	одна и та	2	2
112	всего того что	1	2
113	и все они	1	2
114	в основе своей	1	2
115	потому что они	2	2
116	лежит в основе	1	2
117	в целом ряде	1	1
118	он никогда не	1	1
119	что он не	4	1
120	это имеет место	2	1
121	того что люди	1	1
122	в двух направлениях	1	1
123	все же к	1	1
124	все больше и	2	1
125	а отнюдь не	1	1
126	все это мы	1	1
127	в одном и	1	1
128	свой жизненный путь	1	1
129	в самом содержании	1	1
130	а как раз	1	1
131	того целого в	1	1
132	не могло бы	1	1
133	в применении к	1	1
134	в той же	2	1
135	больше и больше	2	1
136	только для того	1	1
137	они еще не	1	1
138	как это делают	1	1
139	том что в	1	1
140	эпоса и драмы	4	1
141	наряду с этими	1	1
142	и в другом	2	1
143	то что является	1	1
144	в которой они	1	1
145	и объединены в	1	1
146	представляет из себя	2	1
147	действия и его	1	1
148	и это очень	1	1
149	что все то	1	1
150	в первый раз	2	1
151	и ее жизни	1	1
152	только в том	5	1
153	во всех отношениях	1	1
154	с этой точки	2	1
155	так много в	2	1
156	вовсе не в	2	1
157	в самом деле	29	1
158	к этому вопросу	1	1
159	то время которое	1	1
160	они принимают участие	1	1
161	как люди не	1	1
162	здесь мы видим	2	1
163	вступает в свои	1	1
164	в несколько иных	1	1
165	с ним в	2	1
166	бы не было	1	1
167	в этот новый	1	1
168	в большом количестве	1	1
169	могло бы быть	1	1
170	более или менее	1	1
171	но они не	1	1
172	за то что	1	1
173	легло в основу	1	1
174	кроме того что	2	1
175	п то есть	1	1
