N	3gram	Trubetskoy	Dialekti
1	с точки зрения	6	46
2	по крайней мере	5	26
3	в том что	3	25
4	не может быть	1	18
5	тем не менее	3	16
6	то же время	2	15
7	в то же	2	14
8	в таком случае	1	14
9	только тогда когда	1	13
10	с другой стороны	1	12
11	о том что	4	12
12	на то что	2	11
13	в самом деле	1	10
14	иметь в виду	1	9
15	и в этом	2	9
16	то или иное	2	9
17	это и есть	1	9
18	не только не	1	8
19	только то что	1	8
20	или по крайней	1	8
21	в то время	1	8
22	можно сказать что	2	7
23	не в том	1	7
24	так или иначе	3	7
25	сами по себе	1	7
26	точно так же	3	7
27	в связи с	3	7
28	той или иной	2	7
29	не потому что	1	7
30	для того чтобы	5	6
31	крайней мере в	1	6
32	более или менее	5	6
33	что это есть	1	6
34	и в то	1	6
35	не имеет никакого	1	6
36	во всяком случае	6	6
37	с одной стороны	7	6
38	может быть и	2	6
39	по сравнению с	2	5
40	ничего общего с	2	5
41	в конце концов	3	5
42	до сих пор	5	5
43	с этой точки	2	4
44	так же как	3	4
45	этой точки зрения	2	4
46	в данном случае	1	4
47	к тому же	4	4
48	то ясно что	2	4
49	не может не	1	4
50	то же самое	2	4
51	с тех пор	2	4
52	может и не	1	4
53	может быть в	1	4
54	в этом отношении	2	4
55	из двух или	1	3
56	же что и	1	3
57	и что она	1	3
58	и есть то	1	3
59	в силу этого	1	3
60	а потому что	1	3
61	одно из двух	1	3
62	чтобы она была	1	3
63	но все же	4	3
64	бы то ни	2	3
65	о том как	1	3
66	но в то	1	3
67	речь идет о	1	3
68	с самого начала	2	3
69	что учение о	1	3
70	некоторые из них	2	2
71	том что все	1	2
72	ничем не отличаются	1	2
73	а с точки	1	2
74	друг с другом	5	2
75	не отличаются от	1	2
76	но для этого	1	2
77	и вместе с	4	2
78	но они не	1	2
79	все же есть	1	2
80	мы видим что	1	2
81	о мире как	1	2
82	с первого взгляда	1	2
83	и состоит из	1	2
84	в свою очередь	1	2
85	к чему не	1	2
86	друг к другу	1	2
87	не более как	1	2
88	сказать что в	1	2
89	но все это	2	2
90	потому что и	2	2
91	в себе не	1	2
92	только он один	1	2
93	в широком смысле	1	2
94	а так как	3	2
95	ни к чему	1	2
96	очень много но	1	2
97	что и в	1	2
98	пор как этот	1	1
99	и даже чем	1	1
100	и живых существ	1	1
101	и только тогда	1	1
102	что оно имеет	1	1
103	не должны быть	1	1
104	тех пор как	1	1
105	все это мы	1	1
106	есть ли это	1	1
107	только в силу	1	1
108	некоторый реальный и	1	1
109	отчасти может быть	1	1
110	нельзя сказать чтобы	1	1
111	он как бы	1	1
112	всякую мысль о	1	1
113	так как самое	1	1
114	важно то что	1	1
115	до известной степени	1	1
116	то что он	2	1
117	на задний план	1	1
118	силу этого и	1	1
119	сливаются в одно	1	1
120	и так и	1	1
121	к искусству и	1	1
122	таком случае эта	1	1
123	и из которого	1	1
124	так и от	2	1
125	но эта связь	1	1
126	из этих трех	1	1
127	чем именно заключается	1	1
128	сама жизнь это	1	1
129	сказать и о	1	1
130	тем и другим	1	1
131	потому что в	1	1
132	всех этих элементов	1	1
133	самом деле если	1	1
134	и по мере	1	1
135	одного из своих	1	1
136	и иной раз	1	1
137	друг на друга	2	1
138	совершенно ясно что	1	1
139	но при этом	1	1
140	он не имеет	2	1
141	с тем или	1	1
142	надо помнить что	1	1
143	должны признать что	2	1
144	в первом случае	1	1
145	те и другие	2	1
146	одно из таких	1	1
147	весь мир то	1	1
148	крайней мере до	1	1
149	жизни и только	1	1
150	оно превращается в	1	1
151	и таким образом	3	1
152	в отличие от	1	1
153	и никогда не	1	1
154	а в том	1	1
155	его можно только	2	1
156	хотя бы например	1	1
157	то ни было	2	1
158	говорить лишь о	1	1
159	она и при	1	1
160	его уже не	1	1
161	на этот раз	1	1
162	не существует ибо	1	1
163	себя что это	1	1
164	а с другой	5	1
165	несмотря на все	1	1
166	в сфере религиозной	1	1
167	все в мире	1	1
168	рождение и смерть	1	1
169	это как не	1	1
170	все эти элементы	1	1
171	и в этой	1	1
172	да и сами	1	1
173	это есть продукт	1	1
174	точки зрения подлинной	1	1
175	из себя не	1	1
176	сих пор не	1	1
177	может показаться что	1	1
178	в одном из	1	1
179	есть не более	1	1
180	что это как	1	1
181	и далее в	1	1
182	вместе с тем	8	1
183	такое положение дела	2	1
184	как на нечто	1	1
185	надо иметь в	1	1
186	что он существует	1	1
187	может ли быть	1	1
188	повседневной жизни и	1	1
189	а не как	1	1
190	ничего подобного нет	1	1
191	может быть даже	2	1
192	и что он	1	1
193	имеем в виду	1	1
194	все более и	1	1
195	том или ином	1	1
196	которые могли бы	1	1
