N	2gram	Propp_Isto	Hudozhes
1	в качестве	8	31
2	и в	40	23
3	не только	28	20
4	состоит в	1	20
5	в том	12	20
6	при этом	6	19
7	может быть	37	19
8	в частности	3	18
9	и не	19	16
10	но и	21	14
11	а не	18	13
12	в рамках	2	13
13	но не	7	13
14	а в	15	13
15	в тексте	1	13
16	в себе	6	13
17	в этом	13	12
18	то же	21	12
19	такого рода	1	12
20	так и	13	12
21	и его	5	12
22	сводится к	1	11
23	представляет собой	7	11
24	как бы	6	11
25	в его	10	11
26	по отношению	6	10
27	но в	13	10
28	отношению к	6	10
29	своего рода	2	9
30	том что	11	9
31	с другой	8	9
32	не в	11	9
33	не может	19	9
34	особого рода	1	8
35	себя в	2	8
36	в области	2	8
37	в то	4	8
38	что в	19	7
39	только в	16	7
40	в своей	2	7
41	в основе	4	7
42	в отличие	3	7
43	отличие от	3	7
44	не столько	1	7
45	как это	6	7
46	по своей	2	7
47	другой стороны	7	6
48	более или	5	6
49	приводит к	3	6
50	уже не	3	6
51	с ее	2	6
52	мы имеем	25	6
53	в ее	2	6
54	а также	2	6
55	или менее	5	6
56	в нем	8	6
57	ни в	2	5
58	в виду	2	5
59	не на	2	5
60	мыслится как	1	5
61	что он	32	5
62	не менее	7	5
63	того чтобы	3	5
64	для того	1	5
65	со стороны	3	5
66	я с	1	5
67	для него	2	5
68	того что	6	5
69	прежде всего	15	5
70	с другими	2	5
71	в их	6	5
72	а на	1	5
73	в конечном	2	5
74	или иначе	1	5
75	между ними	2	5
76	и одновременно	1	5
77	тем самым	2	5
78	то что	17	5
79	могут быть	5	5
80	так или	1	4
81	по пути	2	4
82	например в	7	4
83	отношения к	2	4
84	из которого	1	4
85	еще не	14	4
86	входит в	1	4
87	в другом	6	4
88	говорить о	1	4
89	сказать что	7	4
90	к которому	5	4
91	в своем	5	4
92	к тому	6	4
93	или иным	1	4
94	и то	3	4
95	это не	8	4
96	в отношении	1	4
97	его в	15	4
98	не знает	7	4
99	и как	3	4
100	в этих	17	4
101	так в	7	4
102	в себя	2	4
103	а только	3	4
104	того или	1	4
105	между тем	2	4
106	он не	10	4
107	и тем	2	4
108	и что	14	4
109	в форме	3	4
110	далеко не	1	4
111	со своей	1	4
112	и о	1	4
113	однако в	2	4
114	художественного произведения	1	4
115	силу своей	1	4
116	в силу	7	4
117	или иного	1	4
118	хотя и	1	4
119	в той	1	3
120	и к	1	3
121	и на	6	3
122	даже в	5	3
123	была бы	2	3
124	о чем	1	3
125	подобно тому	3	3
126	если бы	8	3
127	оказывается в	1	3
128	а именно	5	3
129	в жизни	2	3
130	как и	5	3
131	их в	7	3
132	никто не	3	3
133	себя и	2	3
134	в иной	9	3
135	тем не	7	3
136	но их	2	3
137	и состоит	1	3
138	в роли	1	3
139	в противоположность	1	3
140	к нему	3	3
141	потому что	12	3
142	одной стороны	7	3
143	в одном	8	3
144	не обязательно	1	3
145	имеем в	4	3
146	известной степени	1	3
147	мог бы	3	3
148	как правило	4	3
149	во всей	2	3
150	от себя	1	3
151	сближение но	1	3
152	из этих	2	3
153	и для	5	3
154	в системе	2	3
155	он должен	3	3
156	таким образом	13	3
157	с одной	8	3
158	как раз	2	3
159	и притом	1	3
160	связи с	10	3
161	но он	5	3
162	в таком	1	3
163	как говорит	1	3
164	в связи	7	3
165	или даже	3	3
166	по своему	1	3
167	во всех	3	3
168	в русской	7	3
169	как уже	2	3
170	однако если	1	3
171	тому как	3	3
172	в которой	2	3
173	не будет	1	3
174	в пределах	4	3
175	этом смысле	1	3
176	перед лицом	1	3
177	что можно	1	3
178	слова в	2	3
179	и прежде	1	3
180	герой не	1	3
181	в целом	3	3
182	и ее	3	3
183	ведет к	2	2
184	и другие	7	2
185	образом и	1	2
186	однако с	1	2
187	один из	10	2
188	рассказ о	1	2
189	жизни а	1	2
190	с ним	3	2
191	строго говоря	1	2
