N	2gram	Bakhtin_Fr	Tvorches
1	и в	68	56
2	как бы	7	41
3	в его	21	37
4	в романе	24	34
5	в то	14	30
6	то же	14	25
7	в году	11	24
8	не только	21	24
9	же время	13	24
10	но в	20	24
11	как и	17	23
12	то есть	31	23
13	и не	25	23
14	а в	3	23
15	и его	26	23
16	в этом	28	22
17	и т	1	22
18	что в	14	21
19	в том	12	21
20	он не	11	19
21	том что	6	19
22	может быть	10	19
23	потому что	3	19
24	у него	14	18
25	то что	11	18
26	таким образом	22	17
27	и на	16	17
28	что он	7	17
29	все это	6	17
30	при этом	5	16
31	но и	17	16
32	никогда не	2	16
33	как в	4	16
34	м с	1	16
35	в творчестве	5	16
36	прежде всего	23	16
37	не может	5	16
38	и с	15	15
39	xix века	5	15
40	в мире	6	15
41	но это	5	15
42	в этой	15	15
43	с его	6	15
44	и даже	7	14
45	это не	5	14
46	там же	2	13
47	о том	5	13
48	а не	6	13
49	в котором	3	12
50	тем самым	1	12
51	в целом	3	12
52	в своей	11	11
53	все же	6	11
54	отнюдь не	1	11
55	для него	7	11
56	в самом	6	10
57	представление о	2	10
58	он сам	1	10
59	не в	2	10
60	в конце	8	10
61	только в	9	10
62	когда он	1	10
63	в основном	7	10
64	уже в	4	10
65	так и	8	10
66	но не	4	10
67	как будто	2	10
68	в своих	7	9
69	а затем	2	9
70	в изображении	1	9
71	и от	4	9
72	один из	9	9
73	жизни в	1	9
74	в свою	3	9
75	в нем	12	9
76	во многом	1	9
77	даже в	4	8
78	в духе	11	8
79	именно в	5	8
80	не менее	2	8
81	так же	3	8
82	к этому	6	8
83	хотя и	2	8
84	одним из	2	8
85	это уже	2	8
86	вместе с	4	8
87	одной из	3	8
88	еще не	3	8
89	в себе	5	8
90	так как	7	8
91	в их	6	8
92	на его	4	8
93	об этом	3	8
94	вовсе не	18	8
95	в этих	8	7
96	и сам	5	7
97	например в	2	7
98	уже не	2	7
99	казалось бы	1	7
100	в дальнейшем	4	7
101	в кн	5	7
102	за собой	1	7
103	он видит	2	7
104	влияние на	2	7
105	и он	2	7
106	в которой	6	7
107	в чем	3	7
108	не случайно	1	7
109	своего рода	5	7
110	самом деле	5	7
111	еще более	5	6
112	и как	5	6
113	конечном счете	1	6
114	если он	1	6
115	на эту	2	6
116	хотя бы	2	6
117	одна из	3	6
118	его в	7	6
119	в конечном	1	6
120	так что	1	6
121	и ее	3	6
122	и далее	3	6
123	с ним	3	6
124	если бы	3	6
125	и все	16	6
126	в книге	5	6
127	все эти	16	6
128	xx века	5	6
129	в бытовой	1	6
130	и другие	4	5
131	из всех	4	5
132	мысли и	2	5
133	что человек	1	5
134	быть может	2	5
135	в них	19	5
136	что этот	1	5
137	с другой	8	5
138	по отношению	3	5
139	отметить что	2	5
140	в своем	11	5
141	в одной	3	5
142	во всей	3	5
143	все время	3	5
144	из них	8	5
145	что они	3	5
146	что у	2	5
147	на него	1	5
148	в ее	5	5
149	что и	3	5
150	не было	7	5
151	что не	1	5
152	в таком	2	5
153	и это	5	5
154	и у	2	5
155	что это	4	5
156	между тем	3	5
157	статическая концепция	1	5
158	в первой	3	5
159	дело не	3	5
160	показывает что	1	5
161	не так	3	5
162	с этим	2	5
163	в истории	5	5
164	начиная с	3	5
165	до конца	10	5
166	в образе	1	5
167	том же	4	5
168	но если	1	5
169	тот же	4	5
170	ничего не	4	5
171	из этой	3	5
172	мы не	3	5
173	в литературе	10	5
174	бы не	1	5
175	в виде	2	5
176	но с	1	5
177	но эта	1	5
178	в ту	8	5
179	всего романа	2	5
180	и по	4	5
181	но его	2	5
182	и других	7	5
183	что я	2	5
184	это как	2	5
185	как он	4	5
186	отношению к	2	5
187	говорит о	2	4
188	тем что	6	4
189	роль в	7	4
190	так в	4	4
191	и отчасти	1	4
192	но эти	4	4
193	представляет собой	1	4
194	только на	4	4
195	говорит что	1	4
196	превращается в	4	4
197	самого начала	1	4
198	что все	2	4
199	точки зрения	8	4
200	это прежде	1	4
201	к нему	4	4
202	мы видим	9	4
203	и мы	2	4
204	по преимуществу	3	4
205	и потому	6	4
206	с точки	4	4
207	марта года	1	4
208	письма к	1	4
209	не знает	1	4
210	легенда о	1	4
211	который в	2	4
212	же как	1	4
213	так сказать	7	4
214	сих пор	6	4
215	не был	4	4
216	тут же	3	4
217	к роману	3	4
218	не мог	1	4
219	как это	1	4
220	главного героя	1	4
221	но только	2	4
222	и я	1	4
223	как известно	3	4
224	себя в	2	4
225	о его	2	4
226	и есть	5	4
227	до сих	6	4
228	известно что	1	4
229	этой книги	2	4
230	в человеке	1	4
231	с ними	4	4
232	и одновременно	3	4
233	героев и	1	4
234	в в	1	4
235	года и	2	4
236	перед нами	4	4
237	нет ничего	1	4
238	это и	4	4
239	его и	1	4
240	в основе	7	4
241	и более	2	4
242	сливается с	1	4
243	связана с	4	4
244	на землю	2	4
245	времени и	5	4
246	при помощи	1	4
247	между людьми	1	4
248	в отличие	3	4
249	той же	9	4
250	и будущего	1	4
251	в произведениях	2	4
252	того что	3	4
253	связан с	6	4
254	это был	1	4
255	xix веке	3	4
256	и тут	2	4
257	же не	1	4
258	он же	1	4
259	отказаться от	1	4
260	дело в	4	4
