N	3gram	Ircho_Kome	PoTuStor
1	с точки зрения	6	6
2	с самого начала	5	4
3	до сих пор	12	3
4	не может быть	1	3
5	в чем не	2	3
6	по крайней мере	1	3
7	по сравнению с	3	3
8	во всяком случае	3	3
9	можно сказать что	1	3
10	ни в чем	2	3
11	мы можем сказать	1	2
12	и с его	1	2
13	в конечном счете	2	2
14	так же как	1	2
15	мы можем теперь	1	2
16	во всех его	1	2
17	о том что	7	2
18	в самом деле	13	2
19	не нуждается в	1	2
20	друг на друга	1	2
21	и в этом	1	2
22	одних и тех	1	1
23	так и в	1	1
24	все же в	1	1
25	в том что	15	1
26	друг с другом	3	1
27	а может быть	1	1
28	и не нуждается	1	1
29	мы не можем	1	1
30	и столь же	1	1
31	его мнению не	1	1
32	вместе с тем	5	1
33	вместе с ним	3	1
34	но вместе с	1	1
35	подобно тому как	1	1
36	я и в	1	1
37	не дает нам	1	1
38	в известной степени	2	1
39	можно было бы	1	1
40	можем сказать что	1	1
41	все что угодно	1	1
42	в жизни мы	1	1
43	и таким путем	1	1
44	только для того	2	1
45	мы имеем в	2	1
46	для нашего времени	1	1
47	как мы знаем	1	1
48	в этот момент	1	1
49	ни разу не	3	1
50	и мы можем	1	1
51	как это было	1	1
52	же что и	1	1
53	может быть даже	1	1
54	так как его	1	1
55	то ни было	3	1
56	имеем в виду	2	1
57	и того же	1	1
58	до поры до	1	1
59	бы он был	1	1
60	мы сталкиваемся с	1	1
61	этой точки зрения	1	1
62	в высшей степени	2	1
63	в свое время	1	1
64	мы увидим что	1	1
65	было до сих	1	1
66	с этой точки	1	1
67	его отношение к	1	1
68	то же самое	3	1
69	из того же	2	1
70	в каком направлении	1	1
71	для того чтобы	8	1
72	по его мнению	2	1
73	так как он	2	1
74	в нем и	1	1
75	с одной стороны	4	1
76	на первый план	1	1
77	поры до времени	1	1
78	в этом отношении	2	1
79	еще не знает	1	1
80	тому как мы	1	1
81	и тех же	1	1
82	таким образом и	2	1
83	сих пор еще	1	1
84	бы то ни	3	1
85	мало общего с	1	1
86	если бы он	3	1
87	одного и того	1	1
88	несколько слов о	1	1
89	в связи с	3	1
90	на большой дороге	1	1
91	может быть только	1	1
