N	3gram	Bakhtin_Pr	formyVre
1	то же время	10	21
2	в то же	10	18
3	как мы уже	2	15
4	с точки зрения	21	15
5	друг с другом	4	13
6	для того чтобы	3	12
7	не только в	2	11
8	и в то	3	10
9	до сих пор	3	10
10	и того же	1	9
11	одного и того	1	9
12	мы уже говорили	2	9
13	в большинстве случаев	3	8
14	в том числе	1	8
15	человека и его	2	8
16	к себе самому	1	8
17	не может быть	8	7
18	в отличие от	3	7
19	в этом отношении	7	7
20	прежде всего в	1	7
21	друг от друга	2	6
22	и в этом	8	6
23	имеем в виду	2	6
24	во всех этих	1	6
25	в том что	10	5
26	то есть не	3	5
27	в то время	3	5
28	том числе и	1	5
29	то есть в	10	5
30	той или иной	3	5
31	мы имеем в	2	5
32	пространства и времени	1	5
33	и не только	1	5
34	на протяжении всего	2	5
35	вполне понятно что	1	4
36	по отношению к	17	4
37	же что и	1	4
38	прежде всего необходимо	1	4
39	в пределах отдельных	2	4
40	в нем нет	1	4
41	и в других	1	4
42	как если бы	1	4
43	но все же	3	4
44	с другой стороны	3	4
45	в его целом	8	4
46	человеческой жизни и	2	4
47	равно как и	1	4
48	бы ни были	1	4
49	с самим собою	2	4
50	в этом случае	1	4
51	во всяком случае	3	4
52	то время как	2	4
53	может быть и	1	4
54	в той или	2	3
55	но все эти	1	3
56	и как бы	3	3
57	все то что	3	3
58	бы он ни	2	3
59	прямо сказать что	1	3
60	до известной степени	1	3
61	по сравнению с	2	3
62	он ни был	2	3
63	можно прямо сказать	1	3
64	протяжении всего романа	2	3
65	может быть только	3	3
66	сами по себе	4	3
67	в самой жизни	1	3
68	в зависимости от	5	3
69	друг за другом	1	3
70	в нем в	1	3
71	сих пор еще	1	3
72	как раз и	2	3
73	то же самое	1	3
74	те же что	1	3
75	в этих романах	1	3
76	в другом месте	1	3
77	а следовательно и	1	3
78	же как и	3	3
79	и в частности	1	3
80	но в то	5	3
81	о том что	5	3
82	так же как	4	3
83	как бы ни	1	3
84	существенную роль в	1	3
85	с самого начала	3	3
86	так и в	1	3
87	и в сущности	2	3
88	жизни и в	1	3
89	друг к другу	4	3
90	для него самого	3	2
91	у него есть	1	2
92	за пределы данного	1	2
93	не входят в	1	2
94	так сказать в	1	2
95	или иной степени	2	2
96	новое отношение к	1	2
97	можно сказать что	3	2
98	между ними нет	1	2
99	конечно не в	1	2
100	в ее целом	1	2
101	каждом из них	2	2
102	в поступках и	1	2
103	совершенно так же	2	2
104	в одном времени	2	2
105	уже говорили в	1	2
106	они не могут	1	2
107	но для того	1	2
108	по природе своей	2	2
109	только на почве	1	2
110	рядом с этим	1	2
111	со всем этим	1	2
112	романе и в	1	2
113	как мы сказали	2	2
114	он как мы	1	2
115	в один из	1	2
116	в данном случае	3	2
117	а вовсе не	1	2
118	и у него	1	2
119	неотделимы друг от	1	2
120	и до известной	1	2
121	зрения на мир	7	2
122	таким образом и	1	2
123	то что было	3	2
124	но он не	2	2
125	себе самому и	1	2
126	разрезе одного момента	1	2
127	не было бы	1	2
128	у него нет	1	2
129	то есть без	1	2
130	как и для	1	2
131	и в дальнейшем	1	2
132	и в самом	1	2
133	ни в один	1	2
134	в разрезе одного	2	2
135	со всеми ее	1	2
136	во всех своих	1	2
137	тем более что	2	2
138	в этих условиях	1	2
139	в его мире	3	2
140	в этом романе	1	2
141	слова то есть	1	2
142	не сливается с	2	2
143	дело в том	1	2
144	громадную роль в	1	2
145	с ним но	1	2
146	в начале романа	1	2
147	жизни и смерти	7	2
148	к тому что	1	2
149	во всей его	2	2
150	жизнь и смерть	1	2
151	с самим собой	1	2
152	и через него	1	2
153	жизни в ее	1	2
154	дело идет именно	1	2
155	и до конца	4	2
156	что должно быть	1	2
157	выход за пределы	1	2
158	что и в	1	2
159	это прежде всего	1	2
160	потому что они	2	2
161	в целом ряде	2	1
162	и вне его	1	1
163	все это он	1	1
164	пределах одного произведения	1	1
165	в самом начале	3	1
166	это и было	1	1
167	входит в мир	2	1
168	что весь этот	1	1
169	жизни и вот	1	1
170	у него был	1	1
171	здесь нет никакого	1	1
172	же время не	3	1
173	человека с самим	1	1
174	что в мире	2	1
175	можно говорить об	1	1
176	том что все	2	1
177	становится так сказать	1	1
178	в противоречии с	1	1
179	эти черты в	1	1
180	точка зрения на	2	1
181	времени и для	1	1
182	присутствует в этом	1	1
183	в себе в	1	1
184	не могло бы	1	1
185	на одном уровне	1	1
186	нем и через	1	1
187	уже не могут	2	1
188	в той же	3	1
189	так сказать по	2	1
190	но сами они	1	1
191	своего отношения к	1	1
192	он не знал	1	1
193	точки зрения но	1	1
194	видение и изображение	1	1
195	события его жизни	1	1
196	этого мира в	2	1
197	и тогда когда	1	1
198	в нем лишь	1	1
199	хотя в некоторых	1	1
200	в этом смысле	12	1
201	в нем мы	1	1
202	литературе и в	1	1
203	в частности на	1	1
204	себе не имеет	1	1
205	в которой они	1	1
206	в пространстве а	2	1
207	в нем как	1	1
208	нам важно подчеркнуть	1	1
209	интересная и важная	1	1
210	в других сферах	1	1
211	и особенно у	1	1
212	и внутренне не	1	1
213	хотя бы и	3	1
214	лишь там где	2	1
