N	4gram	Vygotskiy_	Morfolog
1	образом мы видим что	1	4
2	таким образом мы видим	1	4
3	в связи с этим	1	4
4	состоит в том что	7	3
5	в то время как	4	3
6	в собственном смысле слова	1	3
7	это не значит что	1	2
8	связи функций между собой	2	2
9	бы то ни было	1	2
10	в тех случаях когда	1	2
11	не что иное как	2	2
12	начинается с того что	2	2
13	с этой точки зрения	7	1
14	можно было бы сказать	1	1
15	в том что он	3	1
16	указанием на то что	1	1
17	вопрос о том как	1	1
18	этой точки зрения совершенно	1	1
19	одно и то же	1	1
20	было бы сказать что	1	1
21	мы постараемся показать что	1	1
22	мы видим что в	1	1
23	но как мы уже	1	1
24	в тот момент когда	4	1
25	все более и более	3	1
26	ответить на этот вопрос	1	1
27	которые не могут быть	1	1
28	сомневаться в том что	1	1
29	один и тот же	5	1
30	мы видим таким образом	1	1
31	прежде чем перейти к	2	1
32	на то что в	1	1
33	видим таким образом что	1	1
34	есть не что иное	2	1
