N	2gram	Bakhtin_Fr	UchenyiS
1	и в	67	14
2	не только	23	10
3	а не	6	10
4	и не	23	8
5	прежде всего	19	8
6	то что	9	7
7	вот почему	1	7
8	в этом	27	7
9	не может	9	7
10	может быть	4	6
11	в искусстве	3	6
12	перестает быть	3	5
13	хотя бы	2	5
14	то же	18	5
15	и только	2	5
16	все это	15	5
17	в конечном	1	4
18	с другой	3	4
19	в этой	13	4
20	в россии	1	4
21	конечном счете	1	4
22	конечно не	5	4
23	но и	23	4
24	в их	4	4
25	было бы	5	3
26	не о	1	3
27	и то	2	3
28	и формы	1	3
29	истории литературы	1	3
30	и т.д	2	3
31	этой области	1	3
32	для этого	2	3
33	это не	5	3
34	как и	19	3
35	вряд ли	1	3
36	для него	4	3
37	формы в	1	3
38	в своей	6	3
39	все же	7	3
40	в области	2	3
41	в частности	4	3
42	в то	17	3
43	не как	3	3
44	у нас	3	3
45	другой стороны	2	3
46	но в	20	3
47	же время	14	3
48	литературы и	3	2
49	все они	7	2
50	художественной формы	1	2
51	таким образом	20	2
52	в самом	7	2
53	выдвигает на	1	2
54	если не	1	2
55	же не	2	2
56	не приходится	1	2
57	должна была	1	2
58	его и	2	2
59	если бы	2	2
60	самом деле	6	2
61	могут быть	1	2
62	не в	8	2
63	это было	4	2
64	бы и	2	2
65	для всех	4	2
66	и с	18	2
67	до сих	3	2
68	же самое	3	2
69	художественном творчестве	1	2
70	одним из	7	2
71	как таковой	1	2
72	но не	6	2
73	по существу	4	2
74	форму и	1	2
75	тем что	3	2
76	более чем	1	2
77	в себе	3	2
78	в его	17	2
79	в конце	12	2
80	т.е в	1	2
81	даже и	1	2
82	должна быть	1	2
83	мы не	6	2
84	ничего не	5	2
85	всех этих	9	2
86	между тем	3	2
87	что она	4	2
88	что он	7	2
89	конце концов	1	2
90	на эту	3	2
91	этом отношении	7	2
92	о чем	5	2
93	как раз	5	2
94	не могут	3	2
95	а как	3	2
96	в буквальном	1	2
97	в том	16	2
98	это уже	1	2
99	том что	13	2
100	и через	1	2
101	надо было	1	2
102	с проблемой	1	2
103	нас в	4	2
104	но это	10	2
105	и для	4	2
106	в системе	2	2
107	в итоге	1	2
108	и является	1	2
109	что и	8	2
110	в сторону	2	2
111	не столько	5	2
112	меньшей степени	2	2
113	не случайно	3	2
114	конечно нет	1	2
115	с его	11	2
116	и у	7	2
117	превращается в	5	2
118	на первый	4	2
119	сих пор	3	2
120	только в	6	2
121	формы и	2	2
122	что все	4	2
123	не все	2	2
124	верно и	1	1
125	еще один	2	1
126	этот путь	2	1
127	и форм	1	1
128	первый взгляд	1	1
129	в той	2	1
130	литературы в	1	1
131	было и	1	1
132	в г	2	1
133	признать что	2	1
134	само же	1	1
135	что в	14	1
136	была уже	1	1
137	построения и	1	1
138	этом плане	1	1
139	не было	3	1
140	бы только	1	1
141	было сделать	1	1
142	и даже	6	1
143	связанных с	6	1
144	первый план	3	1
145	отношении очень	1	1
146	она все	1	1
147	более или	2	1
148	говорит он	1	1
149	и потому	1	1
150	буквальном смысле	1	1
151	но он	5	1
152	в свое	1	1
153	в которой	1	1
